Delta,Theta,Alpha,Beta,Gamma,Attention
1.3734640718,1.91464398375,1.26438931229,2.75870111658,2.39325972657,0
1.80961469819,2.20016915518,1.88704521983,2.72781116331,2.3046416923,0
2.69163193347,2.97071992206,3.42453339301,2.99563425112,2.82777295754,0
3.05743320531,2.63246488762,4.48244090247,2.77772144218,2.78352934818,0
2.20658630515,1.14969735818,3.37481369571,1.92201388263,1.83655746881,0
1.82991495782,0.492552238579,2.60250545312,1.57663903091,1.45182176143,0
2.09383984583,0.45137228668,2.49329510809,1.60792041252,1.55260307557,0
2.73363420387,0.97723297891,2.87030297248,1.65843538554,1.82984573674,0
2.66282380581,1.40465977718,3.06496501871,1.27794524064,1.58310045728,0
1.91231647452,1.16715197327,2.77260789814,0.875720152226,1.03899625971,0
1.5977397383,0.92500444865,2.74588683071,0.904608693827,0.825337435174,0
1.50123904544,0.776495982152,2.66201916876,1.18470272511,0.769850313267,0
1.420953684,0.808998676005,2.19063794594,1.42104308142,0.712289187159,0
1.72622923874,1.36718911711,2.08984471128,1.75331387365,0.816988523592,0
1.87995712051,1.82517000508,1.75066160423,1.57102588298,0.829285735077,0
1.96698532595,1.94076190518,1.41440090042,1.25641149871,0.855952559887,0
2.26480757781,1.98011518756,1.20638843658,1.18747781097,1.04219337353,0
3.21888549182,2.32545200348,1.28616291055,1.66496843396,1.61739738633,0
3.06046259231,2.10131402968,1.19431124954,1.83281100445,1.71570507971,0
2.75058399506,2.27536406334,1.47426061364,2.0097634416,1.80228575435,0
2.03200014829,2.06974468748,1.69932065465,1.85313678768,1.69375379236,0
2.01526898086,2.15442369793,2.30870151744,2.25421751636,2.190502028,0
2.61104550081,2.34729875486,3.1196733589,3.32003881799,3.39455753445,0
2.43533576671,2.10300531514,2.59759185813,3.53562209066,3.62312538669,0
1.67461080322,1.90943770255,1.93073031849,2.98147899342,2.91889634187,0
1.10307312671,2.1203647174,2.40110547629,2.6615741751,2.42577960644,0
0.830725151166,2.39035467325,3.97131475231,2.38986977729,2.0152586176,0
0.587874312218,1.37895542061,3.18431020111,1.20277008846,0.901138149512,0
0.807180023168,0.971817944584,2.7764077773,0.91193871499,0.5825813704,0
1.30656215731,0.759051519764,2.52529883854,0.988913108929,0.571352511701,0
2.15584370823,0.658862235524,2.4044737045,1.30751711673,0.831357988309,0
2.37524645957,0.560803435396,1.68209612921,1.24577347771,1.03941123275,0
2.76407187427,0.808748490469,1.50055199854,1.2679273213,1.51941268074,0
3.31236028778,1.32737237014,1.86751982879,1.38620095573,2.33684688711,0
3.17308745674,1.5596336949,2.53800861594,1.43436609113,2.84657731139,0
1.70570214226,0.880111140692,2.53713566612,1.16443042841,2.01152973764,0
0.884685589599,0.479590485904,2.80885669675,1.28800523131,1.58499817037,0
0.436578673332,0.37760997687,3.06936604208,1.680394127,1.50621462068,0
0.308900986159,0.542514357394,3.28887234522,2.50172467763,1.85849039883,0
0.4395924768,0.976876592698,3.45539283916,4.04902306143,2.76386602643,0
0.754725088789,1.59572392763,3.38839176551,6.08875204289,4.01689539021,0
0.940828630904,1.48904715068,2.91399877959,6.00700856251,3.9498409604,0
1.01658429176,0.917457791052,2.63877989672,4.21581143777,2.91963046958,0
1.25246956948,0.539892397559,2.65765289198,2.79347358791,2.23872791694,0
1.7057105374,0.450737113385,2.80512925622,2.10385443796,2.08604789546,0
1.73719073152,0.338444286211,2.08692716743,1.38157081723,1.65500226898,0
1.87437341228,0.280641064689,1.58349127282,1.19259214489,1.5391096254,0
2.15733090729,0.266700596957,1.36219843553,1.32432299562,1.6663105911,0
2.55707454062,0.377494452605,1.42540135627,1.7375783752,2.13700048919,0
2.97360610181,0.729444592902,1.8095191261,2.55394767527,3.17146808127,0
2.53687416511,1.21063173681,2.20032971428,3.31142538518,4.04671761149,0
2.20869359618,1.93189440686,3.57330296102,4.99508813581,5.56684800119,0
1.4795714639,1.62311932974,4.05225667828,4.98596611258,4.69157898259,0
1.30977157921,1.21525962756,4.20636587186,4.81827469435,4.11799000903,0
1.49119010611,1.20998012174,4.50203876451,5.33926002923,4.91312641131,0
1.79829366465,1.51613819124,4.702265556,6.35196522883,7.0783528166,0
1.84989347892,1.67747902304,4.27068627329,7.08245136538,9.30051257474,0
1.20921022276,1.17258943403,2.82391334628,5.86087337055,7.90388531988,0
1.22487524301,1.10958260272,2.86947776917,7.06008220196,8.42279734439,0
2.03409111726,1.26186809867,2.84457612616,7.88748009371,7.52202508665,0
2.65093705703,1.00971818436,1.58566766424,4.57402592661,3.40826689517,0
3.05822573666,0.801724724564,1.11081098205,2.66803812513,1.7178311728,0
3.4393285633,0.743561643945,1.36658755636,2.06054842976,1.29086492384,0
4.26859691091,0.83051865438,2.44919133465,2.38421380693,1.48204307147,0
3.36669009311,0.701216296732,2.9272196492,2.32761414988,1.39040393803,0
2.99403710024,0.721863036382,3.3884071259,2.74599067034,1.69448863493,0
3.5698810485,0.94746032621,3.27348563475,3.10954567465,2.08847567479,0
2.88202623493,1.91385779516,3.01748484749,7.43908573912,10.8655614772,0
2.65427769661,3.33569752599,4.71020483128,16.5905266336,26.4358914593,0
2.79016238798,4.41260304024,6.61306902312,24.5626447461,39.8938356077,0
3.36231029161,4.99199326687,7.89888580063,29.317313612,48.0105809184,0
3.81724866718,4.99625169088,8.18881012515,30.1142623331,49.5969901508,0
4.42747868339,4.96503501016,8.32010102474,30.2138540059,50.018823088,0
4.40250084251,4.04976383145,6.81098981021,24.3049004798,40.4640243273,0
3.42190999065,2.31418857766,3.76679603186,13.0479957296,21.8572343545,0
2.93794965429,1.1799190254,1.68895455435,5.33404335212,8.95511223886,0
3.02664539659,0.684948506539,0.857849256439,1.81682656533,2.81127513905,0
2.47593597953,0.313071040805,0.650315249967,0.534626625974,0.418012182035,0
2.75054385228,0.556031939359,0.931067451471,0.936782699651,0.714570339441,0
2.77848509163,0.841681829159,0.846839956455,0.970947973392,0.783662948516,0
2.27867744665,0.862587890364,0.522986603917,0.643997325617,0.570722312058,0
1.9842662707,0.816430173173,0.374771001335,0.461041710303,0.435725091877,0
1.9289617923,0.880128203539,0.39224152403,0.395179683033,0.383000565674,0
2.14595436856,1.13018482717,0.531650180201,0.400152633171,0.397928565098,0
1.99244384805,1.16646296358,0.559126756945,0.361385667075,0.363410672328,0
1.79446491523,1.04378892222,0.494870856223,0.347956045296,0.338205562917,0
2.00853338305,1.01396206616,0.488861085331,0.445179308008,0.397850664649,0
2.04229986333,0.824653319263,0.428699109212,0.520541163461,0.41785740628,0
2.06193456351,0.750321958636,0.422104501997,0.590381308607,0.439651016682,0
2.33118035143,0.905086345291,0.556062030137,0.731857542692,0.540258236132,0
2.87647037006,1.46724665421,0.937778629948,0.994864272423,0.782818116679,0
2.53731946314,1.77845865613,1.05981913757,0.874410871282,0.73915728476,0
2.91419612942,2.20801870432,1.20878168042,0.798984430778,0.702126955961,0
2.99996805479,2.01024905334,1.07966799626,0.627876402259,0.55204631112,0
2.30956148169,1.30547473381,0.758392374714,0.43845447823,0.379291787077,0
1.83802822901,0.856515714413,0.632051018887,0.407181932151,0.333394660585,0
1.42001645996,0.524423407636,0.5551662415,0.418219299459,0.310161279517,0
1.29703170174,0.375682777414,0.454494738983,0.397473117544,0.272574714114,0
1.66663505754,0.388246101393,0.329427605685,0.346928309763,0.238362995508,0
2.45252912756,0.414785057083,0.245178505944,0.314090397562,0.231216297144,0
2.91921903941,0.344651347479,0.189861531249,0.276486388049,0.219427989142,0
2.88418446996,0.295622352667,0.186539637987,0.252077356777,0.213386699031,0
3.01937593162,0.386432922789,0.241955035653,0.277592123932,0.247360018239,0
2.65457209969,0.498878313114,0.266627373627,0.259028109784,0.240698443065,0
2.38251985887,0.59669101109,0.325391111,0.247748905938,0.235675580559,0
2.13762647024,0.623905774931,0.435929183292,0.262326782527,0.244984039096,0
1.87010969484,0.623300439185,0.561175835259,0.320372109368,0.282141966523,0
1.85215203077,0.710599509547,0.651288414323,0.435893835336,0.368953833648,0
2.54078649483,1.14612581889,0.764673726216,0.666395003768,0.584390643966,0
1.86705482388,1.02531138021,0.433945209221,0.452469205801,0.450599656975,0
1.39119400638,0.874621901501,0.280040260114,0.288382260579,0.326448364235,0
1.35648808532,0.766543730259,0.254164164528,0.247885572533,0.262602639963,0
1.50443513942,0.613021315752,0.273726612244,0.258393644497,0.21720991039,0
1.6716248589,0.472900008192,0.284844680161,0.262106481155,0.178165784855,0
1.72175166117,0.407304886541,0.270600737645,0.22322641098,0.138455753876,0
1.76781905144,0.426247292426,0.242782504094,0.186389577149,0.111616940495,0
2.02211338257,0.490244186121,0.234030286802,0.186164800189,0.10734058196,0
1.93638991971,0.468529053357,0.231763117686,0.178306551293,0.0994334189334,0
1.91741907755,0.599636033642,0.303456407152,0.191812383003,0.107291634738,0
2.3439622631,1.12408088976,0.492236596069,0.255480903798,0.147585894446,0
2.48604789575,1.65697636998,0.610451593483,0.291439834136,0.177166986879,0
2.65544420345,2.02639894599,0.679164853896,0.33525774655,0.230757964054,0
3.21050573689,2.25722871566,0.768470862037,0.435797525972,0.364133284124,0
2.9193163358,1.62299800385,0.618053792651,0.4321425528,0.436937152872,0
3.41566624739,1.41056612458,0.625752466732,0.568623475773,0.648245499841,0
3.1608469209,1.05058044969,0.514657964477,0.652665082924,0.751626997074,0
2.52890375935,0.738211141107,0.415419699118,0.754238690832,0.797648979128,0
2.2015363502,0.69833846433,0.455993505792,1.03534344016,1.02073618986,0
2.29324829963,0.771889666487,0.554721545013,1.59441964146,1.59961861774,0
2.85181803124,1.18213892024,0.831458556121,2.88820283716,3.08068009262,0
3.58269484343,2.77110043936,1.65818453005,5.97776126976,6.67186417698,0
2.13141355151,3.62431192583,2.26927432048,5.83170039398,6.47850098878,0
1.35483918084,3.31293776741,2.72795194626,4.47960649546,4.7443771408,0
1.20628631315,2.8389814936,3.26626357138,4.00284993294,4.04537250961,0
0.952318411167,1.92601315686,2.96076273994,3.55730484993,3.42831078872,0
0.912297299306,1.51996274369,2.7040965905,3.9690178011,3.61731956431,0
1.18288597962,1.5685530919,2.38351236931,4.47802666815,3.93817460104,0
1.91539725779,2.17038595924,2.3906430796,5.00726952712,4.52788364585,0
2.37885124659,2.49370946125,2.20719302132,4.3811834703,4.51139095435,0
2.19538497863,2.42172332692,1.86413525667,3.27863570435,4.14904087713,0
2.01194653967,2.33348156898,1.85841958501,2.62973559153,4.05639263458,0
2.60506717213,2.75646128509,2.80519696119,2.92896775224,5.09370027257,0
2.58235570943,2.32098481402,3.10151715218,2.65198901536,4.61147825294,0
2.4364240394,2.1178676197,3.08776915574,2.8336425226,4.18526191699,0
2.11793736317,2.4703952429,2.87466317183,3.53770138493,3.92225646647,0
1.92840434248,3.33586501504,2.82908557262,4.53459815307,3.83078654672,0
1.73872401433,3.35484848809,2.61319990706,4.3304232245,3.16044257925,0
2.10098269847,3.46123533666,2.99395967032,4.59152188004,3.30074985097,0
1.86569989098,2.38400494328,2.38831554308,3.53275975016,2.7614236041,0
1.57892858125,1.49420820168,1.59598848562,2.58533912155,2.3886137439,0
1.62575154699,1.08175007295,1.07995921073,2.14933486393,2.41531083006,0
1.97994026772,1.00730486608,0.892498018904,2.19717713131,2.74705786337,0
2.34293709131,1.07198854422,0.931294378471,2.66047467825,3.20714446145,0
2.3604235723,1.10741867374,1.06158258787,3.4213803897,3.56289975821,0
2.22012088526,1.26802937024,1.49662309814,4.73971096692,3.93980023096,0
2.65155940636,2.24896639343,3.37696631889,7.24969573693,4.57166086376,0
2.21434385873,2.47153818738,4.13982083662,5.58727962223,2.75761979199,0
2.13453512324,2.85414652568,4.58075577,4.77212089181,2.07085487411,0
1.68245543013,2.80345980702,3.8315625589,3.90980945809,1.77309251565,0
1.23015118409,2.79721692789,2.81216033054,3.64255367824,1.95286502861,0
1.08157368252,3.08694116586,2.07323760024,4.13601827641,2.66404359194,0
1.43529613695,3.34377043643,1.6626438728,4.63657052633,3.40485844651,0
2.66790054997,3.36125328534,1.8357869392,4.79265984748,3.87746950455,0
2.33111506965,1.9844050535,1.03037090134,2.12260840588,1.90524930189,0
2.36844903099,2.10054927154,0.619175589294,0.836696404876,0.839356195566,0
3.15097566926,2.99448701018,0.495425369047,0.430412949624,0.444053875796,0
3.65963071001,3.17131361162,0.417057425283,0.271474203548,0.255840166314,0
3.69095183658,2.75366565961,0.342759773962,0.204687231872,0.173779138151,0
3.6819519815,2.27185512656,0.296809670403,0.192356062516,0.159112619193,0
3.60301180952,1.74618637707,0.27110856787,0.226907848063,0.197324690682,0
3.41009633263,1.21515743446,0.280745646153,0.36910712853,0.331498645456,0
3.26612695961,0.877306318944,0.444463283264,0.931604682628,0.776179937488,0
3.1387402714,0.933125423971,1.17566188486,3.03970368231,2.19688575886,0
3.82040374898,2.13740880135,4.27650331585,11.4773131824,7.39006480427,0
1.6925597357,2.3810553884,3.83410590922,9.46485127564,5.97675353901,0
1.02431961502,3.25009631326,3.16449493525,6.45000153793,4.49954526919,0
0.726856110982,3.16707138899,2.19128305459,3.57033643583,2.87111093792,0
0.923662192899,2.99416240017,1.94548962819,2.69415532417,2.39274565725,0
1.33041434338,2.56273759881,1.81912028305,2.44985583295,2.30531055627,0
1.88697003964,2.1997286932,1.7837515987,2.76511511119,2.57833118137,0
2.04708386175,2.25216664206,3.34489808421,9.36323764695,14.6531361969,0
2.68972931548,2.92226999727,5.84702572268,17.6342574599,29.917692765,0
3.40145456518,3.53171358048,7.2424298696,21.9009465165,38.0511762238,0
3.89481249249,3.74102820747,7.62181239177,22.9241385245,40.2368335835,0
4.24793511155,3.68697178607,7.49721504696,22.2807089946,39.3795958245,0
4.65523517589,3.53029036881,7.14113070531,20.8829682878,37.1182342667,0
4.36369198777,2.66557230128,5.36749658205,15.2684222112,27.2939918918,0
3.06364296936,1.24985682412,2.50891536022,6.75031791077,12.113510519,0
2.37841801805,0.458035086677,0.922391526461,2.1542989906,3.77610244142,0
2.21765393092,0.197117411376,0.457596015903,0.950724964641,1.32319971179,0
2.39316400669,0.12546058339,0.477301749351,0.702090243363,0.451317529769,0
2.68821927648,0.138533969081,0.834055674862,0.990539393449,0.495105773552,0
2.92187508965,0.164430161313,1.24882119582,1.20741736391,0.543460562685,0
2.79558159134,0.232518815722,1.57316917472,1.29773942778,0.612921997043,0
2.79045309318,0.421719887131,1.96074408448,1.53986120691,0.835220004402,0
3.74445343835,0.964956866168,2.91475853189,2.51333107642,1.57402562769,0
3.28409088585,1.03930384158,2.47560639802,2.48042786242,1.70619140944,0
2.50729969818,0.69797704035,2.09924497024,1.93130145896,1.48205513398,0
2.50222758534,0.481834114778,2.8134745753,1.85725791625,1.69483538463,0
2.54075261564,0.394544780093,3.61283678256,1.85698133171,1.91111387997,0
2.91918557864,0.524994463975,4.34974798143,2.21535194017,2.19203566613,0
2.98966653887,0.792371857555,3.66147678085,2.19895126533,1.8749663856,0
2.98552490257,1.16017637628,2.53639590053,1.85040235598,1.41871080531,0
3.27812593221,1.61407689677,2.01210091663,1.59950365787,1.30273385787,0
2.56031081222,1.45250584752,1.41913682076,1.03618082282,1.10033519765,0
2.11279826263,1.30726919409,1.21880981346,0.800345807837,1.1928526678,0
2.11549729456,1.46952943033,1.31727690186,0.854496047577,1.68184162872,0
2.7857243736,2.23327180069,1.91031727308,1.33247685904,2.97489919283,0
3.29139852485,3.00601483331,2.62000050668,1.94893119587,4.26961190141,0
2.77381569695,2.58380124288,2.65279805647,1.9301760641,3.88959029404,0
2.41806623932,1.88670151357,2.30259220598,1.5815794805,3.02444945935,0
2.35706442542,1.53831434591,1.62970171479,1.13691270367,2.16733584923,0
2.6925488341,1.47871139006,1.05520387455,0.793287484621,1.50976039879,0
3.3539827177,1.54381273207,0.757239847387,0.618467900566,1.14818229953,0
2.90760840884,1.25076056793,0.467013760546,0.405842768408,0.727855624899,0
2.60711957202,1.31442023465,0.450019116019,0.354116369036,0.594059223706,0
2.31537299183,1.63520656669,0.584867196891,0.370597450404,0.565935815469,0
2.29096036707,2.2144021201,0.864305572166,0.451237050427,0.614973288232,0
2.11121727712,2.01978246843,0.921252131443,0.437333437961,0.498344285839,0
3.13499860673,1.86514148001,1.10203860301,0.550789160721,0.467105083289,0
4.12536907129,1.53200680339,1.15329882299,0.641905346608,0.408057744794,0
4.13203835446,1.22366551894,1.01119009842,0.620107867459,0.35028154733,0
4.35040862011,1.27834634156,1.00260398565,0.673453752103,0.435027840913,0
4.41615993524,1.39167700593,1.0024665121,0.778581908522,0.730346461499,0
3.50511659805,1.06388710946,0.835980951372,0.886912842106,1.25300314832,0
2.86008195165,0.530632636872,0.834629864599,1.35655016092,2.15369335369,0
2.52563921212,0.247379714477,0.959910136148,2.09687376414,2.95059955959,0
2.97130981572,0.336716947774,1.28465439299,3.50277388716,4.18934348945,0
3.09397255608,0.753973276553,1.95285519565,5.57812353137,5.66479018425,0
2.40396205052,1.47044871246,3.22647891139,8.25365435386,7.22930170326,0
1.06679410395,1.71685519259,3.76847319942,8.13090201843,6.52860083337,0
1.11115792806,1.73082170088,4.29176163038,7.69400072002,6.263481758,0
1.68992082434,1.16555627613,3.62194342946,5.46262551954,4.86823773189,0
1.77552073965,0.641090512686,2.39203104754,3.29697507634,3.26027431639,0
1.68425582981,0.433479753144,1.86891329424,2.46879079682,2.57143579296,0
1.35765787681,0.412506786598,1.85773695109,2.00704923682,2.1491895769,0
1.07125987792,0.453076017726,2.2226498322,1.6632382068,1.94739485283,0
0.976040261594,0.475518004372,2.65826753397,1.43066317454,1.98268988773,0
1.04938774667,0.465141154143,2.83770815007,1.39331964458,2.20259462192,0
1.35312439415,0.574667585907,2.99074803722,1.91619306185,2.95044800041,0
2.04869735283,1.38897704237,3.3377425277,3.84559435411,4.82401568143,0
2.02113155138,3.33682588272,2.63452224331,5.46722528497,5.36545780086,0
1.12559283738,3.53233575737,1.3179457279,3.70528029646,2.97652642724,0
0.994429016677,2.28395325095,0.704274502756,1.82138324934,1.27702277755,0
2.13647391277,2.03218827392,0.772399240502,1.13624728577,0.753665999019,0
3.20505803767,1.89198889587,0.803273685901,0.49953226648,0.314739628917,0
3.45281660699,1.63187955975,0.676407476626,0.230067010212,0.138058533845,0
3.77408092309,1.50354167959,0.601987593679,0.151056059772,0.0909235471169,0
4.12785281783,1.38378045567,0.553462205107,0.122233185626,0.0881379129161,0
3.97992021348,1.11986975825,0.485748787164,0.102017967872,0.111194730394,0
3.48495488309,0.887621971406,0.478500714598,0.0994988673541,0.173287330451,0
3.23719416667,1.02005164089,0.679578949381,0.169392104471,0.333405824282,0
3.37977088924,1.8115889998,1.20450344334,0.446810797857,0.699555908456,0
2.52676694469,1.97179148159,1.20751836899,0.786945954484,0.900177429954,0
2.22406676053,2.05855214584,1.11006937531,1.40147191605,1.29697609486,0
2.52619853591,2.1951084828,1.0299501158,2.67944109151,2.20508685141,0
3.40282629158,2.195817512,1.04259672841,4.04216334866,3.04909090489,0
3.09404688459,1.9120769105,1.15282907738,3.86048834367,2.6301996956,0
3.04821842626,2.39854175718,1.72864810194,4.25038732092,2.79151439742,0
2.8939150357,2.91823618412,2.40241566798,4.60627832158,3.26269621946,0
2.84508754794,2.99317103983,2.81767836164,4.6213724588,3.88026221428,0
2.34246637841,2.2342374188,2.20433138894,3.52072801717,3.51864044767,0
2.14896183128,2.07808015261,1.70913174496,3.10878892991,3.36191862534,0
2.28721693304,2.78453794536,1.49573535917,3.8441987599,3.88964149092,0
1.90083972621,3.06042748842,0.968137451268,4.08208563131,3.81610249881,0
1.63959226345,2.90245975667,0.584196376767,4.11061040939,3.77380658878,0
1.46766026829,2.16910998648,0.313560423229,3.4380719049,3.11432707151,0
1.61475661287,1.77136408257,0.25625216428,3.11340612747,2.68210217227,0
1.89068267258,1.67063535926,0.346146416987,3.05612142505,2.5538300571,0
2.04494564279,1.68196934532,0.586849909324,3.07368611135,2.70389071928,0
2.18594566843,1.91560969779,1.21134508182,3.548991037,3.45532194692,0
2.36340431032,2.5003498088,2.43929302195,4.68640098573,4.79026916756,0
2.21234557287,2.95154398661,3.43520932416,5.42540745349,5.07446067637,0
