raw,attention
65,61
34,61
10,61
17,61
43,61
39,61
4,61
-13,61
-12,61
-4,61
-3,61
-34,61
-55,61
-43,61
5,61
36,61
10,61
-9,61
-6,61
20,61
52,61
45,61
24,61
17,61
29,61
60,61
50,61
22,61
16,61
26,61
50,61
50,61
21,61
5,61
17,61
42,61
38,61
17,61
8,61
16,61
44,61
71,61
67,61
57,61
53,61
68,61
80,61
75,61
75,61
76,61
87,61
92,61
69,61
39,61
26,61
40,61
58,61
35,61
3,61
-3,61
11,61
39,61
44,61
27,61
17,61
26,61
54,61
49,61
25,61
24,61
44,61
72,61
77,61
50,61
24,61
22,61
51,61
55,61
29,61
19,61
27,61
49,61
58,61
34,61
9,61
17,61
61,61
103,61
89,61
58,61
49,61
49,61
57,61
49,61
21,61
7,61
24,61
55,61
53,61
27,61
6,61
2,61
23,61
39,61
28,61
11,61
5,61
23,61
29,61
11,61
3,61
9,61
32,61
52,61
39,61
16,61
3,61
22,61
42,61
33,61
16,61
13,61
36,61
68,61
60,61
43,61
37,61
59,61
93,61
86,61
71,61
91,61
124,61
155,61
155,61
137,61
117,61
114,61
130,61
131,61
122,61
128,61
146,61
169,61
176,61
144,61
106,61
97,61
121,61
129,61
89,61
57,61
56,61
82,61
112,61
99,61
68,61
50,61
67,61
92,61
87,61
68,61
64,61
68,61
80,61
73,61
55,61
43,61
58,61
82,61
66,61
35,61
23,61
24,61
36,61
29,61
5,61
-9,61
-3,61
21,61
18,61
1,61
16,61
58,61
108,61
124,61
99,61
75,61
75,61
106,61
132,61
115,61
89,61
77,61
85,61
109,61
113,61
104,61
92,61
97,61
98,61
68,61
38,61
29,61
58,61
108,61
115,61
89,61
84,61
107,61
146,61
150,61
135,61
123,61
120,61
120,61
105,61
68,61
39,61
38,61
55,61
45,61
7,61
-9,61
-2,61
20,61
35,61
20,61
8,61
10,61
40,61
57,61
37,61
21,61
9,61
-5,61
-17,61
-33,61
-37,61
-11,61
33,61
68,61
51,61
1,61
-39,61
-20,61
53,61
85,61
44,61
-8,61
-38,61
-18,61
1,61
-4,61
-5,61
8,61
28,61
26,61
-3,61
-24,61
-24,61
1,61
10,61
-4,61
-6,61
11,61
43,61
70,61
59,61
29,61
6,61
7,61
19,61
-1,61
-24,61
-20,61
0,61
24,61
28,61
19,61
12,61
33,61
61,61
55,61
23,61
8,61
8,61
26,61
40,61
20,61
0,61
0,61
22,61
25,61
9,61
0,61
-5,61
2,61
11,61
-13,61
-49,61
-46,61
-2,61
37,61
28,61
12,61
20,61
45,61
70,61
55,61
26,61
22,61
45,61
74,61
64,61
36,61
26,61
40,61
76,61
98,61
72,61
39,61
37,61
68,61
74,61
49,61
25,61
18,61
35,61
58,61
55,61
44,61
44,61
66,61
80,61
70,61
66,61
77,61
92,61
107,61
99,61
73,61
65,61
73,61
81,61
53,61
20,61
16,61
44,61
84,61
85,61
55,61
34,61
42,61
82,61
86,61
61,61
52,61
59,61
89,61
105,61
82,61
57,61
56,61
74,61
73,61
52,61
38,61
42,61
64,61
72,61
53,61
28,61
29,61
65,61
82,61
43,61
5,61
0,61
23,61
60,61
66,61
48,61
24,61
33,61
55,61
49,61
24,61
1,61
-2,61
13,61
21,61
6,61
-4,61
3,61
27,61
35,61
21,61
19,61
37,61
61,61
69,61
51,61
36,61
29,61
41,61
51,61
34,61
21,61
34,61
52,61
59,61
37,61
10,61
1,61
19,61
44,61
43,61
32,61
18,61
13,61
35,61
40,61
25,61
22,61
40,61
64,61
51,61
17,61
2,61
24,61
75,61
102,61
73,61
45,61
56,61
96,61
99,61
72,61
61,61
84,61
119,61
130,61
96,61
56,61
45,61
75,61
101,61
82,61
53,61
49,61
65,61
87,61
71,61
37,61
25,61
56,61
81,61
51,61
25,61
27,61
42,61
74,61
81,61
52,61
32,61
41,61
77,61
86,61
64,61
55,61
60,61
82,61
99,61
88,61
76,61
83,61
109,61
118,61
97,61
84,61
100,61
119,61
119,61
88,61
64,61
60,61
83,61
97,61
75,61
45,61
37,61
52,61
77,84
75,84
44,84
33,84
51,84
84,84
85,84
58,84
40,84
40,84
59,84
66,84
43,84
38,84
53,84
81,84
83,84
56,84
38,84
40,84
59,84
80,84
58,84
29,84
23,84
51,84
77,84
60,84
21,84
6,84
24,84
60,84
60,84
26,84
4,84
20,84
58,84
54,84
24,84
10,84
25,84
59,84
64,84
33,84
5,84
11,84
43,84
53,84
40,84
24,84
24,84
48,84
57,84
37,84
11,84
1,84
23,84
42,84
28,84
9,84
6,84
34,84
68,84
55,84
27,84
21,84
35,84
50,84
37,84
17,84
21,84
48,84
73,84
66,84
26,84
3,84
22,84
67,84
67,84
38,84
26,84
32,84
41,84
25,84
-23,84
-51,84
-12,84
58,84
86,84
53,84
25,84
44,84
85,84
91,84
66,84
74,84
108,84
128,84
97,84
51,84
55,84
93,84
118,84
117,84
81,84
48,84
48,84
60,84
77,84
55,84
16,84
-3,84
1,84
22,84
37,84
20,84
-8,84
-20,84
-5,84
-5,84
-26,84
-38,84
-29,84
-3,84
13,84
0,84
-8,84
8,84
59,84
86,84
65,84
41,84
48,84
71,84
96,84
81,84
61,84
56,84
71,84
86,84
68,84
51,84
53,84
60,84
72,84
56,84
24,84
11,84
19,84
24,84
-7,84
-51,84
-65,84
-50,84
-17,84
-1,84
-12,84
-33,84
-21,84
24,84
44,84
33,84
26,84
42,84
65,84
76,84
56,84
34,84
24,84
50,84
84,84
75,84
45,84
35,84
44,84
64,84
52,84
33,84
27,84
43,84
58,84
42,84
27,84
40,84
56,84
83,84
91,84
77,84
57,84
50,84
64,84
55,84
38,84
40,84
54,84
64,84
60,84
41,84
28,84
33,84
60,84
71,84
48,84
39,84
56,84
83,84
92,84
65,84
39,84
33,84
48,84
76,84
72,84
50,84
27,84
16,84
16,84
23,84
41,84
56,84
59,84
69,84
53,84
34,84
40,84
66,84
85,84
66,84
17,84
-12,84
-8,84
24,84
40,84
35,84
37,84
52,84
73,84
80,84
53,84
16,84
-7,84
6,84
24,84
8,84
-13,84
-13,84
11,84
40,84
24,84
-12,84
-34,84
-19,84
5,84
-7,84
-37,84
-40,84
-24,84
-4,84
-11,84
-49,84
-76,84
-68,84
-19,84
0,84
-19,84
-36,84
-26,84
5,84
23,84
8,84
-6,84
1,84
36,84
51,84
40,84
23,84
17,84
38,84
69,84
64,84
42,84
48,84
82,84
105,84
84,84
65,84
68,84
80,84
90,84
82,84
60,84
56,84
81,84
113,84
104,84
75,84
67,84
74,84
92,84
96,84
75,84
67,84
58,84
68,84
67,84
48,84
48,84
53,84
64,84
66,84
38,84
20,84
23,84
48,84
58,84
39,84
22,84
21,84
32,84
44,84
32,84
11,84
8,84
28,84
52,84
34,84
12,84
13,84
28,84
50,84
39,84
3,84
-10,84
10,84
60,84
73,84
51,84
29,84
27,84
39,84
38,84
24,84
26,84
37,84
55,84
65,84
57,84
53,84
53,84
58,84
65,84
53,84
41,84
36,84
51,84
60,84
41,84
23,84
28,84
53,84
75,84
65,84
45,84
43,84
56,84
70,84
56,84
39,84
35,84
45,84
80,84
87,84
65,84
49,84
56,84
86,84
89,84
61,84
40,84
49,84
80,84
90,84
64,84
33,84
26,84
57,84
76,84
55,84
28,84
19,84
25,84
33,84
11,84
-14,84
-23,84
-6,84
16,84
5,84
-7,84
-9,84
-1,84
22,84
29,84
10,84
-4,84
2,84
25,84
26,84
10,84
3,84
9,84
24,84
27,84
11,84
1,84
8,84
38,84
50,84
25,84
4,84
2,84
35,84
75,84
68,84
35,84
21,84
48,84
73,84
65,84
50,84
54,84
68,84
82,84
60,84
25,84
19,84
55,84
103,84
98,84
65,84
41,84
43,84
66,84
69,84
52,84
42,84
50,84
70,84
66,84
36,84
8,84
1,84
21,84
37,84
19,84
-5,84
-12,84
6,84
24,84
19,84
11,84
17,84
28,84
42,84
26,84
12,84
19,84
34,84
51,84
50,84
34,84
33,84
48,84
76,84
82,84
55,84
42,84
69,84
99,84
84,84
50,84
41,84
61,84
89,84
86,84
45,84
18,84
20,84
49,84
52,84
24,84
3,84
3,84
20,84
24,84
-9,84
-22,84
49,84
161,84
210,84
181,84
146,84
135,84
146,84
173,84
194,84
202,84
199,84
185,84
176,84
160,84
154,84
173,87
208,87
246,87
250,87
219,87
187,87
178,87
211,87
231,87
200,87
152,87
146,87
185,87
199,87
166,87
138,87
125,87
121,87
96,87
58,87
49,87
56,87
69,87
80,87
66,87
37,87
17,87
25,87
38,87
13,87
-22,87
-39,87
-27,87
5,87
2,87
-26,87
-42,87
-37,87
-24,87
-39,87
-67,87
-76,87
-73,87
-53,87
-54,87
-86,87
-102,87
-91,87
-61,87
-55,87
-72,87
-87,87
-83,87
-55,87
-41,87
-67,87
-88,87
-86,87
-57,87
-35,87
-44,87
-62,87
-60,87
-28,87
7,87
2,87
-21,87
-29,87
-20,87
0,87
-11,87
-37,87
-50,87
-51,87
-29,87
-24,87
-41,87
-51,87
-35,87
5,87
12,87
-17,87
-40,87
-27,87
11,87
35,87
17,87
7,87
12,87
34,87
39,87
16,87
-4,87
-10,87
0,87
18,87
-3,87
-27,87
-21,87
6,87
41,87
49,87
35,87
33,87
50,87
85,87
90,87
69,87
59,87
75,87
100,87
85,87
60,87
53,87
59,87
81,87
84,87
71,87
73,87
85,87
105,87
112,87
92,87
72,87
71,87
82,87
81,87
51,87
32,87
37,87
65,87
81,87
69,87
58,87
58,87
66,87
83,87
70,87
38,87
27,87
55,87
84,87
71,87
38,87
17,87
20,87
51,87
60,87
37,87
18,87
16,87
36,87
50,87
40,87
25,87
10,87
20,87
33,87
18,87
0,87
-5,87
11,87
26,87
13,87
0,87
6,87
28,87
42,87
20,87
-2,87
-1,87
20,87
42,87
39,87
23,87
17,87
22,87
44,87
58,87
53,87
51,87
58,87
72,87
56,87
33,87
22,87
27,87
57,87
68,87
43,87
20,87
21,87
52,87
54,87
21,87
2,87
9,87
41,87
71,87
64,87
49,87
49,87
68,87
85,87
75,87
59,87
67,87
84,87
90,87
58,87
25,87
21,87
48,87
74,87
69,87
44,87
21,87
12,87
25,87
11,87
-20,87
-10,87
39,87
87,87
89,87
70,87
71,87
84,87
100,87
115,87
114,87
113,87
108,87
114,87
114,87
91,87
76,87
90,87
120,87
139,87
112,87
72,87
48,87
44,87
51,87
33,87
20,87
24,87
50,87
77,87
69,87
39,87
25,87
42,87
67,87
51,87
12,87
-2,87
-1,87
16,87
24,87
20,87
23,87
33,87
51,87
41,87
12,87
5,87
20,87
43,87
51,87
25,87
6,87
5,87
22,87
37,87
25,87
7,87
6,87
24,87
44,87
36,87
20,87
20,87
38,87
50,87
27,87
-3,87
-13,87
-1,87
19,87
10,87
-11,87
-18,87
1,87
32,87
25,87
5,87
2,87
13,87
35,87
33,87
1,87
-11,87
8,87
52,87
59,87
26,87
3,87
8,87
40,87
66,87
42,87
4,87
-4,87
35,87
72,87
67,87
50,87
54,87
75,87
109,87
118,87
98,87
83,87
83,87
97,87
86,87
67,87
66,87
75,87
89,87
83,87
50,87
27,87
33,87
61,87
68,87
45,87
32,87
29,87
42,87
56,87
40,87
22,87
19,87
49,87
60,87
40,87
28,87
41,87
58,87
67,87
45,87
17,87
6,87
23,87
51,87
44,87
36,87
41,87
55,87
68,87
54,87
23,87
13,87
32,87
55,87
48,87
23,87
25,87
42,87
60,87
67,87
52,87
42,87
40,87
53,87
58,87
42,87
28,87
25,87
35,87
54,87
50,87
35,87
28,87
43,87
54,87
29,87
8,87
10,87
27,87
51,87
53,87
34,87
19,87
25,87
52,87
43,87
26,87
28,87
35,87
44,87
40,87
20,87
10,87
16,87
35,87
35,87
20,87
19,87
28,87
45,87
51,87
20,87
-17,87
-44,87
-37,87
-2,87
39,87
72,87
76,87
82,87
115,87
135,87
117,87
74,87
64,87
84,87
74,87
37,87
16,87
24,87
55,87
65,87
55,87
54,87
68,87
97,87
91,87
53,87
18,87
10,87
36,87
55,87
36,87
9,87
18,87
58,87
74,87
49,87
25,87
35,87
64,87
80,87
57,87
24,87
6,87
26,87
59,87
59,87
34,87
10,87
16,87
52,87
65,87
45,87
26,87
24,87
40,87
28,87
3,87
1,87
24,87
57,87
64,87
37,87
20,87
34,87
69,87
76,87
57,87
45,87
43,87
55,87
66,87
44,87
20,87
8,87
16,87
23,87
11,87
4,87
9,87
27,87
45,87
28,87
8,87
6,87
32,87
70,87
70,87
43,87
24,87
28,87
57,87
54,87
23,87
9,87
32,87
68,87
65,100
34,100
19,100
23,100
40,100
51,100
36,100
24,100
29,100
61,100
76,100
58,100
39,100
32,100
48,100
71,100
68,100
43,100
12,100
10,100
24,100
21,100
10,100
5,100
3,100
11,100
-1,100
-25,100
-43,100
-34,100
0,100
3,100
-11,100
-12,100
0,100
26,100
44,100
28,100
6,100
9,100
45,100
50,100
6,100
-35,100
-37,100
20,100
85,100
84,100
45,100
27,100
60,100
86,100
67,100
42,100
40,100
61,100
75,100
44,100
7,100
-1,100
21,100
52,100
57,100
50,100
50,100
60,100
74,100
58,100
25,100
19,100
35,100
60,100
55,100
23,100
5,100
20,100
50,100
56,100
32,100
9,100
5,100
26,100
39,100
25,100
11,100
11,100
29,100
51,100
45,100
48,100
61,100
80,100
84,100
66,100
45,100
50,100
58,100
68,100
55,100
41,100
44,100
66,100
92,100
88,100
70,100
61,100
61,100
67,100
53,100
28,100
29,100
50,100
74,100
75,100
55,100
43,100
55,100
92,100
104,100
68,100
35,100
28,100
53,100
61,100
38,100
11,100
0,100
11,100
35,100
18,100
-7,100
-11,100
4,100
8,100
-28,100
-73,100
-75,100
-25,100
37,100
53,100
23,100
-3,100
16,100
86,100
136,100
125,100
83,100
64,100
85,100
98,100
72,100
42,100
38,100
65,100
87,100
71,100
51,100
34,100
34,100
34,100
3,100
-23,100
-25,100
1,100
26,100
23,100
11,100
9,100
19,100
37,100
24,100
9,100
16,100
41,100
76,100
77,100
55,100
25,100
10,100
26,100
28,100
-4,100
-34,100
-34,100
2,100
34,100
36,100
25,100
19,100
29,100
48,100
35,100
17,100
19,100
40,100
43,100
23,100
12,100
17,100
41,100
66,100
42,100
4,100
-5,100
17,100
34,100
12,100
-9,100
-11,100
5,100
43,100
50,100
29,100
20,100
27,100
50,100
50,100
36,100
24,100
12,100
27,100
50,100
44,100
28,100
25,100
53,100
65,100
52,100
42,100
45,100
60,100
83,100
72,100
41,100
17,100
11,100
8,100
-10,100
0,100
44,100
83,100
103,100
97,100
74,100
56,100
55,100
90,100
116,100
97,100
58,100
39,100
54,100
60,100
40,100
23,100
36,100
73,100
74,100
38,100
7,100
10,100
41,100
67,100
49,100
20,100
16,100
48,100
66,100
45,100
13,100
-1,100
8,100
25,100
19,100
5,100
7,100
38,100
65,100
44,100
19,100
10,100
24,100
56,100
64,100
38,100
17,100
18,100
39,100
36,100
-4,100
-52,100
-59,100
2,100
76,100
100,100
88,100
84,100
122,100
161,100
154,100
130,100
108,100
99,100
92,100
70,100
45,100
33,100
45,100
60,100
49,100
42,100
57,100
75,100
83,100
53,100
20,100
4,100
27,100
76,100
83,100
64,100
61,100
75,100
90,100
80,100
56,100
53,100
66,100
83,100
68,100
36,100
21,100
22,100
41,100
56,100
44,100
28,100
29,100
48,100
53,100
38,100
32,100
33,100
38,100
45,100
34,100
16,100
3,100
12,100
33,100
16,100
-11,100
-22,100
-11,100
9,100
16,100
4,100
-3,100
5,100
26,100
