Delta,Theta,Alpha,Beta,Gamma,Attention
2.33498897862,1.58910628822,2.18635421014,4.01076493748,2.50761465758,2
1.58702899922,1.77727414354,2.27602969561,3.8867190005,2.54923154956,2
0.962602525254,1.59240635531,2.27570932956,4.13079849489,2.78466094137,2
0.608706352434,1.0714021323,1.92069352583,3.92981225512,2.76978413546,2
0.575085729233,0.629454039758,1.57098322857,3.47547971766,2.73184982696,2
0.724906793778,0.39185456255,1.35149821711,3.04946952417,2.6778755794,2
1.12777205818,0.438927542746,1.4080810216,3.04504443287,2.76319765807,2
1.68137873366,0.929003386235,1.63564056426,3.47402184705,3.0246422923,2
2.14729050228,1.99293225629,2.00920962307,4.2286388706,3.51746583728,2
2.09750686241,3.12349539266,2.62961391343,4.71081177401,3.75845664964,2
1.48917829691,3.20834250163,3.4588327449,4.29729191682,3.24821907149,2
0.970033130991,2.56976739371,4.17043348337,3.61999765835,2.59455674802,2
0.572927586302,1.52894835108,3.52502965876,2.47133851742,1.76022735188,2
0.463758475653,1.03983580781,2.7648236795,1.91440534113,1.46902714787,2
0.540569462923,0.864678032503,2.138061026,1.82983048196,1.58260683496,2
0.811665342088,0.820605342819,1.88919582825,2.22215623476,2.0395942467,2
1.34188394916,0.947403095663,2.30403007638,3.33037960449,2.94104926287,2
1.72672633993,1.05479608345,2.31509020752,4.09332606396,3.30243957842,2
2.14771231493,1.39516360097,2.13987480638,5.20719363296,4.03053521353,2
2.53295807331,1.94630970502,2.0258856384,7.07988936,6.34253209399,2
1.63814795567,1.87173409074,1.5415852092,6.68108025872,8.20130978401,2
1.24885891152,2.08733690858,1.66281268915,7.11004013973,10.6623614818,2
1.26295697541,2.41131907016,1.92039458043,7.38767615722,12.0027509507,2
1.62309266574,3.06290223965,2.35343937399,7.61136269762,12.7228057884,2
2.25546760808,4.19764035816,2.95669338915,7.4280401165,12.3525274941,2
1.60756658769,3.18382131744,1.99387195,3.61024585388,5.65230785873,2
1.09094171904,2.56226803954,1.52093835964,2.13678982154,2.75710604433,2
0.824468887124,2.16200529788,1.71450246653,2.3340336759,2.2449635151,2
2.20622126087,3.65758733644,4.21561698604,4.69358664265,3.57810313977,2
1.84314776626,2.76628852517,2.4951208927,2.07976947142,1.26768296612,2
1.56433013554,2.86850519014,1.79593339701,1.20016042968,0.543575150283,2
1.4427434297,3.25943096262,1.60360486166,0.952548949045,0.330543131325,2
1.47385895104,3.68070042705,1.57031961119,0.89437594961,0.27173204754,2
1.64099667196,4.05548669128,1.57797354163,0.909320529646,0.283306220099,2
2.10377281184,4.59210783711,1.66974901068,1.03120882684,0.386646633041,2
2.29437304155,3.85455969894,1.34611578667,0.988894989157,0.513547024881,2
2.37855798774,2.5077525507,0.898189295918,1.00242553633,0.754654542817,2
2.46483542974,1.39042453898,0.685442929094,1.3903892073,1.27415241583,2
2.93727007354,0.858413267221,0.802161094987,2.45869327197,2.25471557432,2
4.56472483682,1.7132956779,1.44254155711,6.3973746371,5.11159005422,2
2.29852869026,0.90639649904,0.586211718068,3.67630044212,2.58248670834,2
2.7064360528,1.03623435495,0.626052123845,2.98661014664,1.93648512557,2
3.81015039419,1.40130779612,0.931673829112,2.17634679005,1.39189244781,2
3.27881458202,1.11336548059,0.759895049463,1.13804726658,0.702290274611,2
3.46290940607,1.06816507578,0.731668074563,0.936492561593,0.536060416677,2
3.9458996488,1.09401378555,0.773667696827,0.989563345347,0.54025189335,2
4.55760547568,1.10771132692,0.897078881855,1.20268511861,0.687445045368,2
3.40924720024,0.68354359827,0.81152045828,1.11032506639,0.754158787534,2
2.70388380619,0.41706282708,1.01044515621,1.39305379968,1.14690093375,2
2.30993165321,0.435299194959,1.53350462965,2.37738815259,2.03405090049,2
2.3596680198,1.24776876258,2.71832234134,4.84023737999,3.7882424338,2
1.73918765692,2.2359896948,3.04979952035,5.89541823764,4.12288568448,2
1.4790280146,2.88243123568,3.07124659471,5.30489923355,3.54691148263,2
2.3867845706,4.13610364873,3.7492358857,5.10776865297,3.71512791212,2
2.94550600675,3.81603487051,3.01816627189,3.3265923895,2.96400201762,2
3.38478913387,3.51497274541,2.37709842323,2.67685925826,2.90615352416,2
3.05971651616,2.9106533195,1.67418145187,2.52504500424,3.00667829691,2
2.46318710834,2.55396929128,1.37569946042,3.00223101374,3.53031755587,2
2.13726374142,3.09819606092,2.01700129255,4.97959332472,5.35104164001,2
0.990203153863,2.30568864628,2.08110953639,4.43766738111,4.26155112231,2
0.700839491507,2.14336260388,2.44443077297,4.29912889761,3.85114701265,2
0.669058031906,2.12508713761,2.80452505245,4.23117602358,3.75911783261,2
0.865649958581,2.49039102451,3.39119402821,5.08591378498,4.3093253782,2
1.61236278834,3.5624616671,4.58467164768,6.81950031199,4.70460097771,2
1.695131889,3.40311753726,3.52885196778,4.77705109996,2.58970893915,2
1.5129641267,3.24351106315,2.75869758993,2.9747941873,1.38394404186,2
1.49035589077,3.25062503853,2.3525335295,1.93225069753,0.813721040442,2
1.61568720164,3.18226652542,2.10323419442,1.34216049292,0.524842832647,2
1.78996352683,3.05276320487,1.87590358591,1.00862438664,0.384124981611,2
1.92652374498,2.83715511208,1.62088575455,0.816269862336,0.348527992549,2
1.98743707837,2.58182346492,1.30328818262,0.728131069606,0.451667291933,2
2.06291378064,2.38416893276,0.972915319565,0.815826925125,0.861366623993,2
2.55540219945,2.57386898645,0.743510439646,1.36152843525,1.90887426111,2
3.51601833445,2.60875919987,0.565683551616,2.05511445434,2.71434160562,2
4.05730073703,2.45336524666,0.377119131969,2.42271575615,2.72736998395,2
3.89843593909,1.97122251698,0.240855943992,2.48756832226,2.49213153823,2
3.92937408364,1.67674879754,0.291069708981,2.85343990446,2.81765762672,2
3.58799769741,1.39503657808,0.612132807574,3.24990236961,3.37285919045,2
2.51736236878,1.15919608223,1.29781773003,3.47501135418,3.45225080277,2
1.84848347641,1.52898908923,2.6769367455,4.65907598995,3.67280254289,2
1.4725317733,2.10794618773,3.14493904556,7.58740677395,9.84490010072,2
1.75565166491,2.34127138658,3.17859274894,10.3793178829,16.066143167,2
2.47786865761,2.8107669259,3.85015129036,14.1337152399,22.8487305753,2
3.31485665739,3.25573515404,4.56926377175,17.4170831791,28.5615821769,2
4.19935611837,3.57519275551,5.16404353287,19.8232753018,32.7363797432,2
4.56607345092,3.41681212007,4.93214724467,18.5940662022,30.8853356432,2
3.44550309812,2.32949631143,3.04279770215,10.4182670429,17.3856243371,2
2.57982547142,1.984372816,1.6099352535,3.40626951712,5.60470787427,2
2.73986937987,2.41988144855,1.26646591937,0.772914168457,1.05414733748,2
3.13600531101,2.67934494868,1.25864133163,0.359072644924,0.36998800776,2
3.47448640331,2.60434716014,1.19762276857,0.281294281277,0.220628189037,2
3.4869403893,2.18029647669,1.00916630382,0.286142030438,0.242369244862,2
3.58071394552,1.66755687258,0.850886598179,0.432398027908,0.345038626005,2
4.00402399189,1.28579096746,0.892352483618,1.02154193524,0.682384687358,2
3.92565550433,1.26382003811,1.31904711015,2.04049518181,1.23249190121,2
3.2738701951,1.51681967568,1.97272641854,2.86745409824,1.90742386724,2
2.63918393082,1.70894583827,3.04933777922,3.39910293376,2.72708029382,2
3.24121898621,2.02731274459,3.71697834003,4.31173275693,3.23601171609,2
3.84115896363,2.11540371884,2.61947055713,4.18715834497,2.29429118697,2
4.50721904463,2.35039225791,2.1444533953,4.36524327123,1.78376602592,2
3.53709711039,1.73357006343,1.63507167082,3.29189775593,1.13931410605,2
3.1048710946,1.46968523837,1.79538073804,2.99695513719,1.00934777651,2
2.89224306653,1.57693266621,2.36501352655,3.18710975058,1.18295480474,2
2.87984591535,2.37018073792,3.43487664773,4.1456689483,1.862834543,2
1.97896692096,2.45303651562,2.84792319304,3.73879829922,2.17780084058,2
2.71393971623,2.91708167823,2.68488546462,4.63061853656,3.36010929966,2
3.08078278477,2.01374726125,1.75578970693,3.79919566605,3.15837379266,2
3.58624205283,1.66003505458,1.84257422319,3.60410294618,3.21022204988,2
3.17908010445,1.50273769724,2.45458759802,3.18960268836,2.89842880669,2
2.07548843138,1.73488865609,3.12202870421,2.80681656322,2.39509336291,2
1.20899039521,2.24475265186,3.11296089511,2.49217024456,1.87184932901,2
1.03662572282,2.59552164187,2.12928977448,1.85204578361,1.34997329104,2
1.80233544715,3.46472584536,1.82593911041,1.79755201446,1.47513682219,2
2.78699031573,3.92460044675,1.58403120498,1.71106727189,1.71101974115,2
2.963788937,3.13713596126,1.19708690052,1.22338871702,1.46913892293,2
2.05923005714,2.25819549933,0.998275518859,0.62250209956,0.787199894916,2
1.99843318963,2.80039328399,1.30919994654,0.396257469493,0.418116395318,2
2.59381619595,3.59726423114,1.66155626242,0.33486645451,0.276353651375,2
3.08836456882,3.78287425874,1.71649127116,0.288888963167,0.203808860263,2
3.4442444399,3.58241096441,1.60302967132,0.259310931094,0.173754882763,2
3.6539023391,3.1181745408,1.36759295025,0.266628694607,0.179282891539,2
3.52109708964,2.31594427304,1.01574312575,0.381009655031,0.243101694283,2
3.4139726883,1.58385938578,0.824465446364,0.978299208222,0.544194374005,2
3.25681475278,1.35825192384,1.25619135594,3.12639078795,1.59906857037,2
2.14004558237,1.32348278626,1.71861355536,5.03427021719,2.63227646633,2
1.58631513937,1.29318137413,1.68665742534,5.04084217189,2.90851938768,2
1.89797694171,1.71539548591,2.05925048234,6.3647747678,4.2424128055,2
1.53008509052,1.67509250542,1.74737245691,4.96845635852,3.7572766901,2
1.70379155732,2.35635868805,2.27558872302,4.92529938169,3.74538367481,2
1.45079832264,2.32377247739,2.15272864828,3.72258214353,2.60662560624,2
1.57319761721,2.80223629529,2.38617971871,3.82044463259,2.4774428077,2
1.89470850441,3.11961812035,2.30646858117,3.63812359359,2.21762195128,2
2.5778840545,2.97042665131,1.72781244924,2.33231858575,1.35445810455,2
3.33139334464,2.72144351635,1.29117705187,1.29099106404,0.766643433063,2
4.05398246071,2.61634433046,1.12163620304,0.82879467352,0.572376969073,2
4.30188925286,2.27700627574,0.984159544812,0.598767182398,0.526360976219,2
4.24723599588,1.87398215897,0.891317196696,0.574213166196,0.584531553276,2
3.90977060038,1.47004377768,0.921184779929,0.913597164976,0.728559232056,2
3.10284411645,1.41305688685,1.17551698886,1.98347176603,0.851555544264,2
2.73974693992,1.96367080425,1.70439751986,3.50351347488,0.883439396149,2
3.17609880289,2.63530592515,2.40160845693,4.91921923698,0.981501971809,2
3.62842778565,2.82823616239,2.81207019889,5.5523585582,1.11555046118,2
3.33619588254,2.30642399802,2.57212132976,4.88863811961,1.18539239215,2
3.20568685039,2.09692155217,2.08841601158,3.95244692323,1.30462557404,2
2.77685676695,2.22682588225,1.45930667907,2.37689538156,1.03459854303,2
2.49047955676,2.82094448426,1.59424417142,1.49577678397,0.738325695546,2
2.19870655564,2.75897625467,1.84660227776,0.841352442354,0.412089193005,2
2.43479894082,3.30778120884,2.01963813773,0.479346652798,0.214097043061,2
2.99580891504,3.7598921535,1.99253175062,0.31146334069,0.130816210965,2
3.51281056863,3.92738436856,1.84705835482,0.229524707318,0.0985766602526,2
3.6798095437,3.69837401193,1.56343970244,0.174517447336,0.0855323308558,2
3.52174720532,3.24768082413,1.24390594516,0.158011477589,0.0904723526076,2
2.95746437365,2.85264781387,1.0255192334,0.242729159798,0.123667085013,2
2.24788654407,3.26553581359,1.26040586685,0.548682807979,0.204354030376,2
1.92658456449,4.52028189965,1.85932420923,0.924900012726,0.293287505403,2
1.49605448656,3.60953994578,1.43728492187,0.724654458786,0.24812436984,2
1.67522983113,3.43487183983,1.32502473725,0.675954491677,0.313807008552,2
1.84669450162,2.86816121305,1.17790360914,0.657274318406,0.472261334153,2
2.15984327756,2.25366169437,1.26127764643,0.867129602357,0.844694594514,2
1.97189132749,1.70966227836,1.41098952242,1.18178611238,1.18755160108,2
1.52801467348,1.75414182301,1.7728383352,1.45268839159,1.25628535373,2
1.1239459628,2.52673608614,2.12659854445,1.38618805164,0.882533804789,2
1.21763366614,3.28236637733,2.41497468755,1.31330928334,0.64925042614,2
1.4423284418,3.83279876161,2.51120645032,1.24577375542,0.565838101163,2
1.54457300077,3.97831370451,2.34364156474,1.12931617284,0.566350005951,2
1.44653453085,3.66679990581,2.01940146289,1.00630590718,0.674028876149,2
1.14797789003,3.00487682604,1.82852496857,1.01469304761,0.983344763777,2
0.873157319126,2.53898098435,2.21883697961,1.39811595798,1.64564874981,2
0.96007890087,2.86087431652,2.88093793943,2.25601028109,2.34638803838,2
0.736698936896,2.05805263369,1.80545052518,1.95190285139,1.59681632466,2
0.755235471452,2.00102550175,1.47761658826,2.19736888973,1.47490698664,2
0.831775574841,1.95704114463,1.4678993731,2.3910758137,1.58433792814,2
1.10703776879,2.07684393478,1.73652734595,2.47108874617,1.959250688,2
1.91568671952,2.59743733828,2.50409913064,2.88578378989,2.81492467636,2
3.3358092872,3.11358210664,3.76300112671,3.95164105648,3.98716862341,2
3.7453163229,2.48376656646,3.97354571675,4.42653030827,4.12257579217,2
3.21845280757,1.85119360834,3.26729453928,4.17498079869,3.87192267162,2
2.19180402943,1.41536991694,2.00076327728,3.12419817228,3.23110438037,2
1.9200623168,1.45176574765,1.47912939865,2.81966581096,3.43760299282,2
2.04889892049,1.61501904251,1.47878787065,2.83894630849,4.02487523326,2
1.89442469496,1.60456098141,1.56287151113,2.48615159036,3.8721163184,2
1.71195506538,1.690779114,1.63558724389,2.41735511744,3.74762712444,2
1.5435653629,1.67138960485,1.54048581143,2.71843672095,3.75300839458,2
1.45485406556,1.52592428776,1.41733232909,3.11653530973,3.8276625513,2
1.38416529899,1.36469562797,1.5061846753,3.09486210333,3.80000016447,2
1.20334575034,1.33833445531,1.80266298629,2.72124584142,3.67324420296,2
0.895832650596,1.41705264266,2.15087941308,2.67763387762,3.55277735146,2
0.65261707775,1.48493010635,2.42232610057,3.50052989845,3.40202904249,2
0.813257892817,1.63627425599,2.81463060474,5.02373874418,3.34093680601,2
1.63501238642,1.89211644876,3.21531743471,5.77959727897,3.04487575704,2
2.91699971609,2.05785491698,3.44134160556,5.31264359323,2.62717147695,2
3.01244295685,1.4968430162,2.37399784041,3.10162259803,1.6055040809,2
2.88870153085,1.18629589317,1.52320509606,1.88896684161,1.0624811359,2
2.84526994627,1.25847435326,0.984369118114,1.45066331174,0.879248956138,2
2.85719933718,1.73379049311,0.716187631503,1.47754743281,0.949960271601,2
2.86760861677,2.64621294519,0.718458099739,1.91537720855,1.31776929911,2
1.62996863614,2.33214322126,0.599571281877,1.66764018481,1.26734700468,2
0.871165024588,1.94338880817,0.542228858676,1.54143814917,1.31648994885,2
0.636917897098,1.907138136,0.651626186029,1.77797249323,1.70663154249,2
0.674421592409,2.0818786048,1.11367099003,2.43796999249,2.49332147504,2
1.15768185713,2.8020690118,2.88479902157,3.76851216668,3.69877388816,2
1.38744084417,2.63697570028,2.89059641858,2.14391422509,1.78148577101,2
2.36012416806,3.65670835645,3.07351403082,1.44270514903,0.963484989337,2
2.45653766488,3.25516048434,2.23821988518,0.852016049187,0.487828797487,2
2.23013166352,2.57704799966,1.53256802788,0.563700037714,0.312831184354,2
2.09482265044,2.10387308985,1.10563502908,0.450869482408,0.267215213925,2
2.03871921031,1.751378241,0.831173583678,0.425550943465,0.288863677321,2
2.15638549307,1.61128683207,0.739139173046,0.50982383546,0.421542882997,2
2.2826919193,1.60091079344,0.886529122802,0.710726963071,0.761128858829,2
2.77260375926,2.09433678467,1.67639344,1.22043049863,1.72127727519,2
3.52325378164,2.93976887404,3.00720024373,2.27266809753,3.62220885071,2
3.5570618674,3.2630505867,3.02793003195,3.48420901275,4.46059718763,2
3.32374366155,3.69851139387,2.48046872159,4.87908642224,4.68837856791,2
2.75731358911,3.61264622487,1.94426137641,5.60723847446,4.50126310721,2
1.73948107454,2.90571202651,1.30716316169,4.37219283514,3.16031216245,2
1.20933617844,3.22080675686,1.1311949527,3.1115776069,1.92916162427,2
1.23959223606,4.62317305235,1.29854559094,2.71507541781,1.25193242918,2
1.06610448205,4.0462711039,1.0479017608,1.86657324873,0.634608016836,2
1.13595813029,3.8828601968,0.997006741336,1.64360339389,0.463712884923,2
1.34699347327,3.85372558972,1.01767326846,1.64263986384,0.47218766146,2
1.7158548782,3.67918058146,1.03361610227,1.73551920845,0.667171488733,2
2.38330050354,3.26258391217,1.05140635585,1.9419582786,1.23429977759,2
2.40127893439,1.87746602031,0.794488313667,1.55953487855,1.54091189488,2
2.99618806834,1.93730929582,1.03262009891,1.73749712743,1.98702274458,2
3.02809818184,2.14784081434,1.16674460032,1.74318411291,1.88587397444,2
2.83876539932,2.11206135907,1.2000113346,1.86028815619,1.65358355448,2
2.87379959542,1.55162787793,1.17734324384,1.98731318185,1.35649958152,2
3.20773369562,0.994782599582,1.32649958587,2.13030318834,1.09647812737,2
3.38551360402,0.83839851959,1.72363526384,2.32252843183,0.930565290021,2
3.54246608092,1.37105185888,2.85108439259,2.98636610938,0.962837461277,2
2.56015536325,1.93063597487,3.571315081,3.00845422108,0.822733577205,2
1.38076809904,1.98253989358,3.2648726149,2.40635405254,0.604101042991,2
0.874230697087,1.84761331023,2.71508153597,2.00012109487,0.509932851307,2
0.983016499151,1.87270982835,2.32943445061,2.04675416637,0.57995178867,2
1.80439693769,2.56320522014,2.37248256343,2.67733688105,0.866041713155,2
2.32100848477,3.07580464279,2.06193946473,2.5683901773,0.935105618853,2
2.3760159535,3.52742884285,1.84198370666,2.21492875061,0.928033767845,2
2.13715366577,3.79022951102,1.62530045575,1.9407064515,0.985691924696,2
1.44712954002,3.12919721546,1.21323524034,1.61046408418,1.00488186563,2
0.893973731575,2.39959757923,1.01613304175,1.69034996083,1.20274711382,2
0.735409588877,2.13466956635,1.49778076233,2.64427260105,1.94929358058,2
1.264105431,2.77262141297,3.63742174056,5.57114646485,4.0643796265,2
1.62759843952,2.43030307693,4.38452310146,5.91269423571,4.47559867865,2
1.77263706747,2.49191557655,4.00698039152,5.48656021774,4.37787875812,2
1.80253984291,2.53438624913,2.97829228813,4.86113537625,3.87275316171,2
2.68532212072,2.60005232743,2.89408121879,5.31802741341,3.96728503237,2
3.3014243128,1.87766736238,2.88010813609,4.87793444091,3.42915985797,2
4.12154736744,1.73630815191,3.42759279746,5.66165640391,3.81883625179,2
3.54679760058,1.57961551766,2.99558773021,5.62526168701,3.5002120032,2
3.18751113287,1.96275373181,2.80388654935,6.36031288549,3.44101791518,2
3.43543878569,2.96844181969,3.14081208819,7.67168111298,3.59721696976,2
2.97979542903,3.06561101926,2.80144318664,6.19001040629,2.7184700292,2
2.86703010926,3.01356691228,2.70170020978,4.9344922405,2.28907824525,2
3.00221221669,2.99918909637,2.77899526414,4.14811139905,2.19399039188,2
3.07678325416,3.04219874744,2.90954867172,3.57085587508,2.18168340054,2
3.03862738598,3.11163765964,2.96591983162,3.08115351252,2.20432398272,2
3.04247682418,3.13247360776,2.77874191575,2.72555240113,2.30937956477,2
2.79124801111,2.68365795061,2.24137776243,2.36266794119,2.2535376317,2
2.66798775622,2.11254746154,2.04645181462,2.58975436619,2.29208083575,2
2.32406488093,1.44562619972,2.33644868204,3.44184451813,2.28843112278,2
2.4232663888,1.37824071319,3.19619019571,5.25134285644,2.7006070883,2
3.07639782316,2.19900727901,4.22869798418,7.58623622058,3.51173660154,2
3.28920398409,2.90007593575,3.73497349584,7.49365316775,3.45488322439,2
3.18687598311,3.14929840154,2.88971726629,6.48090324308,3.1992886712,2
2.14377941064,2.51518402759,1.70820799178,4.2959605257,2.3935316553,2
1.84276530309,2.90681707171,1.6644871002,3.89976739101,2.53529893414,2
1.64108707037,3.67370369877,1.47775171799,2.70860850048,2.01528686525,2
1.84211568437,3.96485663987,1.01347575638,1.1930533157,0.976153615291,2
2.07465995682,3.6361828613,0.684210304323,0.531890497237,0.447715320909,2
2.13242544969,3.20062158966,0.48852492093,0.316553384725,0.259036047547,2
2.13593943775,2.88857108105,0.410872557511,0.297785580696,0.207817839059,2
2.38192338528,3.09341035744,0.731948504866,0.578587386271,0.263909239564,2
2.9657695828,3.86816962551,2.18070716243,1.45829997285,0.427226236298,2
2.73967634896,3.20885818609,2.93826438865,1.67999404397,0.394340935389,2
3.0667250502,2.93967664602,3.16794903998,1.62831708479,0.365052858392,2
3.58544062825,2.76272916304,3.1492239636,1.49302246908,0.367496642319,2
4.25544833696,2.57277937545,3.15037870019,1.36490458029,0.442399324222,2
4.29814098983,2.02774679017,3.04288275789,1.19287001974,0.627971906359,2
3.26473796732,1.29959269065,3.1903579744,1.23859447602,1.01692374164,2
2.12164635827,1.11739276191,4.08743398201,2.05377131601,1.82389365355,2
2.00407259954,1.70811259925,5.01578647023,4.02479162744,3.31273496363,2
2.82583014575,2.24938389027,3.7385269562,5.53647118429,3.95859808176,2
3.60898598319,2.20422812536,2.18980346713,5.2202007026,3.23219969401,2
3.65787661412,1.88332979779,1.52439890449,4.49972532765,2.36848584637,2
4.29202551864,2.00145859005,1.56254801078,6.03097881406,2.43429087041,2
3.25353792004,1.48829968163,1.14808582956,6.98044713458,2.12042350324,2
2.15139499956,1.01995701339,0.74308606817,7.59595447533,2.03213234716,2
2.08313034358,0.956812074524,0.640439268269,9.12019234949,2.64006119653,2
2.48813547165,1.14551522806,0.619114243116,7.90411825573,2.87468162951,2
2.45984331477,1.22236224265,0.402526079744,2.93128307158,1.44911936829,2
2.25150369497,2.03061444434,0.642451684407,0.83592457662,0.497741727749,2
2.41569579212,2.81180051817,1.10693260613,0.422146491303,0.206758731545,2
2.43811639963,3.28364134011,1.34546319219,0.305011739813,0.103491861002,2
2.46747974694,3.25017393275,1.30996680926,0.238567298203,0.0677095896427,2
2.70228762641,3.2462854463,1.26064543044,0.21012430513,0.059011213045,2
3.09499824846,3.27406311108,1.21380127743,0.203048232978,0.0649464346612,2
3.65811552192,3.3023263174,1.17360827363,0.22855022907,0.0943942784214,2
3.96786867898,3.03601418472,1.04118502939,0.321127498444,0.182169928918,2
3.11093962435,1.98137382379,0.829594558395,0.515958479369,0.371411791409,2
1.91236751333,1.29118116544,0.662087213637,0.474557342003,0.379676767084,2
2.05922916137,1.40650120363,0.658118035599,0.300382239848,0.244238974483,2
1.957339584,1.32822225188,0.666230028274,0.216101250154,0.136004764304,2
1.99246489286,1.35340842807,0.786410046044,0.203081135679,0.0899201752324,2
2.27608107928,1.52503171242,0.933776799228,0.208483994269,0.0718423321099,2
2.77807425956,1.76287083052,1.05771282299,0.219832559402,0.0676811463754,2
3.55118623112,2.0232254548,1.14666659926,0.24277007621,0.0774197033347,2
4.52415738096,2.15739868283,1.12761053117,0.300905152304,0.112715322256,2
4.87095735237,1.77555771849,0.879021255784,0.456512622367,0.1975099701,2
3.98275136604,1.33968345123,0.765540091754,0.889355453896,0.368717339492,2
3.55252310805,2.0506874062,2.18739096741,2.04827364259,0.697829641814,2
2.35839034813,2.03000644668,3.13364862611,1.88611820543,0.631321503928,2
2.35562155109,2.26699031314,3.64959251701,1.87207601528,0.909707272156,2
