lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,delta,theta,meditation,attention
3906,2820,1897,11091,3719,7169,253768,53332,20,57
29515,8738,14883,6192,7411,3534,43773,123937,29,54
8217,7605,11366,8290,3654,1573,24634,26318,54,54
1701,5387,17968,15799,7519,2609,803258,179527,27,54
20068,3521,10679,7142,2485,3084,26509,20528,35,56
11199,26558,20364,12599,3160,3151,358267,24830,57,60
5408,3049,3771,1168,1144,409,360050,14814,56,48
12118,9779,3512,12028,12139,2737,36004,14442,67,74
6094,11295,13287,14352,9008,6313,211275,63549,70,84
30420,19362,18647,21073,16048,7931,862860,100671,63,78
