delta,theta,alpha,beta,gama,Raw Data,Color
-3913.48506864,8.06965765841,-2.36573993274,-4.88380696399,-45.8651017119,-145,red
-4171.51724378,5.93264928498,-8.58691657992,1.67026865024,-30.0612849008,374,red
-4443.48926071,3.77576429485,-14.0242470807,6.33064468317,13.0226851277,-162,red
-4730.00744844,1.63045497369,-18.3559999112,9.27697662534,39.3153336285,137,red
-5031.69683544,-0.471301519134,-21.3544156585,11.0327113771,26.3430558041,170,red
-5349.20114306,-2.49725035072,-22.8999571547,11.7851235524,-6.16119592174,-249,red
-5683.18276587,-4.41526033317,-22.986065519,11.1781879677,-23.5949709893,277,red
-6034.3227559,-6.19389619914,-21.714177622,8.66923345429,-14.9745428279,-173,red
-6403.32082334,-7.80315919427,-19.2795834098,4.17417275709,1.65429341408,-4,red
-6790.89535384,-9.21536633746,-15.9494333427,-1.45075131253,6.55483337572,260,red
-7197.78343161,-10.4061142662,-12.0349013545,-6.47041521479,0.63471840469,-235,red
-7624.74084865,-11.3552560946,-7.86012639616,-8.95503283792,-1.9756317668,299,red
-8072.54208355,-12.0478190689,-3.73109315703,-7.80725825353,4.18271295847,-53,red
-8541.98024439,-12.4748034371,0.0921092325197,-3.59066801405,9.66269167456,-52,red
-9033.86697629,-12.6338138591,3.41645564433,1.40659091501,5.06299268282,352,red
-9549.03233327,-12.5294813319,6.12816060757,4.1079952318,-5.47109162628,-198,red
-10088.3246074,-12.1736364423,8.19462720707,2.25403272615,-10.2082200328,277,red
-10652.6101071,-11.5852058634,9.65622384562,-4.15590482356,-5.57842595013,70,red
-11242.7728848,-10.7898254093,10.6091515105,-12.475202513,0.373976582875,-76,red
-11859.7144152,-9.81917969198,11.181810133,-18.4297968266,0.734130594061,417,red
-12504.3532255,-8.71008885001,11.5079969872,-18.1119789689,-0.37031869218,-155,red
-13177.6244717,-7.50337082569,11.7007727587,-9.96338686971,4.64733414292,154,red
-13880.4794624,-6.24252307158,11.8307163093,4.2309980933,12.6726299193,151,red
-14613.8851396,-4.97228668154,11.9116238677,19.8292914575,10.9818514826,-200,red
-15378.8235267,-3.73715873369,11.8958015657,31.1420181634,-5.03465111383,347,red
-16176.2911395,-2.57990885966,11.6799808923,33.8105435811,-21.3591105629,-88,red
-17007.2983476,-1.54014331494,11.1215541063,26.6934003077,-19.2860026527,52,red
-17872.8686653,-0.65295267608,10.0633550797,12.3619854945,1.41203487311,249,red
-18774.0379585,0.0523170342401,8.36377087156,-4.07585182116,20.0384886874,-170,red
-19711.853556,0.553130341656,5.92797041384,-17.2590838852,18.3749480388,374,red
-20687.3732495,0.834633534606,2.73566855734,-23.818369671,1.45485630973,18,red
-21701.6641665,0.890305215903,-1.13893111606,-23.5016398224,-10.3293398752,-26,red
-22755.801506,0.722358099453,-5.51862655526,-18.7487229349,-7.05355218633,325,red
-23850.8671417,0.341857121571,-10.1285012277,-13.0912318509,0.602069952015,-162,red
-24987.9480984,-0.23147260507,-14.6155266161,-9.2412185551,-0.987954041468,251,red
-26168.1348967,-0.96975455137,-18.580910144,-7.78354879424,-8.39812346185,103,red
-27392.5197619,-1.83777695842,-21.6217419939,-7.07667049635,-6.74793139238,-110,red
-28662.1946877,-2.7940952456,-23.3770919945,-4.38661975249,7.40582287167,348,red
-29978.2493564,-3.7923911535,-23.5729510688,2.32748634057,18.5511286406,-180,red
-31341.7689094,-4.78304885154,-22.0603307378,12.9128866361,11.6147127294,137,red
-32753.8315689,-5.71489710257,-18.8414604315,24.6279429855,-7.49678905224,172,red
-34215.5061058,-6.53705766179,-14.0803176868,33.1181365052,-18.1134143146,-209,red
-35727.8491465,-7.20083007645,-8.09549296284,34.3377339346,-9.98431590024,328,red
-37291.9023126,-7.66154049105,-1.33550705325,26.4871140064,5.08478251905,-185,red
-38908.6891903,-7.88028616353,5.66112434821,11.0086539322,9.33300572096,6,red
-40579.2121292,-7.82551201456,12.3169003626,-7.83632375055,1.18900154996,232,red
-42304.4488685,-7.47435900023,18.0718954717,-24.5841108255,-4.84259392262,-282,red
-44085.3489809,-6.81372453558,22.4397102181,-34.6035178643,1.03343673684,226,red
-45922.8301275,-5.84098682355,25.0566231715,-35.6803420983,10.3500696108,-133,red
-47817.7741226,-4.56436609868,25.7183765391,-28.5786451842,7.76222298758,-98,red
-49771.0228112,-3.00290899172,24.4004308684,-16.4447582514,-7.46913527063,259,red
-51783.3737492,-1.18608892239,21.2594926488,-3.37504830322,-18.3194688191,-291,red
-53855.5756741,0.846976380553,16.6162957826,7.19812085312,-10.5000019144,169,red
-55988.323758,3.04866848121,10.9216209751,13.5788773063,8.83053261061,-108,red
-58182.2546444,5.36432312286,4.70922275691,15.9165421871,18.5236843777,-212,red
-60437.9412795,7.73393046394,-1.45925281933,15.4881415943,8.76963296617,265,red
-62755.8875334,10.0940141138,-7.05128904064,13.7231747374,-7.37441951947,-299,red
-65136.5225984,12.3796296298,-11.61607031,11.5529689464,-10.9922695951,40,red
-67580.1951472,14.5264192177,-14.826834678,9.2886466634,-1.07607745088,-19,red
-70087.1672456,16.4726446838,-16.5086655191,6.83769572896,5.76491192825,-275,red
-72657.6080159,18.1611206573,-16.6491206516,3.99696965315,-0.823094390917,267,red
-75291.5870313,19.5409857189,-15.3909518642,0.688834661184,-9.93712198337,-225,red
1.27907588702e-07,1.27907588702e-07,1.33284929915e-06,0.000317084811384,0.00103973514052,11,red
3.63755028476e-06,3.62323565977e-06,3.71400547262e-05,0.00824016955432,0.023505042076,185,red
3.06674954537e-05,3.02336412606e-05,0.000296832353553,0.0538513544154,0.0872370192602,-251,red
0.000147034319924,0.000142804537589,0.00131978949354,0.176861427787,0.0392055225043,272,red
0.00049986274872,0.000475907459224,0.00406606960207,0.348277411477,-0.369301126609,-99,red
0.00134994976393,0.00125319794174,0.00970538436044,0.403436232393,-0.747310533998,-131,red
0.00309367716198,0.00278423585076,0.01910466988,0.100323411466,-0.027261650676,179,red
0.0062623457457,0.00542857777073,0.0320540129678,-0.702642594757,1.74357583752,-307,red
0.0114901939273,0.00952161910898,0.0464273555471,-1.84665486454,2.3846392586,199,red
0.0194569423018,0.0152751057468,0.0576944271357,-2.77336093357,0.0308495862353,26,red
0.0308240957797,0.022681142496,0.0592574513521,-2.64867185058,-3.69084785221,-145,red
0.0461878423657,0.0314517103839,0.043868340392,-0.764544886163,-4.71866801009,333,red
0.0660610563455,0.0410118027722,0.0059241474467,2.88730260421,-1.28503293677,-195,red
0.09088676185,0.0505489941742,-0.0559537021863,7.20045719379,3.83789266096,162,red
0.121080701719,0.0591123892321,-0.136820964145,10.0936020128,6.43813057684,188,red
0.157097606632,0.0657465434277,-0.224518878543,9.34851287907,4.86669866871,-184,red
0.199516004187,0.0696433051977,-0.300464197333,3.84923095512,0.306202319793,321,red
0.249131309887,0.0702880430136,-0.342286835534,-5.44451864838,-5.26268125832,-167,red
0.307040501983,0.0675709719931,-0.328115894786,-15.4407686478,-9.39164154042,42,red
0.374703415051,0.0618393634497,-0.241857011351,-21.9680997173,-8.42802175663,215,red
0.453973012544,0.0538791715143,-0.0784001603298,-21.5282291842,-0.0414678420508,-261,red
0.547096722385,0.0448305651602,0.152508185089,-12.9465737059,11.727007259,307,red
0.656693994175,0.0360504347738,0.4248423313,1.84466692756,16.5733280385,-102,red
0.785713672096,0.0289375133342,0.697990610022,18.2708216356,7.28941505133,-76,red
0.937373510336,0.0247372454325,0.921640754421,30.683905272,-10.2750102876,259,red
1.11508102149,0.0243418295403,1.0432879135,34.4345217109,-20.1294680762,-281,red
1.32233720842,0.0281036413251,1.01729665488,27.6523739322,-11.972395764,198,red
1.56262759139,0.0356822667335,0.814111954849,12.042223446,6.82390389041,-34,red
1.83930380344,0.0459419061363,0.428046978073,-7.64267104608,17.8595566696,-145,red
2.15546146924,0.0569148625518,-0.117796294461,-25.261165472,11.0775365802,329,red
2.51382453802,0.0658466055497,-0.770535263005,-35.4347624777,-4.71720058581,-197,red
2.91665095372,0.0693365810759,-1.45095091944,-35.3633231874,-12.3570159426,147,red
3.3656704214,0.0635773290934,-2.06132602127,-25.66348199,-5.62371753018,89,red
3.86205133088,0.044672846128,-2.49713796281,-9.99778738684,5.12014682275,-180,red
4.40638865921,0.00900558521901,-2.66145034523,6.33802032725,6.89465261837,388,red
4.99871023393,-0.0463767352979,-2.48019976491,18.3708417993,-0.323576258575,-167,red
5.63850507073,-0.123378779933,-1.91615866325,23.2219106572,-5.60091565842,34,red
6.32477082403,-0.222511070667,-0.979414416463,20.9585686435,-2.57862321402,138,red
7.05606203785,-0.342624340634,0.267343243481,14.153629315,2.88455340539,-246,red
7.8305218823,-0.480763489872,1.70994945334,6.44522043172,2.71344350952,266,red
8.64589420797,-0.632157316924,3.19097331865,0.882319904869,-1.18673020793,-113,red
9.49952298878,-0.790340712767,4.5248593526,-1.17788505649,-0.791869815432,-99,red
10.3883453462,-0.947398491582,5.51879414226,-0.274454177357,4.20664119992,181,red
11.3088754588,-1.09432169662,5.99701775291,1.72636273195,4.43872805452,-280,red
12.2571771036,-1.22146003903,5.82560455849,2.61754375617,-4.4905954716,218,red
13.2288325322,-1.31903832573,4.93451829657,0.865279923468,-12.2298086189,8,red
14.218923455,-1.37769310821,3.33388998169,-3.70626121726,-5.89200461704,-139,red
15.2220391809,-1.38898624904,1.12190130556,-9.82205909512,10.4158488339,282,red
16.232314593,-1.34586723334,-1.51764595342,-15.318442596,17.1944726593,-248,red
17.2434912741,-1.24306951051,-4.32888397646,-18.105448681,3.92683865419,154,red
18.2489947766,-1.07743054725,-7.00790292221,-17.040889108,-15.0405075873,118,red
19.2420246266,-0.84812551769,-9.23505537502,-12.286904985,-16.5043552739,-229,red
20.2156573499,-0.55680473939,-10.7120258757,-5.0405100162,2.04033721387,325,red
21.1629584425,-0.207633511176,-11.1993276674,3.09357981614,17.7374220405,-213,red
22.0770943474,0.192758311276,-10.5495918051,10.6779730117,10.5702114235,-5,red
22.9514342258,0.635405587923,-8.73225184327,16.7001906665,-10.7046139529,146,red
23.7796298164,1.10920146952,-5.84604405748,20.5090787115,-18.8131419491,-328,red
24.5556667478,1.60114542612,-2.11698602236,21.6456227194,-2.34407434443,221,red
25.2738866823,2.09664205224,2.11888534396,19.7966102024,19.1424005146,-166,red
25.9289843521,2.57985154416,6.44689843944,14.9377603444,18.7387123622,-54,red
26.5159914305,3.03409966337,10.416360363,7.55782828666,-4.57448699774,280,red
27.0302648858,3.44235805938,13.5899521876,-1.23962830306,-24.1946324612,-279,red
27.467497064,3.78780069226,15.5943102542,-9.91505343135,-17.5594952031,197,red
27.8237508924,4.05442188349,16.165577876,-16.9576121384,7.57882035357,-85,red
28.0955054306,4.22767744951,15.1838974209,-21.4224540089,23.3714414063,-197,red
28.2796932683,4.29510361572,12.6920439648,-23.1758025445,14.6932539774,266,red
28.3737200301,4.24687750458,8.89546167644,-22.6185762895,-5.61166581076,-258,red
28.3754713265,4.07630063796,4.14344905582,-20.0414543294,-15.2490191419,136,red
28.2833194418,3.78019675246,-1.10638595296,-15.1283044588,-8.96399424827,-11,red
28.096132949,3.35920849254,-6.33639162825,-7.13278096973,-0.232190633269,-261,red
27.8132824018,2.8179703761,-11.0244486495,4.22961588242,0.421251773021,306,red
27.4346362616,2.16514086696,-14.7005421164,17.7597046114,-0.766549199413,-184,red
26.9605548508,1.41329566352,-16.9977283155,30.4574860446,6.70412189459,50,red
26.39189669,0.578695933557,-17.6915278309,38.3348196499,17.5422869438,112,red
25.7300386749,-0.319064100575,-16.7233632758,38.022550495,13.5648005622,-244,red
24.9769012567,-1.25753255514,-14.2056754097,28.3592191354,-10.4940911577,322,red
24.134973962,-2.21199182657,-10.4084013961,11.1913950193,-32.5832894404,-84,red
23.2073464142,-3.15614591514,-5.72848474939,-8.99703942543,-24.8776475421,-69,red
22.1977483611,-4.06287976374,-0.646002731277,-26.5390187677,10.7149721658,214,red
21.1105875522,-4.90507901281,4.32789137034,-36.6026274347,38.7543288822,-196,red
19.9509741499,-5.65649528655,8.70523877358,-36.923276182,28.6345947408,315,red
18.7247365049,-6.29262220264,12.0718952972,-28.4529287204,-8.95587971142,7,red
17.4384407153,-6.79153773081,14.1292479801,-14.6899843307,-33.5908644588,-115,red
16.0994149462,-7.13468071355,14.722696811,-0.149829406731,-22.0741851571,315,red
14.715762408,-7.30754851937,13.8539155602,11.2382107271,6.9525714798,-249,red
13.2963466789,-7.30030441796,11.6758102131,17.218869379,19.7300865647,162,red
11.8507426883,-7.10827444695,8.4712080928,17.5753022233,8.55649299476,104,red
10.3891535827,-6.73230810724,4.61819697132,13.8292493999,-4.89464696743,-178,red
8.92230133214,-6.17897254778,0.546500668684,8.47868425382,-3.11455697715,347,red
7.46130074416,-5.46055333989,-3.30991223283,4.01775395866,5.10825404601,-200,red
6.01752258239,-4.59484637105,-6.55868274253,2.01215185221,1.84490331376,69,red
4.60244560882,-3.60474008949,-8.88857528801,2.53053325562,-11.191399599,157,red
3.22749255238,-2.51760121915,-10.0988104453,4.18191748089,-13.9125326826,-265,red
1.90384861166,-1.36448181116,-10.1155837572,4.8293233063,2.85582152705,281,red
0.642264742371,-0.179169550942,-8.99456455133,2.72448752389,21.2745066189,-197,red
-0.547152129032,1.0028895403,-6.90970453601,-2.47246757295,17.1679128868,-60,red
-1.65515906689,2.1457614596,-4.13010770671,-9.32782779718,-8.25322753107,273,red
-2.67359944854,3.21425298958,-0.987844202394,-15.1525070641,-27.0204448848,-251,red
-3.59560789417,4.17517204418,2.15968538628,-17.1773534716,-16.7878864754,296,red
-4.41577607934,4.99859041278,4.96875475688,-13.8651685364,12.0672610127,-27,red
-5.13027018578,5.65906293254,7.14540489942,-5.79234024845,27.7773376596,-61,red
-5.73690129792,6.13674411301,8.47468009511,4.3391269965,13.8189062802,358,red
-6.23515371813,6.41834042636,8.83995766479,12.6808230119,-12.7266891499,-180,red
-6.62617268955,6.4978445397,8.23064628618,15.8836796563,-22.3363095735,258,red
-6.91271324351,6.37700522154,6.73795911742,12.6788703736,-7.46069679762,68,red
-1.96512568096e-06,-1.96512568096e-06,-2.04774119596e-05,-0.00487157573854,-0.0159741126134,-169,red
-1.80454382365e-05,-1.78255135434e-05,-0.000176292193178,-0.0327916546146,-0.0535245817711,412,red
-7.82473433275e-05,-7.58166465163e-05,-0.000692302204374,-0.0832857149483,0.0597101334689,-170,red
-0.000212859900073,-0.000199765267245,-0.00159675011617,-0.052456001138,0.478548636311,77,red
-0.000396484583791,-0.000350465956556,-0.00211567976771,0.251715472971,0.465701675463,140,red
-0.000471558827032,-0.000353462402746,-0.000251984088552,0.865136580664,-1.1262868504,-196,red
-7.48615113002e-05,0.0001554247471,0.00699812861359,1.40299094303,-2.97083376468,338,red
0.00142578074157,0.00175358520283,0.0227503852743,1.15227368384,-0.994411414238,-91,red
0.00498973368065,0.00522621451722,0.0489614311031,-0.393217448487,5.44514338413,5,red
0.0119595062565,0.0115341844673,0.0851574930106,-2.93577460393,8.77512587807,217,red
0.0241057362685,0.0217480107843,0.127431937016,-5.25441729994,0.7095567533,-221,red
0.0436514756968,0.0369425926675,0.167962039323,-5.76270634027,-13.833603725,295,red
0.0732753227978,0.0580602891988,0.19534065229,-3.43286253477,-17.11995586,24,red
0.116102041266,0.0857619738682,0.195962866132,1.48215572649,0.546754052275,-65,red
0.17569035923,0.120287931011,0.156465140771,7.35736566114,23.7169886101,296,red
0.256016430356,0.161338503667,0.0668120050907,11.7797876643,24.9009697537,-251,red
0.361442528748,0.207974231665,-0.0766515246037,12.5365654245,-2.28242026596,183,red
0.496660791591,0.258534764356,-0.268881043933,8.60312820578,-30.632440902,67,red
0.66660814067,0.310581958857,-0.49506192387,0.7386615891,-27.8874247463,-217,red
0.87635662858,0.360880229033,-0.731023740982,-8.58398860144,4.76554636526,305,red
1.13098333098,0.405425440524,-0.945178331835,-15.9856742995,31.6956130831,-262,red
1.43542213879,0.439529189981,-1.10183485725,-18.487150617,23.3974462223,49,red
1.79430115011,0.457963305608,-1.16553664461,-14.7865070344,-9.05910388946,162,red
2.21177209827,0.455168202008,-1.1058858117,-5.91718467428,-27.6328569732,-285,red
2.69134416082,0.425530046144,-0.902184866758,5.07012683144,-12.609831493,244,red
3.235731358,0.363722981591,-0.547291564117,14.2848557865,15.208289676,-190,red
3.84671405012,0.265098166709,-0.0502714743094,18.5060885955,21.4129767669,-40,red
4.52501532315,0.126097033002,0.56247168528,16.4004025061,0.0128470781062,234,red
5.27019973032,-0.0553303827663,1.24785996322,8.99160898106,-20.8544194497,-263,red
6.08060870012,-0.279316732135,1.94876870743,-0.773440937356,-15.0315533856,267,red
6.95334361271,-0.543698419997,2.59851249828,-9.20741611548,9.57738485634,-49,red
7.88429733471,-0.843698072603,3.12674101614,-13.3704803055,22.2166020945,-93,red
8.8682287285,-1.17170541605,3.46608283708,-12.2392493661,8.18157631953,291,red
9.89887048316,-1.5171940072,3.55879496779,-7.02649547929,-13.9693840755,-274,red
10.9690603864,-1.86680470476,3.36274482918,-0.490663465693,-17.1822385838,176,red
12.0708856636,-2.20461786826,2.85618613133,4.43127803346,0.262943064626,2,red
13.1958285167,-2.51262632158,2.0409494268,5.98983572954,14.4490660365,-195,red
14.3349057512,-2.77140342316,0.943901738196,4.33534815528,7.60530467394,330,red
15.4788024172,-2.96094047041,-0.383263945967,1.26518584966,-9.73525618851,-190,red
16.618007214,-3.06160818583,-1.86572373438,-0.829511457517,-13.6781102238,90,red
17.7429566847,-3.05518903248,-3.40858155218,-0.294559449668,1.65682626563,81,red
18.8441819079,-2.92593494603,-4.90139683673,2.80905548101,16.8322998422,-218,red
19.9124453936,-2.66160755665,-6.224336757,6.60053690083,12.4123853178,313,red
20.9388634562,-2.25444840437,-7.25589402204,8.30682627591,-6.36983588007,-124,red
21.9150201591,-1.70201639373,-7.88181430677,5.82797292816,-17.0398747293,-29,red
22.8330780885,-1.00783493035,-8.00472369199,-0.90804766138,-8.68625519706,194,red
23.6858790298,-0.181811170903,-7.55391747842,-9.62936909631,5.73828004003,-245,red
24.4670265945,0.759599701715,-6.49458106592,-16.6701417978,8.58215951765,300,red
25.1709533885,1.79351223755,-4.83542471136,-18.6738447375,0.821232272712,-25,red
25.7929832939,2.89103310734,-2.63359168847,-14.1701204322,-2.17518574991,-54,red
26.3293971611,4.01799384639,0.00412818402051,-4.29377147401,5.05980022939,269,red
26.7774975637,5.13597134979,2.92432226586,7.61264979954,9.2957167416,-254,red
27.135660791,6.20355149269,5.93434232478,17.3037287786,-1.36599578077,213,red
27.4033668437,7.17778196828,8.81386311232,21.3161703326,-17.1250240301,96,red
27.5812073787,8.01576056183,11.330144228,18.3719778174,-16.5421502464,-140,red
27.6708813634,8.67630798015,13.2562061597,9.91676190825,4.19476072153,368,red
27.6751870733,9.12166764429,14.3906547658,-0.498342207247,22.5845253082,-93,red
27.598017128,9.31916914076,14.5774665216,-8.77390326155,16.2693675622,244,red
27.4443664692,9.24279376404,13.7238261412,-12.0550807042,-7.99354961589,272,red
27.2203608015,8.87457884416,11.8140121377,-9.92932467849,-21.3321176922,-108,red
26.933303589,8.20579126528,8.91740171754,-4.48738808898,-8.39006819068,397,red
26.5917252603,7.23779282806,5.18899231941,0.756241517817,13.6065861489,-116,red
26.2054087216,5.98252214463,0.861533593872,2.58740353159,16.9013991061,28,red
25.7853657036,4.46253511408,-3.77060336373,-0.301787294673,-1.89453171666,289,red
25.3437481158,2.710576903,-8.37451332314,-6.54549523849,-18.4279120412,-196,red
24.8936993329,0.76870232864,-12.606370921,-12.5519281143,-12.0081529182,340,red
24.4491637633,-1.31300337994,-16.140494895,-14.075540667,8.77929687732,-40,red
24.0246693372,-3.47803756383,-18.6967947972,-8.34955658929,17.9852977006,-56,red
23.6350889604,-5.66535616792,-20.0639732861,4.15953780492,5.4145986353,365,red
23.2953841784,-7.8114351706,-20.1164873243,19.3400326304,-11.3407766849,-189,red
23.0203428967,-9.85242497029,-18.8239331151,30.8357505788,-10.4598478433,275,red
22.824327214,-11.7262995636,-16.2523306847,32.8048777001,5.59528057282,73,red
22.7210387216,-13.3749145128,-12.5577264572,22.7530693646,13.2790185467,-108,red
22.723301123,-14.7459022279,-7.97329252134,3.02100305148,-0.684478786986,374,red
22.8428584388,-15.7943439437,-2.79154459951,-19.8562332442,-19.9514714465,-151,red
23.090191301,-16.4841643628,2.65657286808,-37.6674335165,-17.5043824595,129,red
23.4743537451,-16.7892073966,8.02400953224,-43.8156886776,9.224661377,113,red
24.0028242798,-16.6939734088,12.9697036923,-35.970492038,31.5681885156,-164,red
24.6813653211,-16.1940108431,17.1791380348,-16.945501814,22.2510087302,377,red
25.5138966149,-15.2959554294,20.3825318545,6.56312910103,-11.1756607762,-104,red
26.5023979476,-14.0172123585,22.3702159231,26.7610673701,-33.6738312911,40,red
27.6468501978,-12.3852956143,23.0047861759,37.7366209851,-22.7963763138,193,red
28.9452066219,-10.4368678412,22.2294941358,37.3140184745,7.00135695099,-198,red
30.3933832026,-8.21653626415,20.0723920777,27.190489924,24.0863664528,296,red
31.9852667153,-5.77545600996,16.6459914157,11.666767129,16.4451187097,-51,red
33.7127456435,-3.16978902987,12.1423839976,-4.22070365798,-0.0201436268963,-81,red
35.5657656862,-0.459072018896,6.82385128688,-16.3723607928,-6.97455033233,275,red
37.5324036341,2.29544536126,1.0090625333,-22.6157581171,-5.31837950137,-213,red
39.5989570397,5.0324369807,-4.94473797762,-22.8526902105,-6.19743177314,272,red
41.7500575031,7.69207147719,-10.6627404159,-18.5034679505,-9.80606340243,131,red
43.9688205586,10.2174884362,-15.7756391958,-11.6277234537,-5.22104314416,-68,red
46.2370428503,12.5561520757,-19.9434462046,-4.15980172288,9.56124658061,376,red
48.5354439522,14.6610460952,-22.8787159395,2.45268924849,19.2734256726,-153,red
50.8439374061,16.4916662015,-24.3678240184,7.22994715753,9.95499792547,186,red
53.1419116827,18.0147710154,-24.2888122958,9.54078428164,-10.2693534526,197,red
55.4085046553,19.2048654105,-22.6241848907,9.15469266945,-18.6877686711,-163,red
57.6228630541,20.0444101858,-19.467028896,6.48797524894,-6.23246857141,388,red
59.7643818539,20.5237673707,-15.0191291491,2.77235927552,10.5304178413,-98,red
61.8129197995,20.6409026417,-9.58032767839,-0.18122519072,10.4966874249,87,red
63.748988644,20.4008769929,-3.52916992063,-0.700302708344,-4.66337408883,279,red
65.5539119517,19.8151652537,2.70417158623,1.8385074968,-12.8366546694,-217,red
67.209950056,18.9008447797,8.6707912641,6.43553947421,-0.789515843829,278,red
68.7003852964,17.6796977926,13.939037396,10.6597569239,17.467454981,-100,red
70.0095574102,16.1772671026,18.1302893683,11.6468688178,17.4478551196,-55,red
71.1228435071,14.4219084499,20.9511033753,7.51567903719,-4.55187497757,289,red
72.0265876052,12.4438902396,22.2186128379,-1.46430071697,-25.1610407512,-250,red
72.7079952451,10.2745960511,21.8766849059,-12.5991202356,-21.0272441601,224,red
73.1550080873,7.94587510375,20.0010708172,-21.6888382351,3.72481073623,-7,red
73.3561644173,5.48956444043,16.7926548117,-24.8468536145,22.8296164725,-163,red
73.3004472681,2.93718893143,12.5590149618,-20.3675809912,18.5856962056,289,red
72.9771210588,0.319831245902,7.68572992983,-9.66081225397,0.132148747737,-235,red
72.3755607591,-2.33184497602,2.60005223367,3.29849932089,-11.096334919,60,red
71.4850769711,-4.98744674878,-2.26952756942,13.7660539263,-7.81360767352,-8,red
70.2947315083,-7.61662354069,-6.53383841833,18.3479265075,-1.79443823332,-260,red
68.7931379174,-10.1888098559,-9.87955500138,16.4045515628,-3.83548713462,313,red
66.9682553707,-12.6729766755,-12.097682967,10.1364380976,-7.85256222681,-172,red
64.8072011936,-15.0374124178,-13.1006414654,3.39504126456,-1.06520676631,68,red
62.2961074486,-17.2495532176,-12.9259158129,-0.226043399819,14.4105082439,163,red
59.4200286893,-19.2758997164,-11.7260740468,0.805928254711,20.1383167737,-218,red
56.162894872,-21.0820673598,-9.74666928123,5.12354444006,5.01881757206,324,red
52.5075018973,-22.6330116484,-7.29488628099,9.09689765624,-17.0138275929,-56,red
48.4355358236,-23.8934556942,-4.70268594683,8.75582455342,-21.458956292,-34,red
43.9276258389,-24.8285354598,-2.28869704104,2.0663731083,-3.72660259607,256,red
38.9634115393,-25.4046729178,-0.323196095076,-9.66770275764,14.1460436481,-236,red
33.5216078064,-25.5906730148,0.999992569188,-22.0782338168,11.1676082366,245,red
27.580057032,-25.3590161026,1.58186915776,-29.5956392629,-5.70793799823,24,red
21.1157649431,-24.6872939657,1.42536274184,-28.0142495332,-11.2731641491,-133,red
14.1049193294,-23.5597199837,0.630928128227,-16.5468178553,3.70981908844,293,red
-2.58140769926e-06,-2.58140769926e-06,-2.68993222192e-05,-0.00639934801157,-0.0209837455631,-222,red
-2.82187161621e-05,-2.79298210032e-05,-0.00027861741781,-0.0542658438888,-0.107004266836,153,red
-0.000151309115178,-0.000147610943465,-0.00138805309349,-0.202258656052,-0.101991642599,115,red
-0.000540344465188,-0.000516768399479,-0.00448944734352,-0.418020452384,0.442655389206,-188,red
-0.00147138837135,-0.00137031519418,-0.0107183409198,-0.438286396587,1.22351472067,313,red
-0.00330410784558,-0.00297263902673,-0.0202394990695,0.129710504094,0.349263494368,-172,red
-0.00642979723396,-0.00553535548762,-0.031288726041,1.4025197003,-3.00487754473,80,red
-0.011202825481,-0.00912278133409,-0.0397249021604,2.84096664428,-4.9495825738,211,red
-0.0178642238439,-0.0135632139204,-0.039406690034,3.32109751175,-0.0731954177279,-281,red
-0.0264645304661,-0.0183819554155,-0.0234608709436,1.76822913572,9.37534588325,258,red
-0.0367980288242,-0.0227751234126,0.0136871140924,-2.00196949028,11.7581353449,-136,red
-0.048362444977,-0.0256415602433,0.0738749843296,-6.80691635208,-0.692017339991,-59,red
-0.0603485571577,-0.025675260583,0.152998326987,-10.3625258589,-18.0858952251,260,red
-0.0716542423161,-0.0215054140019,0.239801740507,-10.2617136833,-19.8817107124,-274,red
-0.0809115363744,-0.0118611717445,0.31630335008,-5.24086538042,0.684035243485,242,red
-0.0865181500765,0.00426072475532,0.360094022352,3.87886540122,24.4068060236,-84,red
-0.0866743788515,0.0274377826428,0.348222828495,14.0981428271,25.1671813311,-180,red
-0.0794321249118,0.0576788681134,0.261963466783,21.1946076911,0.432441612954,290,red
-0.0627612717902,0.0943031325007,0.0915669089614,21.4588354076,-24.0507522985,-250,red
-0.0346268963419,0.135858167114,-0.159816636085,13.517997756,-23.0022239534,119,red
0.00693500737417,0.180098283344,-0.473750376459,-0.652396086929,-0.246714684525,2,red
0.0637456747391,0.224029645778,-0.816324168237,-16.2015940251,17.1065120861,-216,red
0.137411652845,0.264018005979,-1.14060344767,-27.3067997919,11.7120199218,304,red
0.229254163519,0.295955961772,-1.39166868494,-29.6446294991,-4.44506212867,-209,red
0.340249595412,0.315491232895,-1.5136749079,-22.2363544262,-7.80448292833,-3,red
0.470986819932,0.318308786952,-1.45806511209,-7.82994705308,5.07140362027,64,red
0.621631087251,0.300439424408,-1.19199907122,8.27139245323,13.2717945302,-312,red
0.791880370996,0.258561530777,-0.705912873947,20.3819129109,0.77377710644,224,red
0.980910787381,0.190274168413,-0.0189392172861,24.7045372362,-19.6085285851,-153,red
1.18732157873,0.0943355856796,0.819073080855,20.7689201439,-20.8560271257,-76,red
1.40909545636,-0.0291318201803,1.72982583198,11.4125754247,2.57073319805,171,red
1.64358161337,-0.178476884138,2.61327816161,1.28199372664,25.0138119096,-316,red
1.88750020533,-0.350410014192,3.35817379072,-5.4467831028,20.4704808613,169,red
2.13696378539,-0.539964686969,3.85514874148,-6.99259337796,-4.79568735353,-59,red
2.3875133785,-0.740541038127,4.01079679435,-4.56126435442,-20.2232789741,-146,red
2.63417325453,-0.944032165831,3.76094267688,-1.33514305781,-9.52849773496,252,red
