delta,theta,alpha,beta,gama,Raw Data,Color
2.50001196099e-06,2.50001196099e-06,2.60511453924e-05,0.00619756676796,0.0203220959283,215,blue
3.01914583758e-05,2.99116725236e-05,0.00029966082726,0.0596509921474,0.126899122126,98,blue
0.000179469780974,0.000175567862599,0.00167033335687,0.260121968502,0.230763529941,-140,blue
0.000711493082445,0.000684375972005,0.006089870323,0.66972882567,-0.227519924436,170,blue
0.0021540148876,0.0020273590568,0.0165770124215,1.08503774899,-1.45422155527,260,blue
0.00539785146004,0.00494548685519,0.0364424098308,0.972704773539,-1.56032325294,-129,blue
0.011800965947,0.0104702306819,0.068105663487,-0.166857323769,1.88219887182,402,blue
0.0233084699584,0.0199253056593,0.111875244454,-2.24533436427,6.29649674547,-93,blue
0.0425764738475,0.0348947112625,0.164854104095,-4.37174828057,4.00987515666,132,blue
0.0730825094025,0.0571395748412,0.220119352055,-5.23707321039,-6.95620171432,337,blue
0.119211697926,0.0884572699285,0.266434700843,-3.87207212824,-14.9690325028,-194,blue
0.186316642783,0.13049039325,0.288818058499,-0.281004174864,-6.15415932638,388,blue
0.280747833803,0.184496701299,0.270132435396,4.42529645654,14.8408652297,-24,blue
0.40984621196,0.251089926598,0.193612919186,8.45610763544,24.311791424,-33,blue
0.581890590703,0.32996598275,0.0460583297525,10.1127689088,6.79510652873,371,blue
0.805996483626,0.419635674747,-0.178715495017,8.54421109526,-22.0526892541,-177,blue
1.0919731926,0.517196674582,-0.476593194289,4.15656440462,-29.7594594104,263,blue
1.45015148941,0.618181690103,-0.830546026887,-1.51779203041,-5.40551788382,34,blue
1.89118624026,0.716507353159,-1.20934431646,-6.48342443314,25.0107014508,-119,blue
2.425832672,0.804536452621,-1.56824356092,-9.18175572736,27.8885880996,390,blue
3.06470015518,0.873264285436,-1.85200102099,-9.14592160404,1.6620438005,-163,blue
3.8179994437,0.912643985184,-2.00012535996,-7.04238373994,-22.2205934474,184,blue
4.69530148966,0.912058078397,-1.95392563783,-4.13274494793,-18.1377149357,165,blue
5.70531519357,0.860921605373,-1.66476100847,-1.55675892889,3.99496442754,-148,blue
6.85568652337,0.749386673411,-1.10266597572,0.145367769111,14.6715012713,406,blue
8.15282355613,0.569111705437,-0.264269773532,1.0944657192,3.5795338562,-86,blue
9.60175507211,0.314055072385,0.82121466746,1.79990311416,-9.75283399111,107,blue
11.2060278822,-0.0187541832179,2.08906552989,2.75799076944,-5.14954490988,283,blue
12.9676394614,-0.428526278758,3.44000162227,4.11869515442,10.3296495641,-189,blue
14.8870004473,-0.910159111319,4.74545348665,5.57593539863,13.1871834283,374,blue
16.9629236197,-1.4538751599,5.85718361965,6.53145833056,-3.18571247547,12,blue
19.1926383187,-2.04508550876,6.6207878967,6.43571662001,-18.5927325678,-9,blue
21.5718300365,-2.66450738222,6.89206711823,5.10554667927,-12.6159766827,337,blue
24.0946993198,-3.28855399553,6.55469039069,2.8199097019,8.2964920712,-170,blue
26.7540340094,-3.89000080087,5.53721845105,0.156775809766,19.0852504205,315,blue
29.5412955073,-4.43890989512,3.82747557879,-2.28766177168,8.01068022001,146,blue
32.4467242114,-4.90377503777,1.48235755627,-4.12141899688,-9.7891507857,-99,blue
35.4594669745,-5.25283920968,-1.36859567465,-5.23792571208,-13.2000565854,358,blue
38.5677170816,-5.45553859882,-4.52715834349,-5.78786860741,-1.39557826506,-181,blue
41.7588505396,-5.48402471975,-7.73849337122,-6.07170511947,8.2317405113,197,blue
45.0195494189,-5.31470183215,-10.7108758472,-6.33695604344,4.72178926921,200,blue
48.3359134058,-4.92970141709,-13.1414979962,-6.52526246131,-3.72894030923,-209,blue
51.693565399,-4.31820993426,-14.7459149987,-6.13919520075,-4.14445518964,327,blue
55.0777484106,-3.47757852297,-15.2882300624,-4.43113232826,2.40195257758,-209,blue
58.4734024585,-2.4141592922,-14.6089328244,-0.910116191034,4.18393541103,22,blue
61.8652136297,-1.14381903825,-12.6472837156,4.1403559987,-2.15747919323,235,blue
65.237638283,0.30791757065,-9.45539215192,9.52885725463,-5.96379261297,-276,blue
68.5749178309,1.90614072736,-5.20176448039,13.5754484884,0.937320553352,307,blue
71.8611001177,3.60727132769,-0.16320966855,14.8542841958,9.89088363081,-89,blue
75.0800757201,5.3602178625,5.29461818529,12.8082181899,5.88931170852,-33,blue
78.2156348054,7.10794732064,10.7464468342,7.91833094714,-9.80019113882,356,blue
81.2515504467,8.78942174726,15.7436840083,1.41925840801,-17.3861639209,-241,blue
84.1716952201,10.3418332373,19.8542895749,-5.20543352044,-3.4093433643,259,blue
86.9601897428,11.7030448699,22.7022137652,-10.6864544165,18.7834105,-22,blue
89.6015669528,12.8141175994,24.0022893928,-14.2367260601,22.2874865922,-188,blue
92.0809306421,13.6217919225,23.586985341,-15.5644806062,0.0235454441246,321,blue
94.384092537,14.0808004465,21.4224827135,-14.6705553357,-23.9781866217,-238,blue
96.497686903,14.1559101631,17.6129004035,-11.5775309961,-22.018057979,106,blue
98.4092699186,13.8236137425,12.3927764362,-6.23078691653,3.64105892808,53,blue
100.107404266,13.0733973005,6.10887319913,1.24379561013,23.0283945055,-238,blue
101.581725259,11.9085256932,-0.806815857713,10.042655904,14.8114666181,293,blue
102.822988923,10.3463106983,-7.87030971683,18.3632642703,-8.24824314661,-194,blue
103.823109275,8.41785559095,-14.5821732381,23.6661752475,-16.5895944854,22,blue
104.575192599,6.16729093413,-20.4643464446,23.5692459221,-1.64933325631,138,blue
105.073568294,3.65052752656,-25.0945887957,16.9765979661,14.2014583616,-297,blue
105.313811899,0.933566729459,-28.1362664482,4.86114161204,8.03630363724,277,blue
105.292758442,-1.90957231439,-29.361633649,-9.73247720263,-12.7879593861,-86,blue
105.008511219,-4.79922755697,-28.6672000614,-22.5416538729,-19.803795529,-83,blue
104.460454399,-7.65267594409,-26.0803233103,-29.5139145532,-0.941420406738,213,blue
103.649267976,-10.3868306561,-21.7568825289,-28.3048014722,22.3838126211,-267,blue
102.576937122,-12.9209653243,-15.9704959308,-19.2422473534,21.4410839451,233,blue
101.246752856,-15.1793715884,-9.09413031598,-5.28022348958,-3.49756502425,0,blue
99.6633069932,-17.0938530326,-1.57526695052,9.1116460411,-23.3027718776,-197,blue
97.8324825938,-18.6059669152,6.09383820979,19.6456546317,-16.2462938133,275,blue
95.7614312238,-19.6689448185,13.4088663064,23.7270903739,6.2233019128,-242,blue
93.4585288005,-20.2492345318,19.887029404,21.1697882303,16.2552433126,124,blue
90.933311368,-20.3276088941,25.0995046999,13.9410130611,5.25298276621,92,blue
88.1963956511,-19.8997989171,28.7007051432,5.15171601405,-8.21688970616,-234,blue
85.2593879015,-18.9766268288,30.4524433896,-2.24552344987,-5.84103212964,298,blue
82.1347800029,-17.583637271,30.2411910861,-6.52909240922,6.47785171694,-228,blue
78.8358292196,-15.760245376,28.0869636274,-7.64711502826,9.17217293141,0,blue
75.3764179941,-13.5584372212,24.1428822224,-6.88968954362,-2.84020312071,193,blue
71.7708920615,-11.0410714179,18.6851394436,-5.99622132459,-13.4105920936,-267,blue
68.0338840392,-8.27983483919,12.0939164759,-6.13553150546,-7.65478607635,281,blue
64.1801329471,-5.35291392612,4.82652880967,-7.27422815409,7.70602465111,-129,blue
60.224304238,-2.34245910525,-2.61537717233,-8.27698686339,13.2061334693,-29,blue
56.1808113011,0.668068944796,-9.72227439745,-7.67008000794,2.34508712876,291,blue
52.0636399536,3.59657875935,-16.0141580503,-4.6087981331,-10.0439208723,-282,blue
47.886179861,6.36496251113,-21.0759902032,0.519392680479,-7.55093548744,246,blue
43.6610611504,8.90155136614,-24.5883877766,6.17283267795,6.05739256627,-87,blue
39.3999844819,11.1433139292,-26.3511327074,10.3391924174,11.7269574504,-183,blue
35.1135317054,13.0377095875,-26.2975397903,11.476548348,0.472774414129,317,blue
30.8109515255,14.5441307955,-24.4982688793,9.27412608057,-14.0279040045,-294,blue
26.4999276018,15.6348988713,-21.1538633306,4.87927165338,-12.53288675,106,blue
22.186339574,16.2957987571,-16.5762966188,0.424941523572,4.64336191826,38,blue
17.8740186961,16.5261465139,-11.1610084498,-2.00846337428,17.1417275596,-219,blue
13.5645001638,16.3384005336,-5.35189247947,-1.49476424438,10.0848934382,312,blue
9.25678168065,15.7573507942,0.397616817143,1.19781371335,-7.13477434343,-161,blue
4.94710268564,14.8189389129,5.66377448223,3.96935808825,-13.3210999604,65,blue
0.62875462036,13.5687680323,10.0883005514,4.47449862764,-2.81563965573,122,blue
-3.70808167169,12.0603546793,13.4070532851,1.34040672463,8.22020118988,-261,blue
-8.07648440336,10.3531716566,15.4686152421,-5.09020747231,4.52591417101,296,blue
-12.4929353248,8.51053933165,16.2410071177,-12.7858675483,-7.37813711043,-109,blue
-16.9774596759,6.5974378044,15.8062427389,-18.7463342031,-8.55414213733,-41,blue
-21.5537555201,4.67831985544,14.3438574193,-20.120605913,5.25504920477,242,blue
-26.2493127835,2.81499684905,12.1056369836,-15.3579779904,15.9927135384,-243,blue
-31.095524786,1.06466361623,9.38463623283,-4.98124148966,6.98490183635,265,blue
-36.1277917535,-0.521873982441,6.48212747462,8.36983051157,-13.0822625371,35,blue
-41.3856130376,-1.90171011069,3.67621946267,20.7269126114,-19.2452209743,-86,blue
-46.912664255,-3.04103931754,1.19551511958,28.1618231569,-2.29793443333,332,blue
-52.7568623433,-3.91601541021,-0.799652172983,28.193997015,17.9297611923,-216,blue
-58.9704273866,-4.51325622298,-2.22691281357,20.672919403,16.6262784329,187,blue
-65.6099514116,-4.82999485945,-3.08208385399,7.81387047607,-4.66124561348,129,blue
-72.7364829041,-4.87388742042,-3.43055152403,-6.58367226615,-19.6839866805,-215,blue
-80.4156319836,-4.66249327383,-3.39133023976,-18.4068401959,-10.27745488,291,blue
-88.7177042519,-4.22245603842,-3.11607858336,-24.5428519782,11.2595339056,-226,blue
-97.717873573,-3.58842337993,-2.76581533488,-23.801467283,18.1895738351,54,blue
-107.496396314,-2.80174195151,-2.48810395217,-17.1324009043,2.86162910287,245,blue
-118.138856833,-1.90895611139,-2.39717047451,-7.08452987079,-14.7692078056,-246,blue
-129.736423788,-0.960134325367,-2.55895066799,3.22461577836,-13.3155396106,294,blue
-142.386103799,-0.00706090517704,-2.98263818773,11.1312979886,3.49877435439,-101,blue
-156.190993979,0.898647454363,-3.6197903215,15.0239197002,13.421746284,-38,blue
-171.260539115,1.70743190245,-4.37122377351,14.4554954526,5.35266073733,256,blue
-187.710797153,2.37362026899,-5.10095279092,9.98675015928,-7.41882547405,-279,blue
-205.664712534,2.85713139574,-5.6554779186,2.98813272534,-6.89856865682,276,blue
-225.252394975,3.12499697024,-5.88601060858,-4.56074516257,4.71414651683,-44,blue
-246.611401223,3.1526482048,-5.67080918191,-10.4003410947,8.79621060372,-115,blue
-269.887016801,2.92492226373,-4.93473518841,-12.549906444,-2.83908442891,327,blue
-295.232536961,2.43674992256,-3.66346186351,-10.0125551994,-15.101540828,-257,blue
-322.809544698,1.69349761344,-1.91036725923,-3.32333306077,-9.01091101359,194,blue
-352.788184313,0.710947860599,0.204977693885,5.40337832457,11.8438280737,13,blue
-385.347435809,-0.485092482595,2.50672773399,13.0720045187,23.1460544036,-213,blue
-420.675397797,-1.85955576488,4.78006529529,16.7064422316,9.29188849612,332,blue
-458.969582386,-3.36923008353,6.79403417897,14.6537265165,-16.2172972244,-205,blue
-500.437215867,-4.9641864673,8.32747555844,7.3796919168,-25.5525202693,61,blue
-545.295536383,-6.58945980312,9.19520757612,-2.57318062738,-8.99345050205,108,blue
-593.772090344,-8.1869279547,9.27131917193,-11.5791093322,14.3494198722,-259,blue
-646.105034012,-9.69733070642,8.50664395823,-16.4732752014,20.0125386136,289,blue
-702.543441479,-11.0623591574,6.93816266566,-15.8857374603,6.18024377332,-149,blue
-763.347613084,-12.2267355837,4.68905447747,-10.6941064953,-7.74040909892,-23,blue
-828.789376552,-13.140202052,1.95916431393,-3.42093133926,-7.50455236172,229,blue
