raw,attention
19,30
19,30
24,30
32,30
35,30
33,30
32,30
34,30
40,30
50,30
57,30
66,30
75,30
83,30
76,30
60,30
52,30
50,30
53,30
56,30
42,30
18,30
4,30
11,30
26,30
25,30
19,30
9,30
4,30
2,30
-2,30
-10,30
-21,30
-23,30
-25,30
-26,30
-28,30
-23,30
-8,30
10,30
19,30
16,30
21,30
37,30
58,30
76,30
67,30
38,30
33,30
54,30
73,30
77,30
69,30
68,30
72,30
64,30
42,30
38,30
53,30
77,30
91,30
74,30
43,30
37,30
59,30
84,30
90,30
75,30
61,30
59,30
69,30
81,30
80,30
65,30
54,30
59,30
68,30
69,30
65,30
55,30
40,30
23,30
17,30
24,30
39,30
49,30
52,30
42,30
41,30
54,30
69,30
64,30
36,30
9,30
-3,30
-2,30
21,30
51,30
64,30
54,30
42,30
44,30
48,30
36,30
24,30
25,30
38,30
39,30
20,30
9,30
22,30
36,30
33,30
11,30
4,30
16,30
26,30
20,30
-6,30
-38,30
-38,30
-17,30
2,30
1,30
-5,30
-6,30
-1,30
5,30
8,30
10,30
10,30
12,30
13,30
-1,30
-11,30
-11,30
-6,30
1,30
5,30
0,30
-2,30
4,30
12,30
20,30
28,30
41,30
38,30
26,30
20,30
12,30
-2,30
-11,30
-11,30
-8,30
-2,30
9,30
12,30
18,30
21,30
11,30
9,30
19,30
33,30
34,30
17,30
0,30
10,30
36,30
48,30
34,30
12,30
9,30
20,30
32,30
24,30
21,30
35,30
54,30
66,30
56,30
39,30
35,30
49,30
73,30
84,30
67,30
45,30
41,30
52,30
55,30
49,30
39,30
32,30
25,30
33,30
38,30
42,30
52,30
61,30
64,30
49,30
35,30
37,30
51,30
70,30
68,30
53,30
41,30
41,30
55,30
60,30
50,30
36,30
35,30
41,30
40,30
34,30
33,30
39,30
44,30
52,30
53,30
53,30
56,30
66,30
65,30
49,30
39,30
48,30
60,30
60,30
42,30
36,30
52,30
60,30
57,30
44,30
32,30
28,30
40,30
55,30
66,30
61,30
45,30
40,30
53,30
64,30
60,30
44,30
35,30
37,30
43,30
43,30
44,30
52,30
56,30
50,30
41,30
39,30
42,30
53,30
60,30
42,30
18,30
3,30
4,30
8,30
1,30
-5,30
-4,30
8,30
16,30
12,30
12,30
23,30
37,30
42,30
25,30
6,30
3,30
16,30
28,30
36,30
22,30
11,30
16,30
28,30
40,30
32,30
10,30
6,30
12,30
24,30
23,30
23,30
28,30
42,30
50,30
41,30
34,30
32,30
39,30
55,30
57,30
42,30
36,30
44,30
60,30
60,30
45,30
37,30
42,30
55,30
58,30
37,30
17,30
16,30
25,30
28,30
25,30
32,30
39,30
50,30
52,30
36,30
22,30
32,30
48,30
54,30
49,30
37,30
26,30
22,30
20,30
17,30
16,30
22,30
27,30
28,30
35,30
45,30
49,30
50,30
53,30
56,30
53,30
44,30
45,30
52,30
53,30
45,30
39,30
40,30
38,30
36,30
38,30
50,30
55,30
