delta,theta,alpha,beta,gama
-1.19275592602e+12,-36.1168559939,30.5278384117,12.937975541,-1.5582563048
-1.23216619681e+12,-33.5258971116,37.0587214301,5.93082736812,16.8668875635
-1.2722334559e+12,-29.934439022,40.7958098168,-2.99699860981,18.4412447047
-1.31292100797e+12,-25.4039337546,41.5343408858,-11.7768758415,4.75598117814
-1.3541872451e+12,-20.0251993395,39.3138515661,-18.417692375,-8.89995142708
-1.39598529108e+12,-13.9161932644,34.4071500602,-21.3862147918,-11.3434350253
-1.43826262605e+12,-7.21889512424,27.2893586813,-19.8732633235,-5.24853570613
-1.48096069068e+12,-0.0953983809522,18.5903594477,-14.0014448303,0.226364183853
-1.5240144693e+12,7.27665702283,9.03540258294,-4.93658622571,1.72373539872
-1.56735205134e+12,14.7091608565,-0.62031281857,5.24896630418,3.15585060015
-1.61089417038e+12,22.00895968,-9.65676547368,14.0752519424,6.75070108816
-1.65455372039e+12,28.9834737704,-17.4477958502,19.4195702671,7.70047738557
-1.6982352484e+12,35.4463412951,-23.5080552495,20.2325255651,0.617273575819
-1.74183442328e+12,41.222923278,-27.5243947837,16.83933084,-10.8146871413
-1.78523747993e+12,46.1554988101,-29.3697168032,10.6543478275,-14.9996133341
-1.82832063845e+12,50.1079831884,-29.0992182914,3.47615505921,-5.04956217172
-1.87094949788e+12,52.9700145523,-26.9306843906,-3.22703779768,11.6509614146
-1.91297840388e+12,54.6602729974,-23.21191766,-8.66630059335,19.2092848386
-1.95424979002e+12,55.1289171225,-18.3794162389,-12.6101283124,9.30625179252
-1.99459349203e+12,54.3590502771,-12.9129149293,-14.9803668569,-9.52857532718
-2.03382603462e+12,52.367163867,-7.29035001858,-15.4958975336,-19.7902165215
-2.0717498903e+12,49.2025413413,-1.94732772972,-13.6405187419,-12.2344483026
-2.1081527096e+12,44.9456397251,2.7556089061,-9.01805914976,5.29531688358
-2.14280652206e+12,39.7054988561,6.55565464518,-1.88499521375,16.3671647457
-2.17546690736e+12,33.6162654349,9.29930823256,6.51626087034,12.3789689723
-2.20587213588e+12,26.8329600785,10.9430340019,14.1330303653,-0.391292506751
-2.23374227777e+12,19.5266562629,11.544332639,18.8052817219,-9.33602203749
-2.25877827978e+12,11.8792642196,11.2452287358,19.1464324853,-8.84618949527
-2.28066100883e+12,4.07811138052,10.2503741349,15.0827971185,-3.6340709772
-2.29905026113e+12,-3.68949913318,8.80194492504,7.76261284681,-0.0774970091396
-2.31358373586e+12,-11.2415787743,7.15346378682,-1.01943840486,1.93970961208
-2.323875972e+12,-18.4064327703,5.54455303791,-9.47615938935,5.92714346019
-2.32951724684e+12,-25.0271857247,4.17844464012,-16.2054162243,9.99494247086
-2.33007243471e+12,-30.9657307088,3.20385303105,-20.2079078304,6.72584085055
-2.32507982419e+12,-36.1060019609,2.70252229003,-20.7426696375,-5.97122467609
-2.31404989191e+12,-40.3564936774,2.68341510777,-17.3009268408,-17.7248106749
-2.29646403102e+12,-43.6519693837,3.0840877862,-9.83816886223,-14.7105854836
-2.27177323214e+12,-45.9543326011,3.77923359124,0.833379698401,3.54157332121
-2.23939671441e+12,-47.2526613057,4.59569617582,12.7731237344,20.4679387225
-2.19872050432e+12,-47.5624380154,5.33261082514,23.0773260253,18.9866690487
-2.14909595948e+12,-46.9240264061,5.7848641501,28.6333041827,0.390513617238
-2.08983823469e+12,-45.4004608271,5.76772196545,27.2692247833,-16.7904033999
-2.02022468723e+12,-43.0746332025,5.14022875652,18.7820349842,-17.0731894452
-1.93949321833e+12,-40.0459783412,3.82493301878,5.28463787858,-3.62707405809
-1.84684054738e+12,-36.4267706327,1.82170801308,-9.39026946892,8.14348628559
-1.74142041556e+12,-32.3381552049,-0.78611253521,-21.0360772426,9.08231456016
-1.62234171512e+12,-27.9060476839,-3.8344294658,-26.6076266307,3.87155549081
-1.48866654073e+12,-23.2570449322,-7.09022497508,-25.277583796,1.11989198888
-1.3394081587e+12,-18.5144892735,-10.2718866298,-18.5480294828,1.58221012548
-1.17352889028e+12,-13.7948185375,-13.0762681558,-9.38470736173,-0.319175505971
-989937904629.0,-9.20431443505,-15.2097709787,-0.804588190359,-6.10984037464
-787488917210.0,-4.83634109221,-16.4200877887,5.37671771382,-9.673360531
-564977789225.0,-0.769150594692,-16.5250916675,9.01239587862,-5.26033082314
-321140023492.0,2.93568316574,-15.4356115818,11.1321253696,4.42366150265
-54648152248.7,6.23416395846,-13.1693968923,12.8784431165,10.9358266636
235890987770.0,9.10009181518,-9.85445405298,14.5557212598,9.36029757463
551939097605.0,11.5245980719,-5.72118419092,15.3226854331,2.13713612373
895029380341.0,13.5149976973,-1.08411888458,13.6509353313,-5.33379092816
1.26676963196e+12,15.0929857239,3.68497034923,8.33002503463,-9.31921917254
1.6688454633e+12,16.2922679832,8.19041796501,-0.409244254281,-7.90708219606
2.10302365755e+12,17.1557896967,12.0500813364,-10.2536537273,-1.16974360969
2.57115566764e+12,17.7327701212,14.9339545742,-17.2595381573,6.28282236019
3.07518125751e+12,18.0757560705,16.600366172,-17.5771302185,6.965492337
3.61713229137e+12,18.237878335,16.9254996922,-9.81276142667,-0.50747694336
4.19913667464e+12,18.2704411032,15.9217768949,3.28376923129,-6.36678900638
4.82342244986e+12,18.2209158343,13.7412836349,15.1206996782,0.0792901532431
5.49232205098e+12,18.131368209,10.6620855882,17.9936868956,14.2728394835
6.20827671873e+12,18.0373197214,7.05768777774,7.25373679963,16.9231637536
6.97384107955e+12,17.9670238269,3.3524992099,-15.2353449894,-3.72947324214
7.79168789036e+12,17.9411144166,-0.0315374760012,-40.5435620566,-32.5645883281
8.66461295071e+12,17.972563905,-2.73036051983,-55.9067983559,-37.983373401
9.5955401837e+12,18.0668744688,-4.48772177808,-50.5850326183,-5.75491463542
1.05875268865e+13,18.2224208277,-5.19241188081,-21.5782906051,40.45623804
1.16437691511e+13,18.4308698749,-4.89686024926,23.7849453641,58.0022315335
1.27676074542e+13,18.6776258237,-3.81333209457,69.9954738043,27.0470907105
1.39625324176e+13,18.9422825325,-2.28674410277,99.5321517768,-28.1491813304
1.52321907351e+13,19.199090993,-0.746383290076,100.259691464,-61.3288159353
1.65803912678e+13,19.4174622935,0.357886346323,70.5800506317,-46.8598516985
1.80111113016e+13,19.5625288419,0.626604649853,19.9720296597,-0.080454309419
1.95285029679e+13,19.5957842914,-0.221092443322,-35.1634677032,41.1614064871
2.1136899821e+13,19.4758216419,-2.29223793767,-78.2099859137,50.3520236333
2.28408235712e+13,19.1591931231,-5.4865512138,-98.4224310947,28.4731830304
2.46449909664e+13,18.6014213752,-9.49077708109,-93.8341400759,-5.56836322754
2.65543208191e+13,17.7581933224,-13.8032693583,-70.214961553,-32.4986432889
2.8573941173e+13,16.5867615904,-17.7872080824,-37.2449029726,-41.059604789
3.07091966022e+13,15.0475608521,-20.7469714876,-4.15285368984,-27.947254465
3.29656556369e+13,13.1060162338,-22.0189985403,23.1175929677,1.53241515376
3.53491183097e+13,10.7344862505,-21.066289428,42.3505058599,31.9385241571
3.78656238118e+13,7.91426137493,-17.5646190929,53.6895156194,43.6544982969
4.05214582536e+13,4.63753423319,-11.4687825081,57.8674893995,27.1024231628
4.33231625184e+13,0.909258226911,-3.04894609854,55.2562372055,-7.49302765776
4.62775402004e+13,-3.25118862301,7.10962090726,46.0776506751,-36.4394514509
4.93916656155e+13,-7.8086214619,18.145852805,31.2278044167,-40.5710530386
5.26728918724e+13,-12.7110418013,28.9987759665,12.8273803171,-18.8281419588
5.61288589917e+13,-17.8891056731,38.5127684485,-6.05354023817,13.0538578435
5.97675020577e+13,-23.2561622977,45.5610519605,-22.361468998,34.9158743518
6.35970593873e+13,-28.7089398959,49.173727174,-34.0616959876,34.6227538889
6.76260806972e+13,-34.128927259,48.6557314025,-40.5322575217,13.5119553296
7.18634352518e+13,-39.3844703465,43.6808231259,-42.1814719304,-15.4565214011
7.63183199685e+13,-44.3335745534,34.3500084556,-39.6662862748,-34.6084184804
8.10002674569e+13,-48.8273735918,21.206513017,-33.3144262657,-31.3936534232
8.59191539673e+13,-52.7141947583,5.2040796224,-23.1484429392,-7.14811325816
9.10852072182e+13,-55.8441203712,-12.3695060985,-9.46052986035,21.8596868558
9.65090140719e+13,-58.0739149523,-30.0067446054,6.51037361144,34.8880719558
1.02201528024e+14,-59.2721569049,-46.1213411557,22.3438259581,22.6886839988
1.08174076468e+14,-59.3243888556,-59.2013410522,34.9171391567,-4.59021025237
1.14438367696e+14,-58.138088547,-67.9586419909,41.4171976765,-25.7792211252
1.21006497589e+14,-55.6472629756,-71.4593610055,40.3754549895,-26.3169001722
1.27890955939e+14,-51.8164766216,-69.2215013879,32.2175035016,-8.97873113476
1.35104632369e+14,-46.6441348661,-61.2696974463,19.106313679,11.0550591086
1.4266082177e+14,-40.1648584074,-48.1411868958,4.20661400977,19.9904748689
1.50573229195e+14,-32.4508082693,-30.8421633378,-9.29050210506,14.6930036579
1.58855974153e+14,-23.6118577884,-10.7588029968,-19.0286454601,1.59530774989
1.67523594203e+14,-13.7945553555,10.4680445326,-23.9869830484,-10.0337864583
1.76591047781e+14,-3.1798702955,31.0918627166,-24.5078871456,-13.6256325745
1.86073716158e+14,8.02024125074,49.4183364551,-21.8779628101,-7.84264370735
1.95987404435e+14,19.5673744164,63.9566791809,-17.6370019176,2.82283690849
2.06348341466e+14,31.2022070512,73.5500461985,-12.905115289,10.1792738666
2.1717317859e+14,42.6508827531,77.4730948075,-8.02937294139,8.20522817234
2.28478987051e+14,53.6320778792,75.488293438,-2.70965525817,-1.06140599907
2.40283253975e+14,63.8645645328,67.8568220303,3.47581055052,-8.42047245538
2.52603876757e+14,73.0750625625,55.3043430166,10.4294899855,-6.35233715966
2.6545915571e+14,81.0061527187,38.9460842856,17.128250459,2.77830341767
2.78867784817e+14,87.4240047231,20.1792414285,21.7150661698,8.90498587089
2.92848840413e+14,92.1256654693,0.553453386823,22.1448316587,5.32103841236
3.07421767619e+14,94.9456564997,-18.3681739744,17.1684908928,-3.87685884755
3.22606364358e+14,95.7616507586,-35.1444272605,7.22708544719,-8.71804810213
3.38422762724e+14,94.499033573,-48.575276017,-5.22366658336,-4.75849975307
3.5489140754e+14,91.1341877651,-57.7945527954,-16.2852357208,2.48153619482
3.72033031868e+14,85.6963753453,-62.3284645172,-22.0271382538,4.90790309581
3.89868629262e+14,78.2681256756,-62.1159869211,-20.1925920523,1.68850485131
4.0841942254e+14,68.9840836078,-57.4910142007,-11.3747245106,-0.677112249917
4.27706828836e+14,58.0283205792,-49.1297700452,1.00883069696,2.09969819254
4.47752420703e+14,45.6301666613,-37.9700794848,12.0627404869,5.56111582662
4.68577883004e+14,32.0586762353,-25.1114320188,17.5161704012,2.05636612494
4.90204965351e+14,17.6158850668,-11.7062233552,15.5714174919,-8.16624148767
5.12655429818e+14,2.62905133858,1.14699278589,7.58485007001,-14.7366399228
5.35950993666e+14,-12.5578951019,12.4981012833,-2.7191445687,-7.98140014457
5.60113266802e+14,-27.5934423811,21.619453431,-11.0429382619,8.96509698227
5.85163683688e+14,-42.1278523392,28.053391654,-14.4018086051,21.0659452578
6.11123429413e+14,-55.8224998633,31.6302859632,-12.2257671387,15.7418501221
6.38013359631e+14,-68.3589120167,32.4572163598,-6.25900104714,-3.84623391755
6.65853914073e+14,-79.447231608,30.8803826339,0.549092359553,-20.8103464348
6.94665023319e+14,-88.8338507693,27.4267718101,5.5103488657,-20.4051190225
7.24466008538e+14,-96.3079907616,22.7323673723,7.29135822668,-3.78334802835
7.55275473868e+14,-101.707040751,17.4651320052,6.19663751695,13.9935998875
7.87111191139e+14,-104.920507761,12.2510907287,3.66483955207,18.7482476756
8.1998997662e+14,-105.892471006,7.61110059146,1.36836727844,9.27811949752
8.53927559474e+14,-104.622482173,3.91433823568,0.397313211705,-4.29302484647
8.88938441613e+14,-101.164908017,1.35236663099,0.860014374582,-11.6380150608
9.25035748635e+14,-95.626759934,-0.0647523479125,2.00822521703,-10.1172289884
9.62231071518e+14,-88.1640929514,-0.491178857069,2.77240560089,-3.47857419336
1.00053429878e+15,-78.9770932808,-0.209923735918,2.40266256512,3.39839813187
1.03995343875e+15,-68.3040153318,0.415642446571,0.852338978808,7.11317753159
1.08049443168e+15,-56.4141692536,0.997106218975,-1.2949815122,6.02477878956
1.12216095127e+15,-43.6001906908,1.17633364573,-3.25617654928,1.22480917787
1.16495419544e+15,-30.1698443867,0.674279992629,-4.52160558594,-3.15114546135
1.20887266575e+15,-16.4376190795,-0.672142693141,-5.05222307312,-3.25323479445
1.25391193539e+15,-2.7163644918,-2.88888633934,-5.09546752314,-0.0264846390417
1.3000644051e+15,10.6907895388,-5.86106269168,-4.80732572286,1.3613970135
1.34731904671e+15,23.4980058314,-9.34649198237,-4.01029231021,-1.95380102844
1.39566113394e+15,35.443598629,-13.0043971651,-2.30118719809,-5.8149579123
1.4450719598e+15,46.2959988453,-16.4355534441,0.550222800823,-3.32850643777
1.4955285402e+15,55.8586779209,-19.2290765607,4.19817844089,5.77756162224
1.5470033031e+15,63.9739169492,-21.0104773396,7.62500663136,12.5577268902
1.59946376269e+15,70.5253460704,-21.4856340765,9.48567295894,8.00280343474
1.65287217771e+15,75.4392231789,-20.4758831858,8.76146351591,-5.73342650763
1.70718519334e+15,78.6844666782,-17.9404681428,5.38016469362,-15.8815770717
1.7623534656e+15,80.2714961735,-13.9840707516,0.420284818577,-12.1785296911
1.81832126756e+15,80.2499661444,-8.84889176165,-4.28788879162,1.97999341671
1.87502607598e+15,78.70550608,-2.89246477317,-7.00027636633,13.2712438181
1.93239813762e+15,75.7556049134,3.44610528705,-6.89880876447,12.5237291771
1.99036001364e+15,71.5447951955,9.68762483421,-4.4795976561,2.91108440764
2.04882610089e+15,66.2393072426,15.3575035892,-1.26796200873,-5.71962558548
2.10770212851e+15,60.021375928,20.0290378693,1.00309982776,-7.79415859515
2.16688462831e+15,53.0833884833,23.3610364431,1.31255318508,-5.43583252259
2.22626037696e+15,45.6220580952,25.1262895111,-0.136573164365,-2.77546490869
2.28570580837e+15,37.8327980327,25.2284452904,-2.09068201447,-0.340098027537
2.34508639396e+15,29.9044574492,23.7061397536,-2.99230780797,3.56317916994
2.40425598886e+15,22.0145610702,20.7245498301,-1.87822274824,7.8554040702
2.46305614156e+15,14.3251716767,16.5557734771,1.05933589341,8.04851463277
2.52131536474e+15,6.97946998765,11.5504872866,4.54539506116,1.61886255335
2.57884836466e+15,0.0991219956352,6.10408901904,6.88275539396,-7.45759687592
2.63545522643e+15,-6.21752189864,0.62091023155,6.84018768952,-11.473038976
2.69092055257e+15,-11.8963810438,-4.51997272888,4.28734691575,-6.67525017364
2.74501255196e+15,-16.887768769,-8.9942443952,0.242362667008,2.77874531916
2.79748207632e+15,-21.1657338691,-12.5548051506,-3.66898866856,9.08166569926
2.84806160146e+15,-24.7266936521,-15.0456883016,-6.02440387098,8.25996375519
2.89646415037e+15,-27.5874515152,-16.4068451567,-6.2337979138,2.78366397188
2.94238215522e+15,-29.7827007661,-16.6700253209,-4.66095857669,-2.44358471943
2.98548625575e+15,-31.3621208487,-15.9467397995,-2.23613613245,-5.07344160269
3.02542403092e+15,-32.3871769561,-14.4099857574,0.135574966084,-5.76321179044
3.06181866168e+15,-32.9277404082,-12.2719735102,1.97714159827,-5.02228999874
3.094267522e+15,-33.0586517873,-9.76042070049,3.24235003514,-1.71002739539
3.12234069609e+15,-32.8563479524,-7.09598636511,4.01374782573,4.43921907047
3.14557941952e+15,-32.3956677809,-4.47311786176,4.1945578033,9.91573574889
3.1634944424e+15,-31.7469402601,-2.04602805988,3.46532293691,9.17732652601
3.17556431282e+15,-30.9734408894,0.079230409685,1.56221180124,0.561931877211
3.18123357913e+15,-30.1292801426,1.8464497289,-1.3191747896,-10.1682222307
3.17991090969e+15,-29.2577716089,3.24524648326,-4.33419021886,-13.9378984914
3.17096712918e+15,-28.39032074,4.30233149309,-6.25717490318,-6.93111184834
3.15373317064e+15,-27.5458650663,5.06944167119,-6.11790684839,5.47602557766
3.12749794267e+15,-26.7308760336,5.60964947397,-3.80172098051,13.6909594258
3.09150611169e+15,-25.9399063296,5.98396262517,-0.189818428861,12.1422987549
3.04495579882e+15,-25.1566422521,6.24005756735,3.28043190429,2.64177758726
2.98699619196e+15,-24.355403946,6.4046096368,5.36035119636,-8.43398084268
2.91672507295e+15,-23.5030258671,6.48008034926,5.57543538961,-14.4515786584
2.83318626062e+15,-22.5610396693,6.44616230936,4.32709709134,-11.3019009202
2.73536697013e+15,-21.488068139,6.26549098271,2.52331368633,0.342012396685
2.62219508937e+15,-20.2423250735,5.89273247858,1.02402823515,13.4507530768
2.49253637324e+15,-18.7841093769,5.28571945394,0.228296613636,17.535773883
2.34519155648e+15,-17.078185488,4.41696149053,-0.0248372582498,7.27381638166
2.17889338605e+15,-15.0959573751,3.28366165357,-0.274792817111,-10.3263227863
1.99230357357e+15,-12.8173630073,1.91445388112,-1.11913802727,-19.8507418662
1.78400966866e+15,-10.2324279361,0.371564247492,-2.87514015716,-11.6479682157
1.55252185364e+15,-7.34242369938,-1.25214695414,-5.31790332948,7.39600976525
1.2962696599e+15,-4.16059249136,-2.84106572933,-7.62467720681,19.0944137957
1.01359860614e+15,-0.712422281856,-4.26878201241,-8.63063404003,11.8615319363
7.02766758302e+14,2.96452642304,-5.41266235731,-7.33667692899,-6.73464315269
3.61941210779e+14,6.82123187227,-6.1690751655,-3.43131245742,-17.1923973955
-1.08055118155e+13,10.7982402909,-6.46711283839,2.43723455687,-8.82497163737
-4.17499133482e+14,14.8270814721,-6.27881059943,8.77919515446,8.44650791614
-8.60267387747e+14,18.8320296445,-5.62430180307,13.7356582475,15.2148850999
-1.34134386257e+15,22.7321585361,-4.57103890145,15.7133369295,4.49945034185
-1.86307193158e+15,26.443628297,-3.22705375162,13.9257090734,-10.7672057827
-2.42790877441e+15,29.8821312974,-1.72908282914,8.6417579563,-13.1729289156
-3.03842948931e+15,32.9654152655,-0.227104100583,1.08060726655,-0.735139438421
-3.69733130171e+15,35.6157975258,1.13269232289,-6.96735451578,11.8191794872
-4.40743787274e+15,37.7625855297,2.22432585723,-13.6280362056,10.7876967441
-5.17170371217e+15,39.3443259615,2.95583181516,-17.3809309586,-1.3983707748
-5.99321870061e+15,40.310810274,3.27881067822,-17.3716226419,-10.6519199356
-6.87521272606e+15,40.624768341,3.19259857621,-13.5922209911,-8.06669858907
-7.82106044038e+15,40.2631933356,2.74265405205,-6.90351021312,1.53041342418
-8.83428614128e+15,39.2182591394,2.01355461018,1.14967058934,7.46025839296
-9.91856878576e+15,37.4978086785,1.11767666076,8.72069649056,5.46292167167
-1.1077747141e+16,35.1254053133,0.181096839303,14.1363600488,-0.0794272344607
-1.2315825079e+16,32.1399515985,-0.671511324273,16.3106819176,-3.47106244824
-1.36369770204e+16,28.5948900381,-1.33121125335,14.9679030438,-3.49254787186
-1.50455535342e+16,24.5570067748,-1.71682617453,10.6212422636,-1.97791287449
-1.6546087099e+16,20.1048650299,-1.78348042531,4.35502459955,0.00480389199236
-1.81432980304e+16,15.3269047128,-1.52689862207,-2.46920843871,2.40515708586
-1.98421005807e+16,10.3192563918,-0.983131132713,-8.47350350824,3.9741813734
-2.16476092156e+16,5.18333037058,-0.223804995528,-12.457220728,2.49646327276
-2.35651450705e+16,0.0232541943602,0.652592270591,-13.5581831614,-1.95626342081
-2.56002425917e+16,-5.05675813016,1.53250608386,-11.426891169,-5.58375827418
-2.77586563632e+16,-9.95501996972,2.30092259106,-6.41245600882,-4.36034689145
-3.00463681223e+16,-14.5748912587,2.855212804,0.322589142149,1.1719561865
-3.24695939633e+16,-18.8271356845,3.11751695422,6.91143566143,5.95459744238
-3.50347917283e+16,-22.6320577804,3.04411760444,11.2350014308,5.66038143657
-3.77486685843e+16,-25.9213696719,2.63063605737,11.6640270282,0.975346362886
-4.06181887817e+16,-28.6397431401,1.91245482333,7.81919768841,-3.80555663103
-4.36505815884e+16,-30.7460089357,0.960404318435,0.955870754437,-5.4563086852
-4.68533493935e+16,-32.2139718642,-0.127636519005,-6.32220363864,-4.02101296307
-5.02342759708e+16,-33.0328173176,-1.23807442421,-11.0146591092,-1.02062850894
-5.38014348904e+16,-33.207096588,-2.25443213915,-10.992108108,2.56035037093
-5.75631980652e+16,-32.7562948971,-3.07018463053,-6.02098044122,5.69408707787
-6.15282444167e+16,-31.7140029514,-3.60022624954,1.97276435193,6.25423946472
-6.57055686414e+16,-30.1267252746,-3.78980001703,9.61577990975,2.56990590722
-7.01044900563e+16,-28.0523666364,-3.62000108868,13.5306612527,-3.79149267642
-7.47346615008e+16,-25.5584423658,-3.10931162395,11.8760791591,-8.22731411357
-7.96060782676e+16,-22.720059899,-2.31101644409,5.249724437,-7.08818670214
-8.47290870328e+16,-19.6177239345,-1.3068217231,-3.52462411134,-1.24827243997
-9.01143947538e+16,-16.3350275244,-0.197500841667,-10.6825061874,4.81137773524
-9.57730774986e+16,-12.9563003154,0.908223216303,-13.278242822,7.30586820711
-1.01716589168e+17,-9.56429154385,1.90514717232,-10.5503014208,5.90906082658
-1.0795677007e+17,-6.23796861078,2.70200414216,-4.20844054631,2.42409164636
-1.145058553e+17,-3.05050720323,3.22967903601,2.50379571425,-1.82438446501
-1.21376482883e+17,-0.0675345694257,3.44652917259,6.49696278847,-6.09583627323
-1.28581701618e+17,2.65432978236,3.34060751341,6.3995659168,-8.55180436324
-1.36134978582e+17,5.06860711786,2.92898601197,3.1725262176,-6.51895489473
-1.44050206225e+17,7.13975077363,2.2546485292,-0.548114657157,0.491404680494
-1.52341709004e+17,8.84358680672,1.38151035655,-2.02583755581,8.64407792129
-1.61024249474e+17,10.167399868,0.38811737101,-0.0528080907991,11.9990740047
-1.70113033794e+17,11.1096809739,-0.639293987891,4.31556296609,7.69808281986
-1.79623716542e+17,11.6795833108,-1.61355896165,8.37981380189,-1.39880241283
-1.8957240479e+17,11.8961415138,-2.45255173263,9.37228515983,-9.66211232114
-1.99975661326e+17,11.7872970289,-3.08420134954,6.00045583222,-13.1757703314
-2.10850506967e+17,11.3887601168,-3.45073120946,-0.910442494777,-10.3711682966
-2.22214421834e+17,10.7427323355,-3.51239446145,-8.91174974223,-0.776724169174
-2.34085345519e+17,9.89650366716,-3.25094169172,-15.158443896,12.7706781696
-2.46481676003e+17,8.900936726,-2.672799345,-17.6308830943,21.2804890452
-2.59422267238e+17,7.80886292503,-1.81149140632,-15.7255734607,14.6911379198
-2.72926425252e+17,6.67342581195,-0.728526803402,-10.0826808982,-6.37652426889
-2.8701390264e+17,5.54640836103,0.488048624921,-2.01037438022,-26.2155066853
-3.01704891315e+17,4.47658247574,1.72806348673,7.00874139603,-26.2243804953
-3.17020013344e+17,3.50812547801,2.86692545783,15.4923621562,-3.64537618472
-3.32980309721e+17,2.67915798144,3.77653333705,21.9265166873,23.295560827
-3.496072269e+17,2.02046465981,4.33877350918,24.8071774434,31.1623823068
-3.66922600895e+17,1.55445935827,4.46036763472,22.9364274449,13.1626891678
-3.84948638758e+17,1.29444651019,4.08726359138,15.905619316,-14.6129435381
-4.03707897221e+17,1.24421650989,3.21641084198,4.51067853695,-28.4219631639
-4.23223258289e+17,1.39800089825,1.90280592757,-9.15788223619,-18.2220757671
-4.43517901553e+17,1.74080126662,0.260112663524,-22.0763446568,4.88267836035
-4.64615272979e+17,2.24908868025,-1.54614723194,-31.050506178,20.4378760578
-4.86539049933e+17,2.89185130309,-3.31292091484,-33.6548118938,17.1904076344
-5.09313102177e+17,3.63195209313,-4.82048459149,-29.0116544162,1.36123900416
-5.32961448579e+17,4.42774536312,-5.85780279251,-18.1069454444,-11.4499182252
-5.5750820926e+17,5.23488628161,-6.24954306068,-3.521976697,-11.5266182629
-5.82977552894e+17,6.00825316607,-5.88143996869,11.3129027488,-2.52740051708
-6.09393638896e+17,6.70389434391,-4.7206131764,23.0846531626,4.84946990406
-6.36780554177e+17,7.28091161333,-2.82775709864,29.4803793214,4.72593052465
-6.651622442e+17,7.70320069405,-0.358841837688,29.7300673213,0.486637358158
-6.94562438014e+17,7.94098052612,2.44490547325,24.6559322686,-1.50450897393
-7.25004566961e+17,7.97205371051,5.27852248196,16.2216653939,0.0768121675205
-7.56511676758e+17,7.78275033084,7.80456274868,6.75146785558,1.38345242839
-7.8910633261e+17,7.36851729782,9.69086733314,-1.87287876724,-0.139753016248
-8.22810517045e+17,6.7341274876,10.6505766105,-8.70548268152,-2.08928756707
-8.57645520118e+17,5.89349868511,10.4795734366,-13.7220759224,-0.959389447061
-8.9363182165e+17,4.86912960551,9.08662762947,-17.3518222382,2.25873726681
-9.30788965133e+17,3.69117705979,6.51218769317,-19.8493074393,2.8340012157
-9.69135422934e+17,2.39621366446,2.93296558036,-20.8861412121,-1.20678604016
-1.00868845241e+18,1.02571890842,-1.34895004521,-19.6145725908,-5.52168797709
-1.0494639425e+18,-0.375634611781,-5.93194405244,-15.1891143544,-4.1711074953
-1.09147625047e+18,-1.76183259554,-10.3534170071,-7.46299214922,2.78365395201
-1.1347380282e+18,-3.08743378717,-14.1371435291,2.55751392671,8.43697010442
-1.17926003772e+18,-4.30946708112,-16.8443600858,12.8087440585,6.46119428573
-1.22505095537e+18,-5.38922996652,-18.122908034,20.8147930652,-1.8536138187
-1.27211716421e+18,-6.29391357987,-17.7488608518,24.5778246976,-8.90992933295
-1.32046253397e+18,-6.99798745914,-15.6557936655,23.2975503942,-8.48994030467
-1.37008818815e+18,-7.48428551569,-11.9481246575,17.6128521793,-1.33478131321
-1.42099225758e+18,-7.74474727727,-6.89667664372,9.29054214334,6.3234876678
-1.47316961985e+18,-7.7807847096,-0.916573606699,0.529192543979,8.62871692837
-1.52661162404e+18,-7.60326311184,5.47044309282,-6.80322041314,4.56647044333
-1.58130579997e+18,-7.23210180822,11.6854724618,-11.6776205444,-2.08468450815
-1.63723555145e+18,-6.69550940268,17.1486635359,-13.9679744843,-6.2233554007
-1.69437983265e+18,-6.02887268177,21.336506001,-14.1130964053,-5.34178159616
-1.75271280698e+18,-5.27332818818,23.8343821266,-12.6481664079,-1.20033059928
-1.81220348772e+18,-4.47406030428,24.3789479727,-9.92742517642,2.13445261099
-1.87281535947e+18,-3.67838452842,22.8858678353,-6.18190362093,2.42686138567
-1.93450597981e+18,-2.93368814093,19.4598740037,-1.79335997592,1.32012072655
-1.99722656013e+18,-2.28531340232,14.3859063981,2.49040710564,1.6261022259
-2.0609215248e+18,-1.77447747596,8.10205208557,5.63583776425,3.03327999066
-2.12552804783e+18,-1.43631970935,1.15702383885,6.74984237651,2.15325442684
-2.19097556591e+18,-1.29815433099,-5.84330921324,5.64539104879,-2.59400137896
-2.2571852669e+18,-1.37799805043,-12.2946613389,3.15352589385,-7.6805766456
-2.32406955263e+18,-1.68343973203,-17.6522401813,0.861486274278,-7.56766062167
-2.39153147502e+18,-2.21091651886,-21.4819775335,0.307110474415,-0.801485785091
-2.45946414408e+18,-2.94544564742,-23.4999735994,2.07402901586,7.99901376268
-2.52775010687e+18,-3.86082535068,-23.5961287061,5.39286027926,12.1505672135
-2.59626069581e+18,-4.92027842479,-21.8394750669,8.54807755554,8.0974417627
-2.66485534515e+18,-6.07749813468,-18.4648751276,9.79529837961,-2.65586951905
-2.73338087409e+18,-7.27806544646,-13.8431530066,8.15372023134,-14.1143760905
-2.80167073498e+18,-8.46120746945,-8.4386561725,3.66754354444,-17.4720969718
-2.8695442251e+18,-9.56185806405,-2.75947370568,-2.80872624899,-6.50683889342
-2.93680566011e+18,-10.5129809179,2.69383947559,-10.003375453,13.8215948062
-3.00324350771e+18,-11.2481069954,7.47539386625,-16.5054247628,26.3016866421
-3.06862947929e+18,-11.7040096633,11.2323928905,-20.8139521535,16.0700995458
