delta,theta,alpha,beta,gama
741.400294335,11.2106388141,11.2358552503,-51.7306753387,109.486886955
769.288539653,11.8767429446,6.14093109661,-83.9702412984,149.536993085
797.502876861,12.2824756673,0.455179948987,-87.8395314136,44.0736782841
826.0053727,12.4087194565,-5.27309316088,-64.1886377352,-80.7032770527
854.755048811,12.2417699495,-10.4806727313,-23.9089267207,-98.0679937867
883.707556211,11.7739536721,-14.6464652061,17.411071914,-17.5024897072
912.814834461,11.004170434,-17.3459049353,46.1644072193,48.8552472064
942.024754356,9.93833035213,-18.2968522691,55.6867134443,31.7496257897
971.280747761,8.58965963535,-17.3917621017,47.6166795181,-22.1606930529
1000.5214285,6.97885041234,-14.7122412972,29.604930032,-27.8636185036
1029.68020356,5.13402746493,-10.5239939221,10.9196694481,22.8874888827
1058.68487377,3.09050894749,-5.2522437418,-1.78172562192,56.6688632198
1087.45722784,0.890348973593,0.560196877622,-6.65001047497,20.1266887042
1115.91263657,-1.41833983782,6.30811806386,-6.17721333822,-48.9698917257
1143.95965091,-3.78228126028,11.3866761148,-4.79520050913,-69.7392853287
1171.49959933,-6.14414509526,15.2550103967,-6.06305935256,-18.3052404732
1198.42617407,-8.44386547224,17.4937598503,-10.8731698723,46.5447677315
1224.62499486,-10.6201517997,17.8501598182,-17.3375866521,57.2716315869
1249.97314421,-12.6121598231,16.2658173312,-22.0863829436,13.6543398796
1274.33867764,-14.3612697344,12.8842510127,-22.1034639936,-28.1363633832
1297.58011959,-15.8129022917,8.03750653713,-16.1728219467,-28.2645759963
1319.54595457,-16.9183003778,2.2132994533,-5.39619190098,-3.20547452417
1340.07411129,-17.636213224,-3.99400301134,7.2480424296,8.00668324207
1358.99143093,-17.9344283701,-9.94365309172,18.0071384476,-2.78830845133
1376.11312092,-17.7910885049,-15.0138270467,23.7168256601,-9.22754097725
1391.24220763,-17.1957238608,-18.6650993116,22.9636896488,6.21814271669
1404.1689946,-16.1499465278,-20.4955490791,16.5667284819,24.7910071602
1414.67052012,-14.6677784175,-20.2820293076,7.13416190633,16.9787723721
1422.51000752,-12.7755976815,-18.0035514014,-2.0768079578,-14.5217951538
1427.43630811,-10.5116948544,-13.8444682345,-8.42601655555,-33.6838209653
1429.18333354,-7.92544717692,-8.17721551118,-10.7415638594,-15.8214297296
1427.46946679,-5.0761402837,-1.52648794055,-9.48218069091,19.550868784
1421.99694506,-2.031474112,5.48151640291,-6.22813735577,31.4276854277
1412.45121967,1.13421172659,12.1798411903,-2.78136838131,7.42086730109
1398.50030356,4.34195339436,17.9256260199,-0.336962487169,-22.2607018765
1379.79411058,7.51036411208,22.1626777878,0.851167178354,-23.2893894537
1355.96378437,10.5579512276,24.4754951951,1.20171686312,2.0292834234
1326.62101192,13.40547164,24.6293342057,1.21417898528,21.4808822211
1291.35731691,15.978245225,22.5923436929,1.00465701648,14.2588163125
1249.74332802,18.2083473671,18.5376701582,0.282096699207,-6.77919653196
1201.3280203,20.0366081962,12.8255269731,-1.25194997715,-15.8122640417
1145.6379277,21.4143530241,5.96726523801,-3.40667774225,-6.37284611404
1082.17632033,22.3048224513,-1.42477296382,-5.32004402376,5.42457135209
1010.42233605,22.6842184003,-8.69647889542,-5.78281058635,5.5745543567
929.830063562,22.5423432036,-15.2142011755,-3.88579284763,-0.757815561891
839.827581648,21.8828217186,-20.4236170578,0.401421332619,-0.540212312486
739.815954323,20.7229052455,-23.8994781504,6.02447047521,6.34722461552
629.16817147,19.0928602953,-25.3816600009,11.1120844154,6.96141955095
507.228023931,17.0349586063,-24.7944503538,13.6449233633,-4.44456136088
373.30890432,14.6021012318,-22.2477307457,12.2878302168,-15.3471635069
226.69252514,11.8561228013,-18.0205322424,7.03418483808,-10.24373649
66.6275493024,8.8658369121,-12.5291336744,-0.643541851164,7.63378029781
-107.671864884,5.7048994682,-6.28326619889,-8.24661948703,18.2137870235
-297.027597125,2.44957714023,0.16496321698,-13.1678420428,8.97102622796
-502.29916824,-0.823489208273,6.27419765198,-13.7277612923,-9.3391458468
-724.385406168,-4.03944144122,11.5636547507,-9.90035363689,-15.7214569315
-964.226172313,-7.12720784494,15.6547229558,-3.39100412419,-4.10549375794
-1222.80415011,-10.0212941254,18.300358612,3.02043293403,10.5319949329
-1501.14670062,-12.6633165187,19.3997186077,6.64090003924,11.2960806182
-1800.32778794,-15.0032418181,18.9971893361,6.0574380133,-0.959753278635
-2121.46997082,-17.0003056051,17.2667818269,1.83157461782,-10.6934242606
-2465.74645414,-18.6235901327,14.4844440274,-3.67485955131,-7.43686772145
-2834.38319777,-19.8522614316,10.9919733147,-7.35404830345,2.97318066969
-3228.66108856,-20.6754860211,7.15685694081,-6.8568535263,7.87940208722
-3649.9181843,-21.0920621169,3.33257731163,-1.81828634833,3.81574949768
-4099.55203755,-21.1098075646,-0.176318704467,5.85295572226,-1.39829326656
-4579.02210395,-20.7447488265,-3.14077132637,12.8208910516,-1.10121440833
-5089.85223369,-20.0201527456,-5.42282612605,15.9093725603,1.32368294059
-5633.63323925,-18.9654385214,-6.97911424355,13.6299136533,-1.19267195096
-6212.0255277,-17.6150032199,-7.85248169625,6.87040388029,-7.57286769005
-6826.76178566,-16.0069938557,-8.15353664202,-1.60223191739,-8.45220787823
-7479.64971087,-14.1820647313,-8.03517319161,-8.55738503744,1.21996599622
-8172.57479065,-12.1821638458,-7.66397306261,-11.8771191848,13.5399841957
-8907.50313052,-10.0493921111,-7.19262576804,-11.4506288525,15.2143994799
-9686.484335,-7.82497286179,-6.73712852434,-8.92801882516,2.82008480163
-10511.6544377,-5.54835789484,-6.3616268773,-6.51909043752,-12.6827266363
-11385.2388757,-3.25648758852,-6.07256699757,-5.57289672045,-17.482064211
-12309.5555104,-0.983221154979,-5.82255818631,-5.79648927119,-8.73519591111
-13287.0177004,1.24104799543,-5.52306085524,-5.56141210755,4.57420568254
-14320.1374347,3.38958635892,-5.06378372439,-3.05984320603,12.4657049666
-15411.5285258,5.43933336028,-4.33570557471,2.42397165971,12.3308284952
-16563.90986,7.37075320195,-3.25417142364,9.86706874794,6.86110520213
-17780.108706,9.16754955447,-1.77860968863,16.8168584186,-1.61246704626
-19063.0640858,10.816268076,0.0740061792952,20.4603866303,-10.9885439214
-20415.8302137,12.3058141687,2.22392102041,18.9046531802,-15.8236111463
-21841.5800074,13.626918705,4.53245772616,12.068964718,-9.75575283809
-23343.6086725,14.7715885714,6.81464681324,1.80163843521,5.78416174402
-24925.3373556,15.7325827145,8.85916230817,-8.80405346438,18.5849784041
-26590.316857,16.5029592064,10.4531758363,-16.5716171659,16.142028146
-28342.2313851,17.0757381921,11.4090643724,-19.3930956263,-0.358965285905
-30184.9023404,17.443715166,11.5895276343,-16.9393589474,-15.6770565473
-32122.2921179,17.5994421942,10.9276988096,-10.6927513787,-15.8530424066
-34158.5079252,17.535379658,9.43937005803,-3.302970391,-2.34272634169
-36297.805605,17.2442129219,7.22547736721,2.50319081034,10.6788937439
-38544.5934488,16.7193237202,4.46429884207,5.03840696426,11.7086421663
-40903.4359795,15.9553980137,1.39414824592,4.31107595748,2.36259809795
-43379.0576932,14.9491366857,-1.71151889485,1.8851867776,-6.88363243611
-45976.346749,13.7000196867,-4.57377382325,-0.0158493483011,-8.18691680428
-48700.3586036,12.2110685498,-6.93918489259,0.300048397759,-2.16732224025
-51556.3195728,10.4895577274,-8.6082912212,3.14621522797,5.15274742305
-54549.6302951,8.5476379725,-9.45791129821,7.38721976704,8.04135293724
-57685.869056,6.40284720688,-9.45429588328,11.1164761518,4.20553149762
-60970.7949362,4.07848758688,-8.65535545913,12.623949453,-4.24153537732
-64410.3507462,1.60384290384,-7.20174380877,11.0919197853,-11.0535785768
-68010.6657211,-0.985793745727,-5.29812534829,6.72408510438,-9.23582209382
-71778.0579487,-3.6493096532,-3.18720940055,0.421674689378,2.31453066081
-75719.0365012,-6.34019857476,-1.1199564894,-6.64051297815,14.9485410557
-79840.3032383,-9.00723133816,0.674287182923,-13.2527639225,16.0461767262
-84148.7542465,-11.5953693539,2.01407779402,-18.2013260734,1.66966594421
-88651.4808807,-14.0469114772,2.78546734384,-20.2891235637,-16.8726233218
-93355.7703741,-16.3028557727,2.95270007209,-18.5473964598,-21.9612990347
-98269.1059822,-18.3044486743,2.55897350564,-12.6532349769,-7.15862028214
-103399.166626,-19.9948863655,1.7174723272,-3.34716623925,14.9056413776
-108753.825999,-21.3211219491,0.594112995675,7.46364486725,23.9970663781
-114341.151087,-22.2357147518,-0.615486552192,17.1291161489,12.1302756416
-120169.400044,-22.6986422659,-1.7116012922,23.1228681033,-8.99102403758
-126247.019358,-22.6789931153,-2.51523486306,23.9516558046,-20.4922957744
-132582.640255,-22.1564720245,-2.88930900745,19.6306579526,-14.5800815175
-139185.07428,-21.122661465,-2.75402927216,11.5139308237,0.670644374636
-146063.308028,-19.581993902,-2.09506153574,1.66101855657,12.2176352938
-153226.496941,-17.5523957856,-0.964003960861,-7.86127141451,13.9276235459
-160683.958135,-15.0655672656,0.528578656197,-15.4031504976,7.81219942133
-168445.162156,-12.1668608797,2.22662023726,-19.8037819132,-1.66353913319
-176519.723589,-8.91472540903,3.94698037478,-20.3071906147,-10.5341549557
-184917.390411,-5.37969430632,5.50074929712,-16.6088725126,-14.2434660567
-193648.031989,-1.64292045057,6.71494905734,-9.14483578545,-8.71494787755
-202721.625633,2.20571633574,7.45204217186,0.579051862033,4.63678254105
-212148.241583,6.06988007364,7.62491078461,10.0070300935,16.6753513315
-221938.026344,9.84936152686,7.20557000117,16.1736604508,16.8366647429
-232101.18424,13.4428944244,6.22672231569,16.8488840812,3.32930853422
-242647.957063,16.7511157128,4.77618882169,11.66510001,-13.6940492938
-253588.601688,19.6795737298,2.98515519755,2.57665688889,-20.4129252347
-264933.365508,22.1416857131,1.0119304989,-6.72786489408,-11.4456635157
-276692.459532,24.0615473251,-0.97657131313,-12.3102868956,5.73854028417
-288876.028978,25.376502002,-2.82321169125,-11.7169921444,17.7139674219
-301494.12118,26.0393851783,-4.39658892114,-5.13796704326,16.244209053
-314556.650628,26.0203659677,-5.60275635445,4.586181968,3.85939451962
-328073.360925,25.3083178067,-6.39155329473,13.14785917,-9.59992594207
-342053.783476,23.9116640765,-6.7571544277,16.6354512778,-15.0552077923
-356507.192666,21.8586620765,-6.73319289117,13.2447817547,-10.1854098634
-371442.557307,19.1971005335,-6.38354987104,4.05381176102,0.147278172674
-386868.488142,15.9933943623,-5.79048670373,-7.49123646576,8.34917122689
-402793.181151,12.3310728926,-5.04205769784,-17.1016164227,9.86186036102
-419224.356451,8.30867558218,-4.22065120712,-21.4310661296,5.7797598111
-436169.192542,4.03709122906,-3.39411788887,-19.2973459909,0.387737445529
-453634.255644,-0.363597499349,-2.61034703818,-11.8588580734,-3.38542588776
-471625.423879,-4.76767315401,-1.89545878608,-1.80578753172,-5.54706155138
-490147.806016,-9.04762917953,-1.25517853684,7.91103972939,-6.60695868623
-509205.6545,-13.0781706304,-0.678609184139,15.1324827926,-5.32432575939
-528802.272493,-16.7402357073,-0.143520659768,18.8721479002,-0.239029186883
-548939.914662,-19.9249073423,0.377671344434,19.0400456111,6.98662479956
-569619.681429,-22.5370835862,0.912019067259,15.9312627094,11.333362016
-590841.406402,-24.498770057,1.48100527948,9.9688051764,8.48792941977
-612603.5367,-25.7518601584,2.09695321176,1.86210547583,-0.955404364384
-634903.00586,-26.2602854887,2.76115574463,-7.08546087628,-11.2867937004
-657735.099046,-26.0114419626,3.46365941637,-14.9425809347,-15.2668707719
-681093.310242,-25.0168184947,4.18443130241,-19.6001476608,-8.83453723389
-704969.191139,-23.3117800776,4.89550326857,-19.5607407418,5.26664229017
-729352.191381,-20.9544944571,5.56353788456,-14.6845233723,17.425658181
-754229.489885,-18.0240326906,6.15221536608,-6.46965448675,17.2507786054
-779585.816895,-14.617705858,6.62402951641,2.38687009964,3.20839993531
-805403.266452,-10.8477262518,6.94138754559,9.04371956022,-13.792669197
-831661.098919,-6.83731020018,7.06714990772,11.70167278,-19.3435060203
-858335.533209,-2.71636775385,6.96490974231,10.3171335328,-9.41522783558
-885399.528328,1.38305648453,6.59944850933,6.48329761946,6.01899557194
-912822.553827,5.3314134915,5.93782960183,2.55197131048,13.7674559925
-940570.348748,9.00616513165,4.95149367488,0.450743754032,10.1174451256
-968604.668576,12.2960080073,3.61962735832,0.813012268191,1.84605011901
-996883.019716,15.1046515663,1.93393277515,2.85210170735,-3.4300884279
-1025358.38091,17.3540179586,-0.0954115226321,4.95799432124,-4.92000102106
-1053978.91106,18.9867517998,-2.43325796204,5.60094013946,-6.05342908242
-1082687.64275,19.9679543331,-5.01350140376,4.04203293755,-6.99891064604
-1111422.16091,20.2860883128,-7.73484289799,0.553111006996,-3.5507651815
-1140114.26581,19.9530319601,-10.4595953636,-3.85146917433,5.59621909606
-1168689.6197,19.0032911728,-13.016656142,-7.93883238554,13.5672223546
-1197067.37637,17.4924082588,-15.2093881885,-10.739348674,11.0802018032
-1225159.79263,15.49463281,-16.8285694945,-11.780825464,-2.13088050461
-1252871.82119,13.0999485212,-17.6698223084,-11.0355553846,-14.5862598406
-1280100.68378,10.410573744,-17.5541774698,-8.70547811749,-14.205480976
-1306735.42384,7.53706843379,-16.3498203491,-5.04780636513,-1.46266651292
-1332656.43781,4.59418920697,-13.9926457992,-0.369460147753,10.9335488336
-1357734.98419,1.69663802105,-10.5030826321,4.83927417554,11.8103165526
-1381832.66951,-1.04515102552,-5.99677353104,9.78634179462,2.81925390652
-1404800.91025,-3.52904457521,-0.68709144828,13.4440375702,-5.23123132078
-1426480.37003,-5.66492363796,5.12187069224,14.8535285474,-5.37939195663
-1446700.37108,-7.37794543886,11.0522980542,13.543421403,-1.0289906257
-1465278.27926,-8.61123285718,16.6790090047,9.81953744396,0.518152253011
-1482018.8618,-9.32788930244,21.5633675616,4.71743813844,-2.04010006693
-1496713.61704,-9.51226137752,25.2918643582,-0.40927155249,-3.18759996442
-1509140.07532,-9.1703988845,27.5156553982,-4.46654206129,1.10787423744
-1519061.07045,-8.32969083828,27.9869186018,-7.04962373201,7.23231273534
-1526223.98097,-7.03769157886,26.5878754692,-8.49786494543,7.73459817188
-1530359.94054,-5.36018845627,23.3488111658,-9.55498610503,0.395284354019
-1531183.01686,-3.37859208355,18.4524776253,-10.8064889867,-8.3473085891
-1528389.35854,-1.18675165142,12.2237405454,-12.181045795,-9.88918737071
