delta,theta,alpha,beta,gama
-15295.4515733,-4.0493285111,10.3744376402,35.1021518796,-18.0307691551
-15936.3060755,-4.63110121741,9.28892587397,23.3427167863,-30.2962211906
-16597.0791889,-5.15464414753,7.60872294371,9.73899251688,-16.122941821
-17278.0179349,-5.58511553364,4.99833041754,-4.26576587664,5.2149475097
-17979.3403021,-5.88306137985,1.20267514298,-17.3481293707,14.3425107541
-18701.2311832,-6.00612408032,-3.8919420191,-28.3183064292,9.77870107165
-19443.8380579,-5.91123061451,-10.2114365801,-36.1338116052,2.74723453459
-20207.2664237,-5.55716726053,-17.4696735215,-39.9036269146,0.333488921633
-20991.5749827,-4.90742133008,-25.1714628986,-38.9390591702,-0.882575375174
-21796.7705888,-3.93314466338,-32.6446180456,-32.89980175,-5.50375503875
-22622.8029455,-2.61606600317,-39.099098244,-22.0048591187,-9.81647666977
-23469.5590381,-0.951161770325,-43.7076368686,-7.23058475586,-6.19373880108
-24336.8572814,1.05109722627,-45.6994056181,9.56632267927,4.78489568242
-25224.4413768,3.36308025831,-44.4564052222,25.6917368694,12.3546499624
-26131.9738714,5.93904617853,-39.6014104157,37.9839957789,8.22183305803
-27059.0293986,8.71502076397,-31.0665993847,43.5956848292,-2.59865245851
-28005.0875719,11.6095861618,-19.133619187,40.9960784301,-8.0095266343
-28969.5255009,14.5256218011,-4.43873993066,30.7193737409,-4.26068984812
-29951.6099072,17.3529792594,12.0594394325,15.3806176249,0.428033347361
-30950.4888202,19.9720208563,29.1481579255,-1.15326890957,-1.06793133948
-31965.182831,22.2579070211,45.459009102,-15.081097438,-3.94996862031
-32994.5758793,24.0854764018,59.5878534551,-23.8739587479,0.843486850935
-34037.4055524,25.3345238138,70.2246007253,-26.8711554901,10.9887545778
-35092.2528776,25.8952502741,76.2799651961,-25.0925218084,12.7118633584
-36157.5315869,25.6736448057,76.9963570277,-20.4461964484,-0.908156620374
-37231.4768258,24.5965572211,72.0315066676,-14.7557555087,-17.5389021041
-38312.1332769,22.6162302873,61.5060094891,-9.07575423486,-18.0156759432
-39397.3426656,19.714072817,46.0093950323,-3.59387673072,0.122220136195
-40484.7306282,15.9034705276,26.5632282489,1.90229914224,18.0424890998
-41571.6929258,11.2314609468,4.54391144246,7.35858093144,17.1414571747
-42655.3809856,5.77914572405,-18.4281062566,12.0823957092,0.452226186957
-43732.6867414,-0.339228978161,-40.6225965528,14.9495535673,-12.4530121505
-44800.2267417,-6.97853156108,-60.3448110711,15.0637139464,-9.69553375276
-45854.3254851,-13.9662916518,-76.078204926,12.4129761788,0.500311588294
-46890.9979442,-21.1074280258,-86.6114682056,8.04973897849,3.45280541593
-47905.931238,-28.190003383,-91.1384025061,3.62374616887,-2.03977173234
-48894.4654172,-34.9918123072,-89.3219849065,0.515759365028,-3.89078370583
-49851.57333,-41.2875799209,-81.3175503613,-0.915852075611,4.56570798893
-50771.8395472,-46.856529168,-67.7539727664,-1.50625366808,13.597183878
-51649.4383213,-51.4900556576,-49.6755290081,-2.7116987564,9.20211716061
-52478.1105473,-54.9992315392,-28.4504602235,-5.56594061754,-7.52738506498
-53251.1396853,-57.2218548002,-5.65495290374,-9.77814113384,-19.6616407736
-53961.3266056,-58.0287724358,17.0568205339,-13.5839551706,-13.9107901894
-54600.9633221,-57.3292367245,38.0849793331,-14.5670077475,4.01184656535
-55161.8055892,-55.0750957617,56.0070201586,-11.0695581345,16.632168663
-55635.0443397,-51.2636615066,69.6814762527,-3.37432304511,14.3805447738
-56011.2759375,-45.9391396334,78.3241658251,6.10462537818,3.47000839628
-56280.4712114,-39.1925478415,81.5519440209,13.8308867607,-5.04376594739
-56431.9432334,-31.1600971767,79.3920295742,16.845340209,-8.2085999204
-56454.3138004,-22.0200626975,72.2580800513,14.2257081037,-9.80251342966
-56335.4785812,-11.9882204504,60.896994156,7.51152121618,-9.99106709459
-56062.5708811,-1.31197789763,46.3126630467,-0.122628302975,-3.42183548782
-55621.9239867,9.73662688724,29.6744144331,-5.48480798558,10.5509182802
-54999.0320469,20.8688375572,12.2186189703,-6.90988059314,21.1240291616
-54178.5094546,31.7877473441,-4.8481091505,-4.93263690823,15.4810015875
-53144.0486869,42.1972443526,-20.4363729815,-1.7690093575,-5.02795993791
-51878.3765566,51.8110471259,-33.6456400021,0.0731056137668,-22.8898011449
-50363.2088204,60.3615429128,-43.8153673782,-0.736257707869,-21.6012986696
-48579.2030951,67.6081401642,-50.5530726216,-3.63520260426,-3.10398503112
-46505.910047,73.3448429223,-53.7391732944,-6.6204301595,14.7665526216
-44121.7228375,77.4067646525,-53.5105017575,-7.55466820433,17.683015714
-41403.8248008,79.6753358509,-50.2258906725,-5.47510553153,8.29118654175
-38328.1353236,80.0820188997,-44.4181257828,-1.07482198441,-0.903045720746
-34869.2538783,78.6104080045,-36.7370817549,3.86851259849,-4.16887328315
-31000.4021639,75.2966505897,-27.8891176724,7.6232342085,-6.75710911831
-26693.3643067,70.2281833048,-18.5777388201,9.39922949723,-12.5030809085
-21918.4250731,63.5408328514,-9.45009903514,9.4788981729,-13.9703871933
-16644.3060434,55.4143903127,-1.05313202938,8.63394232023,-1.37767640101
-10838.0996847,46.0668253815,6.19795872503,7.34768515401,20.0719957565
-4465.20125964,35.7473526222,12.0372563487,5.41056064984,29.4858141215
2510.76149458,24.728593333,16.3512731018,2.13607957366,12.2388164117
10128.0009777,13.298099131,19.168371521,-2.97058962194,-19.7815500902
18426.6446973,1.74952109958,20.6362991396,-9.5228901272,-36.3339265542
27448.8126736,-9.62627927102,20.9906973843,-15.9811890668,-19.9866229493
37238.6973648,-20.549879188,20.518189983,-20.0270142951,14.0002919353
47842.646204,-30.7614151862,19.5180307269,-19.4811682141,32.7804570425
59309.246848,-40.0279094858,18.2662391461,-13.3726263052,20.1707510711
71689.4152391,-48.1495696957,16.9857090701,-2.64460204978,-7.8201395706
85036.4865896,-54.9648670896,15.8250496834,9.90512455222,-22.3359157834
99406.3094028,-60.3542446003,14.8479167508,20.509343548,-12.697806413
114857.342646,-64.2423611669,14.0333900936,25.7957406592,5.41510901095
131450.756184,-66.5988358903,13.2867597917,24.0565659049,11.1006877039
149250.534602,-67.437505874,12.4590775793,15.9062816631,1.90496214725
168323.584528,-66.8142552634,11.3730670226,4.07684516391,-6.88462105185
188739.845606,-64.8235212783,9.85237207473,-7.58484743881,-3.47473163754
210572.405215,-61.593636745,7.75071067747,-15.5604537083,6.29355401377
233897.617061,-57.2812140208,4.97749644469,-17.9675809515,8.4468831443
258795.22374,-52.064803829,1.51697278834,-15.1497301051,-0.0991064011975
285348.483372,-46.1380745394,-2.56122723163,-9.26804997598,-8.1540556919
313644.300417,-39.7027643714,-7.10118584105,-3.12641330334,-5.93692882975
343773.360762,-32.9616653842,-11.8695904544,1.13137490892,2.01980319257
375830.271142,-26.1118915136,-16.5735226188,2.80979392486,4.13036440996
409913.702973,-19.3386581618,-20.8852656725,2.64751124193,-1.46147215039
446126.540645,-12.8097649478,-24.471463403,2.14365209084,-4.4257577443
484576.034348,-6.67093691968,-27.0235734983,2.62906102413,2.16529477862
525373.957432,-1.04214732896,-28.2866120129,4.52102657859,10.3130164755
568636.768313,3.9849829319,-28.0836019741,7.06528846182,6.93458680703
614485.776879,8.34863739171,-26.3338088425,8.64820625316,-7.29878774093
663047.315314,12.0170697615,-23.0634714502,7.57419343801,-16.0969793524
714452.913251,14.9877021098,-18.4081450552,3.05513938445,-7.08497457521
768839.477143,17.2851350188,-12.6062030724,-4.02338086127,11.2225528496
826349.47373,18.9581937489,-5.98372561564,-11.0741167772,17.4813571667
887131.117414,20.0761629025,1.06816034065,-14.770201772,2.86214549959
951338.561375,20.724387525,8.12169853781,-12.669062944,-16.5186531566
1019132.09216,20.9994396953,14.7443411161,-4.67731530307,-16.9353032016
1090678.32748,21.0040545503,20.5312356055,6.4800087291,4.37478340061
1166150.41696,20.8420361814,25.1354368976,16.1710786901,23.7674527362
1245728.24539,20.6133318896,28.2931794235,19.8569558515,17.5933655532
1329598.63814,20.4094649608,29.8420746769,15.2753537248,-9.64752064457
1417955.56842,20.3094940244,29.7307492495,3.70109792554,-29.2039114968
1511000.3657,20.3766360775,28.0192027725,-10.4251283885,-20.0060817921
1608941.92499,20.6556587091,24.8700534479,-21.3823761479,8.51246050524
1711996.91622,21.1711143405,20.5317271498,-24.6786697972,27.9227384266
1820389.99329,21.9264540719,15.3154025893,-18.994025926,21.3644803823
1934354.00196,22.9040219172,9.5680647122,-6.67178529796,-1.54878917143
2054130.1859,24.0658920636,3.64427826704,7.4042312277,-18.6247418514
2179968.39012,25.3554853039,-2.12061807083,17.9822526119,-18.1012186957
2312127.2609,26.6998952602,-7.43322990971,21.6883955739,-5.76713532847
2450874.44127,28.0128573628,-12.0584315886,18.3543110439,5.91084226446
2596486.76115,29.198286058,-15.8278498582,10.8119724884,10.01613401
2749250.4211,30.1542834709,-18.6403143165,3.23127087518,7.31625409456
2909461.16836,30.7774962297,-20.4553766867,-1.17083756589,1.98122544494
3077424.46417,30.9676736581,-21.2820336472,-1.8309378107,-1.81617440008
3253455.64071,30.6322622857,-21.1653790818,-0.995990246948,-1.80770024702
3437880.04642,29.6908677382,-20.1738951628,-2.18854322361,0.451535856324
3631033.17781,28.0794222147,-18.3895614258,-7.78874291866,0.205530225941
3833260.79623,25.7539023079,-15.9021709689,-17.1260248177,-5.17034120303
4044919.02751,22.693446845,-12.8083345282,-26.2761525137,-11.0058275328
4266374.44238,18.9027322559,-9.21471100119,-29.831189207,-8.27459075214
4498004.11555,14.4134822449,-5.24407925255,-23.7640440038,5.83645980821
4740195.66084,9.28501837331,-1.04213276801,-7.84493525473,21.1815771857
4993347.23971,3.60378710983,3.21741073023,13.7043819995,21.8076334702
5257867.54056,-2.51817300594,7.33160832508,33.7042961474,2.40045000358
5534175.72558,-8.94582238598,11.072725291,44.9810288838,-22.9540655907
5822701.34199,-15.5247166077,14.1993114457,43.4368286628,-31.5054584643
6123884.19441,-22.0855095306,16.4738678202,29.7915200273,-13.9370245387
6438174.17471,-28.4492448217,17.6856315084,9.1395299562,14.7685378741
6766031.04557,-34.4333014124,17.6757564807,-11.4367378427,29.2878408792
7107924.17401,-39.8577987159,16.3618167943,-25.8526852184,19.5619096867
7464332.21088,-44.5521557744,13.7591206786,-30.965057516,-0.558182130112
7835742.71245,-48.3614216482,9.99663069323,-26.7919298623,-12.323107507
8222651.69989,-51.1520519038,5.32434942145,-15.7755451125,-14.511802941
8625563.15251,-52.8169522133,0.107949691318,-2.19259748096,-17.8083110804
9044988.43037,-53.2796973567,-5.19269332072,8.34367048383,-18.7294870503
9481445.62179,-52.4978180132,-10.0613463406,10.3450878239,2.41499068489
9935458.81161,-50.465023451,-13.9764902191,1.19622472494,44.2121600555
10407557.2658,-47.2122703358,-16.4701361782,-16.2758104646,61.1044738964
10898274.528,-42.8076641709,-17.1875651906,-33.6387086276,9.35903934199
11408147.4242,-37.3552221127,-15.9402550973,-40.071345779,-79.6933304553
11937714.9698,-30.9925199679,-12.7439056188,-27.6672469013,-107.024598121
12487517.1774,-23.8872411379,-7.83447313232,3.91814689925,-17.0406408805
13058093.7585,-16.2326836047,-1.65786911138,45.9551730051,113.819100896
13649982.7161,-8.24234441736,5.16722042484,83.2189953373,141.467542714
14263718.8241,-0.143745601018,11.9101629225,99.7908776419,19.8621175983
14899831.989,7.82832136509,17.8065028493,85.7874742566,-129.891995056
15558845.4885,15.4389497306,22.1446554167,42.1425717545,-147.128806017
16241274.0841,22.4604696254,24.3509100501,-18.8419174121,-15.2238091155
16947622.0021,28.6797758808,24.062143559,-77.7168307691,119.095149979
17678380.7776,33.9053985716,21.1767542707,-115.239289133,116.281652987
18434026.9577,37.9740841786,15.8767638461,-119.724289502,-0.732460426836
19215019.6575,40.7566609106,8.61740756063,-91.2515388441,-88.4230363286
20021797.9636,42.1629690161,0.0843943208055,-41.0508137388,-59.1446741853
20854778.1786,42.1456518579,-8.87704075658,13.4468352179,26.9611813137
21714350.8997,40.7026349272,-17.3535497462,55.5887757252,54.6212861261
22600877.9254,37.8781682699,-24.4649988054,75.5079277054,-0.306322033078
23514688.9807,33.7623611261,-29.4636723808,72.7691973315,-53.5407580484
24456078.2526,28.4891861177,-31.8194544334,54.8644776514,-30.7605756861
25425300.7268,22.2329793186,-31.2807290065,32.642780795,38.6533387816
26422568.3144,15.2035138309,-27.9036348098,15.0418367709,66.0984678894
27448045.7573,7.63977106315,-22.0461405133,5.56939934578,18.0811406956
28501846.2978,-0.197421959901,-14.327643821,1.92946138483,-46.9160765435
29584027.1005,-8.03367313023,-5.55883127025,-1.40710898261,-56.1238151336
