delta,theta,alpha,beta,gama
9.52038665065e+19,-5.09605841254,-9.91133041609,0.0515369289703,7.86167907882
9.90614648958e+19,-4.09519114146,-10.1473586915,3.73216808807,0.913271680841
1.03038553914e+20,-3.01392706722,-9.71165736545,6.54423621132,-7.78938135286
1.07136802117e+20,-1.87375331613,-8.62294420357,8.11715008946,-9.34264936471
1.11357752862e+20,-0.697222862123,-6.95387982436,8.41961919998,-1.77733123935
1.1570280908e+20,0.492509744019,-4.82784768566,7.61935044316,7.26052802316
1.20173216906e+20,1.67214379908,-2.41007388064,5.94829769743,8.71155980531
1.24770048082e+20,2.81868051936,0.106339844428,3.63699551068,1.75373724141
1.29494181059e+20,3.90986093612,2.51812532912,0.898304928501,-6.00178239623
1.34346280718e+20,4.92458764808,4.63136724196,-2.06801913198,-7.09652140203
1.39326776625e+20,5.84332467846,6.2806034831,-5.04689535619,-1.45866220994
1.44435839738e+20,6.64846927524,7.34526376915,-7.75489990822,4.7171374735
1.49673357472e+20,7.32468930365,7.76148402191,-9.79201656977,5.74721587545
1.55038907031e+20,7.85922385526,7.52791235788,-10.6435731139,1.46781144909
1.60531726921e+20,8.24214694584,6.70484600987,-9.7841571187,-3.64535493277
1.66150686533e+20,8.46658936958,5.40676136373,-6.90790276681,-5.18681566557
1.71894253707e+20,8.52890993327,3.78903835827,-2.20524387575,-2.35633140982
1.77760460175e+20,8.4288103923,2.03040838167,3.49598623596,2.28367005766
1.83746864764e+20,8.16939408192,0.31321390677,8.87673589293,5.26789238606
1.89850514261e+20,7.75716927981,-1.1961976457,12.5406047841,4.34381403517
1.96067901821e+20,7.20199413068,-2.36473345337,13.5028538253,-0.31187720311
2.02394922802e+20,6.51695683885,-3.10560528566,11.5270192218,-5.56937998234
2.08826827891e+20,5.71818495402,-3.38582369429,7.1801929521,-6.77284439502
2.15358173419e+20,4.82457974583,-3.22742991355,1.61868998561,-1.78357035917
2.21982768701e+20,3.85747317712,-2.70248030036,-3.78719220259,5.70139684256
2.2869362028e+20,2.84020222921,-1.92255264779,-7.85762877866,8.44113344798
2.35482872931e+20,1.79759394539,-1.02416953339,-9.90950897104,3.01147129285
2.4234174726e+20,0.755361302677,-0.151891245221,-9.85744927381,-5.52510063021
2.49260473763e+20,-0.26057979466,0.559039908366,-8.08744535756,-8.2825952268
2.56228223158e+20,-1.22485518533,0.99864238349,-5.20416483312,-2.48658195551
2.63233032841e+20,-2.11341631275,1.09505068188,-1.80731292712,5.07103057933
2.70261729281e+20,-2.9043335418,0.822984803942,1.60592909674,5.97903618246
2.77299846183e+20,-3.57856319119,0.207021189563,4.61652266197,0.167133427415
2.84331538216e+20,-4.12065077302,-0.680630114588,6.81392028011,-4.52731294012
2.91339490134e+20,-4.51933673016,-1.72763874468,7.77061762223,-2.49787435696
2.98304821088e+20,-4.76804003418,-2.79369867581,7.11176487587,2.8333126554
3.05206983919e+20,-4.86519492406,-3.72610548489,4.70129951,4.11057955324
3.12023659238e+20,-4.81440303311,-4.37699465847,0.90497182941,-0.145192893067
3.18730644078e+20,-4.62436329766,-4.62026022924,-3.269318563,-4.29773590172
3.253017349e+20,-4.30856642667,-4.36644044406,-6.41521135027,-3.80719478177
3.31708604732e+20,-3.88476920653,-3.57427548597,-7.3704354386,-0.494844676743
3.37920674216e+20,-3.37428411794,-2.25800633534,-5.90379399593,1.90647259871
3.43904976321e+20,-2.80113385758,-0.489807176557,-2.95884219633,3.40720135626
3.49626014492e+20,-2.19112249719,1.60302486188,-0.185201445161,5.401312843
3.55045613975e+20,-1.57086009279,3.84636056111,1.07052539047,5.26137837017
3.60122766061e+20,-0.966762291581,6.03294388321,0.709657508898,-1.42074312614
3.64813464999e+20,-0.404050054284,7.94077610909,0.0503263702848,-12.3200754428
3.69070537284e+20,0.0942086789027,9.35460942704,0.942486734755,-16.426207293
3.72843463045e+20,0.507966369321,10.0883960324,4.32196959484,-4.78393268344
3.76078189253e+20,0.820936657805,10.0063985745,9.21211749076,16.7676912146
3.7871693443e+20,1.02119071265,9.04077700412,12.9543092185,28.82955709
3.80697984574e+20,1.10159683735,7.20363376242,12.6191227844,16.0177160222
3.81955479961e+20,1.06009113042,4.59183722952,6.77104748179,-15.135133129
3.82419192527e+20,0.899772541236,1.38357767857,-3.44955018189,-37.8069656304
3.82014293484e+20,0.628823951142,-2.17355167101,-14.562930757,-28.6964981696
3.80661110849e+20,0.260263237245,-5.78229782505,-22.2294763618,7.36276889685
3.78274876531e+20,-0.18847515738,-9.12185983371,-23.2471266328,38.6613001357
3.74765462655e+20,-0.696126964369,-11.8781310778,-17.0548152906,36.2236041063
3.70037106753e+20,-1.23834328668,-13.7751433361,-5.96978417281,2.81999163832
3.63988125488e+20,-1.78857215923,-14.6043602359,5.94699377107,-29.8422726528
3.56510616556e+20,-2.31904581368,-14.2484775999,14.7721547658,-33.4483610212
3.4749014841e+20,-2.80184295948,-12.6968954857,18.3486011276,-10.028839639
3.3680543747e+20,-3.20999879264,-10.0509046444,16.8723068841,14.5806843714
3.24328012454e+20,-3.51863444487,-6.51768734464,12.2920632034,20.3007999116
3.09921865498e+20,-3.70607137279,-2.39335633687,7.02495854882,10.5081769692
2.93443089735e+20,-3.75488856476,1.96361768241,2.76288071262,0.862816973036
2.74739502976e+20,-3.65287281879,6.16621134542,-0.0448416310732,-1.98563832001
2.53650257205e+20,-3.39380518913,9.83668696438,-1.91619765626,-4.31834006001
2.30005433549e+20,-2.97802876909,12.6446579373,-3.61970405229,-10.7440684789
2.03625622429e+20,-2.41275747961,14.3412607621,-5.55607897525,-14.252928935
1.74321488607e+20,-1.71210005416,14.7855181354,-7.57715890579,-5.3178428308
1.4189332084e+20,-0.896783564486,13.9597438604,-9.20644011684,12.67879289
1.06130565885e+20,0.00642525448098,11.9719845985,-9.99317591418,23.2387934564
6.68113466014e+19,0.965585168593,9.04489064049,-9.73555381833,14.0005907932
2.37019639116e+19,1.94470557424,5.49200396347,-8.45354531864,-8.3374419333
-2.34436175893e+19,2.90510138825,1.68403016326,-6.18511017489,-23.4072280484
-7.48843005855e+19,3.80693809638,-1.99114123961,-2.8369576553,-17.8212233394
-1.3089240273e+20,4.6109102572,-5.17024466286,1.70012217847,1.5661782348
-1.9175422124e+20,5.27998250209,-7.55367338704,7.19533704994,16.101919705
-2.57770614532e+20,5.78111442242,-8.93742736717,12.7557650839,14.9974693823
-3.29257601031e+20,6.08688749165,-9.23441824864,16.857645426,3.93008929895
-4.06546975235e+20,6.17695036018,-8.48276171099,17.84307103,-4.91375019045
-4.89986941124e+20,6.03919876818,-6.84016048454,14.6845784529,-6.80454644387
-5.79942762952e+20,5.67061483854,-4.56499666694,7.63225898475,-5.80182044263
-6.76797433455e+20,5.07771226791,-1.98610529177,-1.60538012364,-5.24573266051
-7.80952359468e+20,4.27656250383,0.535657062689,-10.2980627201,-2.69839511816
-8.92828064917e+20,3.29240090965,2.64999695977,-15.6489671105,4.00175667169
-1.01286491114e+21,2.15883082699,4.05927014322,-15.9237701295,10.1374993313
-1.14152383446e+21,0.916662107096,4.555318341,-11.2589717363,8.40838522762
-1.27928710083e+21,-0.387565607887,4.04670545707,-3.73698394464,-0.953905523255
-1.42665907751e+21,-1.70331711518,2.57288432653,3.3798107395,-8.81833647389
-1.58416702153e+21,-2.97798815285,0.303198830562,6.99102384242,-7.54325017848
-1.75236188466e+21,-4.15895014716,-2.47964344633,5.52788002442,0.0388611922921
-1.93181913483e+21,-5.19563334847,-5.41015995968,-0.26828287862,4.56759487004
-2.12313959351e+21,-6.04156804048,-8.08158621569,-7.56601461897,1.77870018052
-2.3269502888e+21,-6.65630457184,-10.0937320094,-12.624971486,-2.88302290008
-2.54390532391e+21,-7.00713405202,-11.1017471086,-12.4376021666,-1.94453271168
-2.77468676044e+21,-7.07053736489,-10.8600852082,-6.10538670065,4.20948844702
-3.02000551617e+21,-6.83330276147,-9.25641725884,4.65803121109,7.60753209577
-3.28060227654e+21,-6.2932700983,-6.33135549161,16.1191612244,2.64427339762
-3.55724841945e+21,-5.4596762957,-2.28140813593,23.9763320514,-6.53907717811
-3.85074695238e+21,-4.35308679356,2.5556240072,25.0881865632,-10.2730825939
-4.16193346116e+21,-3.00490696546,7.73168944283,18.7650946254,-4.36395699606
-4.49167706938e+21,-1.4564804734,12.7329703479,7.0614787778,5.01726209758
-4.84088140727e+21,0.242202710376,17.0332022685,-6.0745747274,8.36024101464
-5.210485589e+21,2.03415005869,20.1501009161,-16.4230205597,3.49215189588
-5.60146519682e+21,3.85730804757,21.6986799497,-21.1595178462,-2.67691197483
-6.01483327065e+21,5.64673100199,21.4354376483,-19.8389161601,-3.09516575969
-6.45164130127e+21,7.33689356468,19.2883052009,-14.2931962327,1.04463686801
-6.91298022534e+21,8.86405822927,15.3688290056,-7.54270450146,2.6956894997
-7.39998141993e+21,10.1686089518,9.96506022027,-2.28027224606,-1.44776622271
-7.91381769445e+21,11.197261631,3.51575942248,0.316341611557,-6.53561443509
-8.45570427719e+21,11.9050640089,-3.43142769015,0.88255177105,-5.59552938492
-9.02689979391e+21,12.2571050588,-10.2733936711,1.20181643031,1.85622593911
-9.62870723536e+21,12.2298656522,-16.410882565,2.99918746322,8.97220962547
-1.02624749104e+22,11.8121568525,-21.3073552416,6.85878879344,8.91910590001
-1.09295973812e+22,11.0056136442,-24.5411093122,11.8304719586,1.73116626152
-1.16315163772e+22,9.8247382297,-25.8450835961,15.9026399983,-6.35400670276
-1.23697216826e+22,8.29651048634,-25.130187107,17.0415861442,-9.29366755476
-1.31457519942e+22,6.45959727487,-22.4899632939,14.2014978347,-6.14046069101
-1.39611957445e+22,4.36319511636,-18.1866721249,7.76623099952,-0.224142144095
-1.48176918841e+22,2.06554156237,-12.6210285276,-0.732573438355,4.93214558961
-1.5716930619e+22,-0.367864511521,-6.28954701138,-9.33787337782,7.80238026012
-1.6660654097e+22,-2.86628905634,0.265411613725,-16.3628048328,7.60579606749
-1.7650657035e+22,-5.35598570752,6.50732315844,-20.7217672355,3.17521415719
-1.86887872831e+22,-7.76255564945,11.9535916319,-21.8565814077,-4.9539985935
-1.97769463157e+22,-10.0133715393,16.215578879,-19.4874121139,-12.0092742463
-2.09170896437e+22,-12.0399816253,19.027333573,-13.5076167876,-11.3847050961
-2.21112271371e+22,-13.7804074791,20.2611583647,-4.20302207138,-1.50025731587
-2.33614232524e+22,-15.1812511832,19.9295608923,7.32229168528,10.6893030582
-2.46697971508e+22,-16.1995306235,18.1744827713,18.8868623906,15.1454525907
-2.60385227018e+22,-16.8041678708,15.2458257926,27.5049964324,8.23770094685
-2.74698283567e+22,-16.9770678351,11.4720835287,30.267796315,-4.00049991813
-2.89659968844e+22,-16.713740662,7.22632249661,25.5221882943,-12.047792945
-3.05293649549e+22,-16.0234396993,2.89086125376,13.7951370294,-11.266559452
-3.21623225585e+22,-14.9288079341,-1.17621301884,-2.04746653718,-4.15553193674
-3.38673122466e+22,-13.4650474376,-4.6699985943,-17.5912203369,3.79877290401
-3.56468281819e+22,-11.6786428144,-7.36107920565,-28.3407245627,8.69194944623
-3.75034149799e+22,-9.62568481749,-9.10973382382,-31.2735474212,9.08682195083
-3.9439666329e+22,-7.36985945442,-9.87143363644,-25.8671681809,4.8738907525
-4.1458223373e+22,-4.98018432111,-9.69379131893,-14.2080806943,-2.47019472897
-4.35617728369e+22,-2.52858078157,-8.7057633384,-0.149200504139,-8.82374610023
-4.5753044883e+22,-0.0873709419864,-7.10040884489,12.1367863021,-9.26663866635
-4.80348106749e+22,2.27321089518,-5.11294620172,19.6021393272,-2.91896505526
-5.04098796361e+22,4.48740180827,-2.99618555041,21.1797554807,4.94306128282
-5.28810963797e+22,6.49610217568,-0.995568872707,17.7700842003,7.61806172479
-5.54513372932e+22,8.2487959809,0.673975898334,11.491075698,3.95790175572
-5.81235067563e+22,9.70512683076,1.84734155629,4.62360291386,-0.904746143549
-6.09005329717e+22,10.8360662544,2.42303723349,-1.2448386896,-2.09755903995
-6.37853633857e+22,11.6246262873,2.37035217915,-5.53407177169,-0.483567483927
-6.6780959678e+22,12.066092933,1.72949063917,-8.39731764111,-0.314233989146
-6.98902922937e+22,12.1677857119,0.605032332546,-10.1249563245,-2.8035355806
-7.31163344947e+22,11.9483738471,-0.846305352358,-10.6567630577,-4.43087283906
-7.64620559023e+22,11.436795323,-2.43224077337,-9.54937294279,-1.90399036434
-7.99304155029e+22,10.670829177,-3.94432607848,-6.4393884784,3.22687385069
-8.3524354086e+22,9.6953739171,-5.17859053912,-1.66698134166,6.38395810799
-8.72467860828e+22,8.56049500645,-5.95574459549,3.45932214464,5.31366509693
-9.11005907698e+22,7.31931966492,-6.13917810078,7.082092982,1.68585966713
-9.5088602799e+22,6.0258700266,-5.64905921374,7.7477039907,-2.29633076731
-9.92136020156e+22,4.73292967987,-4.47115169729,5.31650288701,-6.23504373707
-1.03478302517e+23,3.49003313101,-2.6594912928,1.20459263674,-9.1756111749
-1.07885340907e+23,2.34165611317,-0.332693692728,-2.28345978312,-7.33649220978
-1.12437263686e+23,1.32567279433,2.33572721334,-3.19429428536,2.10855215613
-1.17136513731e+23,0.472134995655,5.13213215791,-1.02286673933,14.4701352859
-1.21985415789e+23,-0.197589185669,7.82123680639,2.96392334806,18.24571553
-1.26986160923e+23,-0.671305023069,10.1665118486,6.35386484365,6.18249211637
-1.32140789829e+23,-0.946117603297,11.9505653673,6.84189018227,-14.1989000188
-1.37451174947e+23,-1.02821140247,12.9937554019,3.49193162745,-24.6267353851
-1.42919001266e+23,-0.93230002907,13.169654856,-2.61932867835,-13.8441415535
-1.48545745737e+23,-0.680770083888,12.4163275077,-8.75697129996,9.14347867114
-1.54332655172e+23,-0.302555553456,10.7426576166,-11.7954219702,22.7516703347
-1.60280722528e+23,0.168212282013,8.22931151611,-9.80967643775,15.1057400572
-1.66390661441e+23,0.693730240545,5.02428450656,-3.17015929699,-3.70076303314
-1.72662878879e+23,1.23417000135,1.33332568519,5.45727603567,-13.8271942091
-1.79097445782e+23,1.74938427759,-2.59419490284,12.2453033309,-8.05781800485
-1.85694065519e+23,2.20060438517,-6.48313862821,13.9445691546,2.21972137567
-1.92452040015e+23,2.55206454903,-10.0529860236,9.42172338639,3.43443003534
-1.99370233385e+23,2.77249674721,-13.0392566873,0.281551662762,-3.1771136586
-2.06447032878e+23,2.83644408706,-15.2143156954,-9.74763585874,-5.28754177536
-2.1368030697e+23,2.72534019319,-16.4059647835,-16.4297212435,2.56885666513
-2.21067360397e+23,2.42830567412,-16.512334706,-16.9034615621,11.2965313114
-2.2860488593e+23,1.94262406029,-15.5117539464,-10.9347686962,9.36160630803
-2.36288912695e+23,1.27387271928,-13.4665533872,-0.951469039194,-2.21009063326
-2.44114750811e+23,0.435701147993,-10.5201510722,9.12448725474,-11.363031143
-2.52076932131e+23,-0.550723586626,-6.88716400218,15.6713124181,-9.73542211925
-2.60169146854e+23,-1.65755653875,-2.83682466931,16.9193801687,-1.30372261251
-2.6838417578e+23,-2.85134100318,1.32922457935,13.4922972853,4.34310476677
-2.76713817963e+23,-4.09424659248,5.3027994866,7.69426512413,3.78961639744
-2.8514881351e+23,-5.34543038017,8.79609326188,2.01710468409,2.04636533873
-2.93678761287e+23,-6.56247934615,11.5667298247,-2.22499886419,3.97543310318
-3.02292031264e+23,-7.70290149853,13.4381210639,-5.34518204617,6.7885581692
-3.10975671238e+23,-8.72563195784,14.3129027722,-8.58643100057,3.52583111195
-3.19715307664e+23,-9.59250874507,14.1782254846,-12.7401906797,-6.8081180662
-3.2849504033e+23,-10.2696629531,13.102764841,-17.0076516527,-15.6387258771
-3.37297330581e+23,-10.7287655926,11.2262708122,-18.9471658043,-13.134319662
-3.46102882823e+23,-10.9480795809,8.74318525758,-15.7176743071,0.838038868439
-3.54890519008e+23,-10.9132766413,5.88230917716,-5.99586102676,15.6596078345
-3.63637045805e+23,-10.6179908345,2.88472352519,8.57445062888,19.7676798248
-3.72317114166e+23,-10.0640921293,-0.0178331298255,23.3928574711,10.5371516133
-3.80903070964e+23,-9.26167581742,-2.62214590627,32.5967436574,-5.00723975366
-3.89364802399e+23,-8.2287747574,-4.76865946851,31.7161443669,-16.9659754262
-3.97669568841e+23,-6.99080637057,-6.35140825215,19.9868501493,-18.9489883725
-4.05781830777e+23,-5.5797686733,-7.32210104262,1.10767477038,-10.1986837158
-4.13663065531e+23,-4.03320750327,-7.68835976977,-18.063724195,4.71702046033
-4.21271574382e+23,-2.39298867637,-7.50676943008,-30.3707676677,17.3922340495
-4.28562279749e+23,-0.703918918445,-6.87193003801,-31.457979981,19.6948571851
-4.35486512038e+23,0.987733487653,-5.90304147181,-21.6331220925,9.66000708982
-4.41991785793e+23,2.63576269276,-4.72968228362,-5.60556495382,-6.08358227632
-4.48021564751e+23,4.19553725,-3.47835410561,9.74974493048,-17.0004660208
-4.53515015398e+23,5.62544709375,-2.26107791791,18.5091874087,-16.7696733299
-4.58406748615e+23,6.88823383641,-1.16698082105,18.2019700337,-7.32001908939
-4.62626549001e+23,7.95215104478,-0.257444909302,10.5495854281,4.3071951327
-4.66099091456e+23,8.79190862527,0.43509462149,0.235296715066,12.1011819628
-4.68743644572e+23,9.38937350785,0.905155151084,-7.52556299173,13.95665985
-4.70473760432e+23,9.73401567536,1.16984858007,-9.37263444265,9.96941808868
-4.71196950363e+23,9.82309701013,1.26310291926,-5.09447951398,0.716842290506
-4.70814346222e+23,9.66160522715,1.22933636904,2.60137799659,-10.9240877991
-4.692203468e+23,9.26194325881,1.11732966769,9.57852281177,-17.876550914
-4.66302248906e+23,8.64339513297,0.974883884833,12.2597572388,-12.9658406163
-4.61939862747e+23,7.8313981904,0.844641245482,9.20745846294,2.64594033732
-4.56005111204e+23,6.85665302419,0.761168752187,1.62759164975,17.0570011916
-4.4836161262e+23,5.75409805468,0.749132508108,-7.34992684736,17.463557614
-4.38864246755e+23,4.56177549341,0.822285290076,-14.1750209288,3.60842613106
-4.2735870356e+23,3.31962153411,0.983060308934,-16.3901390705,-10.915204545
-4.13681014448e+23,2.06821832661,1.22267720214,-13.476754796,-12.8524790839
-3.97657065792e+23,0.847545626135,1.52175060872,-6.78093694386,-3.35440288405
-3.79102094339e+23,-0.304230583198,1.8514621159,1.28124085892,4.79353164825
-3.57820164331e+23,-1.35189526738,2.17540490428,8.26971131838,3.25532359817
-3.33603626075e+23,-2.26421448802,2.4521660634,12.5340459651,-2.57804962932
-3.06232555772e+23,-3.01483413277,2.6385891938,13.5176800201,-2.24796528242
-2.7547417641e+23,-3.58302885013,2.69355676227,11.5844361172,5.20018124145
-2.41082259548e+23,-3.95428523487,2.58206799676,7.61809264855,9.76859232788
-2.02796507822e+23,-4.1207034443,2.27934808311,2.66561705839,3.63385546294
-1.60341918034e+23,-4.08120003179,1.77469822422,-2.24696484436,-8.28558359958
-1.13428124648e+23,-3.84149565774,1.07474544715,-6.18003727312,-13.594830285
-6.17487235643e+22,-3.41388032535,0.205636115722,-8.37805865096,-6.68698164223
-4.98057598963e+21,-2.81676605944,-0.78640877995,-8.48549408491,5.36381892806
5.72169077469e+22,-2.07405200575,-1.83672349199,-6.77683322595,11.4849223288
1.25202504629e+23,-1.21433290444,-2.86628821784,-4.1644827661,8.32886440663
1.99353935838e+23,-0.269982534318,-3.78815134015,-1.84001308184,1.34223858387
2.80068644308e+23,0.72385742402,-4.51563352879,-0.667379794795,-3.73884270799
3.67764593203e+23,1.73035448527,-4.9714141607,-0.672348851101,-6.46219812913
4.6288108559e+23,2.71210183325,-5.09638395962,-0.978082638715,-8.11171942471
5.65879605609e+23,3.63224827086,-4.85711457322,-0.301086013429,-6.62772915706
6.77244681458e+23,4.45561349519,-4.25096197048,2.21598937115,0.87517282155
7.97484770567e+23,5.14975718919,-3.30813073239,6.29836923055,11.2070406104
9.27133167325e+23,5.68596837938,-2.09040387695,10.4095746329,15.0339846494
1.06674893377e+24,6.04014309296,-0.686613726205,12.3643920486,6.45501200787
1.21691785367e+24,6.19352275171,0.794734743472,10.4353259438,-8.76692941771
1.37825341041e+24,6.13327038116,2.23497880006,4.38756816173,-17.4279669605
1.55139778917e+24,5.85286927761,3.51604263149,-4.13063294902,-11.9319738613
1.73702290382e+24,5.35233953198,4.53141818607,-12.1048395349,2.28987467329
1.935831449e+24,4.63827612456,5.19635649218,-16.3938782873,12.8050340116
2.14855797777e+24,3.72371437046,5.45623794488,-15.1457157238,12.270021278
2.37597000535e+24,2.62782593452,5.29215705283,-8.72753583367,3.77524696375
2.61886913928e+24,1.37544724505,4.72297816991,0.309157344219,-4.35448157819
2.8780922363e+24,-0.00355557211451,3.80350049481,8.27987883924,-6.95392160704
3.15451258639e+24,-1.47507589636,2.61884949729,11.993954123,-5.03302393561
3.44904112409e+24,-3.00169276627,1.27571225232,10.2076458588,-2.31529232089
3.76262766735e+24,-4.54370714708,-0.108529575757,4.20331476301,-0.662779322327
4.09626218396e+24,-6.06025107953,-1.41742026085,-2.80572797668,0.810631645362
4.45097608554e+24,-7.51042808175,-2.54641337455,-7.19778589405,3.14289497991
4.82784354904e+24,-8.85444929944,-3.41206820587,-6.70570950291,5.23892442456
5.22798286539e+24,-10.0547369374,-3.95865684287,-1.57244612078,4.80125021868
5.65255781502e+24,-11.076965118,-4.16167618258,5.51995965796,1.24649035059
6.10277906959e+24,-11.8910016769,-4.02802706287,10.7775710972,-3.2534486576
6.57990561926e+24,-12.4717151976,-3.59298990752,11.2196016058,-6.03359351336
7.08524622453e+24,-12.7996271172,-2.91461261117,6.17500287425,-6.3232972844
7.62016089146e+24,-12.8614069761,-2.06650215735,-2.42909869201,-4.43429533773
8.18606236882e+24,-12.6502155452,-1.13007157671,-11.0545516322,0.239524767797
8.78441766557e+24,-12.1658969197,-0.1870942637,-16.2026609431,7.70807799568
9.41674958654e+24,-11.4150160625,0.68685868451,-15.8750859275,13.5086377354
1.0084638284e+25,-10.4107368558,1.4277665791,-10.2301260943,10.0449120729
1.07897228223e+25,-9.17253549565,1.98715913133,-1.29414616405,-4.42966672704
1.1533702753e+25,-7.72574736135,2.33474137968,7.9752850402,-19.3743117192
1.2318339696e+25,-6.10095292879,2.45963457193,14.7772467775,-19.491285501
1.31454589243e+25,-4.33321302833,2.37025490921,17.2954315117,-1.34024938572
1.4016950946e+25,-2.46116683086,2.09289327816,15.078947439,19.9006463791
1.49347730815e+25,-0.52601434859,1.66904297612,8.97680888111,23.9315535644
1.59009510282e+25,1.42958186519,1.15148996264,0.740099257867,6.29460763452
1.69175804085e+25,3.36263304698,0.599259768605,-7.52559177601,-16.1487938539
1.79868282954e+25,5.23095958628,0.0717604180317,-13.8614832285,-22.12509826
1.91109347083e+25,6.99429513997,-0.377278264043,-16.8032566951,-7.56835816238
2.02922140728e+25,8.61533232751,-0.70536841059,-15.6052339011,11.1323576659
2.15330566376e+25,10.0606808786,-0.885692159841,-10.4143561982,15.3993701838
2.28359298399e+25,11.3017089309,-0.909883369063,-2.37048457642,3.93353441018
2.42033796131e+25,12.3152408249,-0.78882078215,6.50131462426,-7.86684811094
2.56380316263e+25,13.0840847998,-0.551340716542,13.7188532741,-6.85290155251
2.71425924487e+25,13.5973650321,-0.241030258321,17.0604922931,3.1575051222
2.87198506289e+25,13.8506441879,0.0886159574511,15.3775188119,7.75766245568
3.03726776795e+25,13.8458432429,0.380361489169,9.18113661822,0.488231283503
3.21040289579e+25,13.5909827349,0.580305087423,0.660015286032,-9.62347968621
3.39169444315e+25,13.0997711241,0.645180313535,-7.05968016973,-9.94467959866
3.58145493181e+25,12.3910537149,0.548853940651,-11.2331897925,0.409868448873
3.78000545882e+25,11.4881289415,0.286921815793,-10.7852286248,10.6505693752
3.98767573194e+25,10.4179466209,-0.12141193856,-6.81629780522,11.6986417204
4.20480408886e+25,9.21021514012,-0.634521079007,-1.95496285693,4.7468741944
4.43173749895e+25,7.89645258813,-1.19249751165,1.12491002316,-3.70104123891
4.66883154624e+25,6.50902008841,-1.72374498145,1.17833014258,-9.94258789617
4.91645039199e+25,5.08017253421,-2.15326279211,-1.00305822976,-12.829992935
5.17496671559e+25,3.64115202691,-2.41173868,-3.20097677071,-9.34507850668
5.44476163189e+25,2.22134291895,-2.44447842467,-3.20857124554,3.03522546086
5.72622458356e+25,0.847511029703,-2.21908734081,-0.202933486417,18.5327882395
6.01975320652e+25,-0.456844807875,-1.73082728767,4.75974036385,23.106619909
6.32575316669e+25,-1.67200165996,-1.00481281668,9.3543438532,7.79249830745
6.64463796614e+25,-2.78236394195,-0.0946596848867,11.2646295169,-18.1136564041
6.97682871654e+25,-3.77665091949,0.922290452977,9.36966125008,-31.7853805159
7.32275387804e+25,-4.64791930097,1.95263446605,4.24176310517,-18.4547542699
7.68284896113e+25,-5.39342277965,2.89661492433,-2.20278736885,11.9452427545
8.0575561895e+25,-6.01431670268,3.65876969021,-7.63639587199,32.2934318895
8.4473241214e+25,-6.51522348181,4.15828868115,-10.3389399114,24.2018644137
8.85260722714e+25,-6.90367900473,4.33788595118,-9.82570695813,-3.8959760095
9.27386542016e+25,-7.18948540667,4.17016714446,-6.85576444423,-25.5329709327
9.71156353908e+25,-7.38400412796,3.66071986793,-2.92051083249,-22.641335298
1.01661707779e+26,-7.49942834407,2.84753181708,0.479817488439,-1.80266068482
1.06381600614e+26,-7.54807080974,1.79684514948,2.4444471351,15.4572717241
1.11280073628e+26,-7.54169680544,0.596045912633,2.93782794225,15.4764663864
1.16361909602e+26,-7.49092762815,-0.655465135473,2.63699807627,3.3562327379
1.21631906284e+26,-7.40473945345,-1.8563165528,2.45253332121,-6.70677213204
1.27094867625e+26,-7.29008112999,-2.91300351501,2.96450626843,-7.24097513903
1.32755594289e+26,-7.15162796784,-3.74845774744,4.07280720439,-1.97447188649
1.38618873397e+26,-6.99167811275,-4.30843821779,5.05802958713,2.00735531986
1.44689467458e+26,-6.81018687632,-4.56508826892,5.01981727677,2.1722918238
1.50972102431e+26,-6.6049262962,-4.517377749,3.43483130776,0.443834991713
1.57471454868e+26,-6.3717540913,-4.18859461159,0.50179958145,-1.1083306349
1.6419213807e+26,-6.10497680101,-3.62147759412,-2.92757341589,-1.82628130399
1.71138687196e+26,-5.79779301469,-2.8718849242,-5.77626128788,-1.06397027162
1.78315543242e+26,-5.44280048637,-2.00199538655,-7.25498923774,1.73483738717
1.85727035813e+26,-5.03254905014,-1.07398089889,-7.16380049927,4.81549414478
1.93377364591e+26,-4.56012308205,-0.144933758681,-5.85250778852,4.22462147574
2.01270579411e+26,-4.01973718531,0.736456485447,-3.91555838517,-1.61266806948
2.0941055882e+26,-3.40732179896,1.53139602155,-1.81744729294,-8.10156977109
2.17800987011e+26,-2.72106391604,2.21099299935,0.342234190797,-7.97179074812
2.2644532899e+26,-1.96186190845,2.75536595358,2.78046497087,0.212210630609
2.3534680384e+26,-1.13366008536,3.15241184295,5.68920273506,8.85089368144
2.44508355914e+26,-0.243642752339,3.39659357862,8.78395326846,8.98920420056
2.539326238e+26,0.697721105133,3.48792249596,11.0741119798,0.796921786262
2.63621906844e+26,1.67678662522,3.43121321832,11.1314115949,-6.29980186302
2.73578129061e+26,2.67699372203,3.23559482799,7.82801274695,-4.99780326146
2.83802800187e+26,3.67926586757,2.91412893714,1.15620118087,0.96653468477
2.94296973639e+26,4.66252534329,2.48335540157,-7.37110865094,2.28568777372
3.0506120114e+26,5.60430583489,1.96271306775,-15.0325265504,-2.82992492312
3.16095483712e+26,6.48144619294,1.37389969915,-18.8672156326,-5.79057572473
3.27399218766e+26,7.27084370367,0.740219220193,-16.9338809785,0.303638388191
3.38971142952e+26,7.95023586627,0.0858884546683,-9.31228612181,9.8435928611
3.50809270444e+26,8.49898023074,-0.564686868582,1.6816070953,10.7407936199
