delta,theta,alpha,beta,gama,Color
4.16281061411e-06,4.16281061411e-06,4.33781862814e-05,0.010319669316,0.033838652755,blue
5.17353028608e-05,5.12694268838e-05,0.000514215325218,0.10295267159,0.223194341742,blue
0.000322863959547,0.000316203080274,0.00302291227901,0.483802281925,0.510190946502,blue
0.00136545080054,0.00131730272163,0.0118687015965,1.4164363818,0.0701829580208,blue
0.00445008190867,0.00421351344428,0.0353229577121,2.84343003814,-1.99307449447,blue
0.0120237981328,0.0111287521429,0.0855770633933,3.93064220724,-3.94821024658,blue
0.0282258929333,0.0254293362628,0.176538052136,3.10736469657,-1.1318414158,blue
0.0594275464397,0.0518820289578,0.319340430474,-1.06968108427,7.56844931651,blue
0.114744115152,0.0966170167413,0.516096018516,-8.61245353074,13.3672926186,blue
0.206465529764,0.166833682756,0.753126590774,-17.2283379279,4.60690958966,blue
0.350370201953,0.270229962259,0.995658313174,-22.6235391906,-15.9676493327,blue
0.565908444977,0.414181637817,1.18619607362,-20.1605368746,-27.2699452622,blue
0.876246645962,0.604726060845,1.24827022651,-7.31625569423,-11.6778752312,blue
1.30816252425,0.845422702681,1.09618265323,14.2192452556,20.5979218835,blue
1.8917860072,1.13618089141,0.650117731,38.0759632797,37.7563933559,blue
2.66019304952,1.47216534141,-0.145207324142,55.0358977623,20.5762206203,blue
3.64887286905,1.84290260541,-1.30118649626,56.6821298368,-15.2513043158,blue
4.89509049014,2.23170304791,-2.76884962492,39.2894654749,-36.0005849485,blue
6.43716150511,2.61548939205,-4.42907645329,6.06023113859,-25.6382328836,blue
8.31365705017,2.96509870677,-6.09274241761,-33.4793019259,1.27982362674,blue
10.5625586649,3.24609594561,-7.51279447115,-66.7902340386,20.207444404,blue
13.220378896,3.42009949486,-8.40856130577,-82.974891742,21.5860963999,blue
16.3212659368,3.4465868778,-8.50056106004,-76.7927466718,12.6776947334,blue
19.8961161885,3.28512051574,-7.55205258285,-50.3791042773,2.14749576489,blue
23.9717051704,2.89788842885,-5.41216562726,-12.1318270378,-8.56684690119,blue
28.5698265863,2.25240827472,-2.0546937108,26.5502285306,-18.5552673039,blue
33.7064392972,1.32423664634,2.39373656509,55.3192071995,-20.1219145808,blue
39.3908567755,0.0995530660101,7.64209286994,68.2392359268,-5.95643179578,blue
45.6250312971,-1.42249600097,13.2443242964,65.2199196105,16.5289080064,blue
52.4029720256,-3.22781879178,18.6312156777,50.9835494885,26.2806725805,blue
59.7103149282,-5.28590466792,23.1628595668,32.1405713369,11.0851642018,blue
67.5240522491,-7.54898883906,26.1967850017,13.9284561798,-14.1431350343,blue
75.8124259353,-9.95196789336,27.1643030367,-1.68006973236,-20.9194063038,blue
84.5349855126,-12.4131504141,25.6460350934,-15.6327934572,-1.48921214638,blue
93.6428135304,-14.8358856246,21.4371872322,-29.6476715223,18.9832180016,blue
103.078928515,-17.1110631564,14.5939432582,-43.7087885787,12.0420374879,blue
112.77886333,-19.12044472,5.45402514193,-54.8879946092,-17.0106161488,blue
122.671385381,-20.7407751069,-5.37310104155,-58.3851470828,-32.311843578,blue
132.679312093,-21.8485865446,-17.0474797478,-50.2171259044,-9.70935121996,blue
142.720399402,-22.3255393599,-28.5683438016,-29.845161764,32.073030454,blue
152.708312918,-22.0640686377,-38.8653151588,-1.11083946062,48.8560977345,blue
162.553698374,-20.9730695764,-46.9015646834,28.9745427296,18.1314707067,blue
172.165348667,-18.9833574547,-51.7781659419,52.7580779551,-35.2172123974,blue
181.45143807,-16.0526612789,-52.8289232328,64.4467901793,-61.3217582804,blue
190.320780053,-12.1699306656,-49.6959161483,61.6233937001,-33.1086919447,blue
198.684066444,-7.35874916457,-42.3777457014,45.5594229998,26.7898990465,blue
206.455052401,-1.67966393982,-31.2449728661,20.6093767588,65.2805327407,blue
213.55166329,4.76873752569,-17.0203102363,-6.93427424529,46.982369885,blue
219.89701407,11.8501459669,-0.724516459291,-30.2851771481,-12.5800403447,blue
225.420333274,19.3923369252,16.4074984767,-43.8000578077,-60.3766302703,blue
230.057772204,27.1904883782,33.0325510499,-44.5959901109,-54.5295439316,blue
233.753079075,35.0119695411,47.8168871378,-33.6119194025,-2.28472468346,blue
236.458135687,42.6025160955,59.5544728742,-15.4545179539,48.6057057508,blue
238.133376202,49.6936662166,67.2747024858,3.21089968404,54.9359837076,blue
238.748118971,56.0112807632,70.329353827,16.1808457515,15.3207037519,blue
238.280833137,61.28490177,68.4503828277,20.0005957171,-33.0725023269,blue
236.719332148,65.2576205098,61.7726055292,14.925879906,-50.19324957,blue
234.060856987,67.6960569402,50.8185800551,4.22540847283,-25.8027316657,blue
230.312010474,68.4000292835,36.4470627554,-7.54118659238,16.951082383,blue
225.488549045,67.2115357777,19.7708977848,-16.1467050346,43.8381108866,blue
219.615111633,64.0227569299,2.05412630354,-18.4868613252,35.5111885721,blue
212.724992276,58.7828331712,-15.3999944855,-12.8160740616,-1.34339757055,blue
204.860001985,51.5031350216,-31.3589851862,0.698504399519,-40.1591954776,blue
196.070378897,42.2606907881,-44.7599452183,18.9228949082,-50.3292574445,blue
186.414668894,31.1994547509,-54.7897139545,35.3410145316,-16.972648023,blue
175.959513736,18.5291907418,-60.9404376414,41.7434053347,41.6215666666,blue
164.779312632,4.52186895249,-63.0363366211,32.131737241,76.1965901174,blue
152.955739593,-10.4944066818,-61.2298074849,6.92902083664,43.4445966144,blue
140.577107672,-26.1438087964,-55.9677294441,-25.3500080744,-43.7019639111,blue
127.737588294,-42.0132835785,-47.9315617766,-50.7379476332,-109.081574543,blue
114.536309266,-57.6647756757,-37.9573918523,-56.0926274497,-78.7598263533,blue
101.076351909,-72.6487486691,-26.9444020454,-36.0651727675,35.523930076,blue
87.463658011,-86.5185201345,-15.7617544149,2.99007949882,131.242054361,blue
73.8058579163,-98.8448907592,-5.16416848838,44.6812842925,111.802543051,blue
60.2110373471,-109.230522963,4.27452747898,69.5552670049,-10.7819162534,blue
46.7864654071,-117.323524154,12.2026862663,64.2419867696,-122.754085465,blue
33.6373111387,-122.829711946,18.5027731521,28.2823986261,-122.965037812,blue
20.8653746513,-125.523088774,23.2732068375,-24.8850239523,-21.6883236142,blue
