lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,delta,theta,meditation,attention
9520,14637,1133,7527,5228,1859,199402,27120,64,53
21728,2180,7836,7491,2174,1549,93145,31521,60,70
6143,7107,13637,9671,3342,2361,171681,19129,53,80
31945,16827,14443,32239,44315,10113,126136,95536,47,75
31945,16827,14443,32239,44315,10113,126136,95536,47,75
31945,16827,14443,32239,44315,10113,126136,95536,47,75
46351,21014,102243,29858,59413,39463,1693497,361421,40,41
34955,31618,17205,12112,7301,5411,76798,22904,53,48
27042,3509,13009,10910,6601,4342,165494,72720,48,57
204156,121086,38401,64240,31420,6331,2337507,528662,51,56
9305,9420,13382,6467,2461,2990,525073,66652,54,47
43966,28139,136495,41352,17954,6989,1497864,751938,30,56
4461,3709,1088,8621,2803,1174,75541,24777,17,74
4461,3709,1088,8621,2803,1174,75541,24777,17,74
3981,4881,2418,2028,3232,1052,153164,68956,35,63
12779,2334,2742,1514,2494,1706,535475,27813,48,48
535980,673365,159502,258913,127617,80206,2092481,769191,67,43
39616,21272,17509,13062,2690,3413,153425,80247,61,75
100341,39826,11294,23273,21189,11011,2168979,324029,66,64
175301,73183,60470,20918,19168,3169,722751,573024,63,24
2316,28920,18047,5110,7656,10495,351821,17965,69,35
